, numFactors,MAP10_max,MAP10_max_numIter,MAP10_mean,MAP10_min,MAP10_min_numIter,MAP40_max,MAP40_max_numIter,MAP40_mean,MAP40_min,MAP40_min_numIter,MAP5_max,MAP5_max_numIter,MAP5_mean,MAP5_min,MAP5_min_numIter
0,8.0,0.225875,171.0,0.14900019371727743,0.097724,74.0,0.266311,171.0,0.19743449738219904,0.144866,74.0,0.188275,171.0,0.11210581675392671,0.058183000000000006,51.0
1,9.0,0.230883,83.0,0.14986051308900528,0.089047,11.0,0.277416,83.0,0.19831968062827232,0.142258,11.0,0.183685,117.0,0.11265920418848159,0.052383000000000006,11.0
2,15.0,0.22719699999999998,73.0,0.14927520942408365,0.09429,57.0,0.268313,73.0,0.19725102094240834,0.14741300000000002,17.0,0.184924,134.0,0.11267515183246075,0.05726799999999999,17.0
3,20.0,0.225196,183.0,0.14832466492146595,0.073422,12.0,0.28348,183.0,0.19729072774869102,0.128099,12.0,0.190894,183.0,0.11181120942408379,0.042808,12.0
