, numFactors,NDCG10_max,NDCG10_max_numIter,NDCG10_mean,NDCG10_min,NDCG10_min_numIter,NDCG40_max,NDCG40_max_numIter,NDCG40_mean,NDCG40_min,NDCG40_min_numIter,NDCG5_max,NDCG5_max_numIter,NDCG5_mean,NDCG5_min,NDCG5_min_numIter
0,8.0,0.339534,68.0,0.26329785340314127,0.211481,86.0,0.46400399999999997,13.0,0.4132567120418851,0.375627,86.0,0.255064,191.0,0.17644456544502615,0.11870499999999999,152.0
1,9.0,0.346844,118.0,0.2648269581151833,0.182858,196.0,0.47977299999999995,118.0,0.4135731413612564,0.367359,183.0,0.26062199999999996,175.0,0.177460392670157,0.112522,13.0
2,15.0,0.46217299999999994,104.0,0.3526288691099478,0.20978200000000002,188.0,0.553227,14.0,0.47378625654450257,0.378354,188.0,0.40020700000000003,129.0,0.2762201937172775,0.125176,200.0
3,20.0,0.350094,124.0,0.2639709842931936,0.193821,15.0,0.464649,124.0,0.4130077434554975,0.35744499999999996,15.0,0.258279,24.0,0.1771422879581152,0.107879,126.0
