 Pre5,Pre10, Pre40, Rec5, Rec10, Rec40, AUC5, AUC10, AUC40, MAP5, MAP10, MAP40, NDCG5, NDCG10,NDCG40,MRR5, MRR10,MRR40, numFactors, numIter, lrate, maxlrate, reg, isBoldDriver, TrainTime, TestTime
0.117778,0.108519,0.051111,0.275018,0.490705,1,0.408025,0.44637,0.630184,0.155146,0.200554,0.24554,0.200183,0.284885,0.423986,0.209691,0.245626,0.266588,9,50,0.02,-1,1.00E-04,TRUE,'01:57','00:00'
0.115,0.109583,0.051875,0.226738,0.461147,1,0.446181,0.444593,0.601912,0.174061,0.221279,0.265721,0.205414,0.295451,0.438227,0.245694,0.275498,0.297619,9,51,0.02,-1,1.00E-04,TRUE,'01:55','00:00'
0.099187,0.096341,0.053252,0.178136,0.359253,1,0.413957,0.415695,0.536813,0.107592,0.149852,0.198756,0.140127,0.213942,0.383131,0.157995,0.185226,0.212279,9,52,0.02,-1,1.00E-04,TRUE,'01:55','00:00'
0.093496,0.090244,0.04502,0.182272,0.433469,1,0.422425,0.435254,0.589946,0.116425,0.160959,0.20361,0.146272,0.23761,0.384154,0.159485,0.194549,0.220531,9,53,0.02,-1,1.00E-04,TRUE,'02:07','00:00'
0.11037,0.106667,0.049167,0.215608,0.506173,1,0.451852,0.436743,0.61253,0.152049,0.205911,0.246084,0.184456,0.291186,0.423353,0.209938,0.246981,0.268815,9,54,0.02,-1,1.00E-04,TRUE,'02:02','00:00'
0.104651,0.103101,0.055039,0.174069,0.388399,1,0.425065,0.423988,0.594096,0.104503,0.151619,0.205315,0.139797,0.22415,0.393707,0.170736,0.205865,0.233789,9,55,0.02,-1,1.00E-04,TRUE,'02:03','00:00'
0.11938,0.101163,0.049516,0.254514,0.447745,1,0.372416,0.449824,0.5901,0.136291,0.17306,0.217029,0.180438,0.253598,0.398361,0.187726,0.215484,0.237716,9,56,0.02,-1,1.00E-04,TRUE,'02:11','00:00'
0.123333,0.124167,0.058437,0.249812,0.485339,1,0.418056,0.431047,0.601445,0.154899,0.207867,0.258773,0.200385,0.297635,0.439706,0.236806,0.275207,0.291185,9,57,0.02,-1,1.00E-04,TRUE,'02:01','00:00'
0.10303,0.101515,0.050663,0.225198,0.46636,1,0.42298,0.430698,0.60949,0.12877,0.175776,0.220971,0.165527,0.256445,0.401471,0.174621,0.210027,0.233715,9,58,0.02,-1,1.00E-04,TRUE,'02:13','00:00'
0.116667,0.106349,0.05377,0.217082,0.444879,1,0.399802,0.415143,0.570403,0.154072,0.197977,0.244361,0.186346,0.272159,0.420729,0.212765,0.245786,0.265998,9,59,0.02,-1,1.00E-04,TRUE,'02:08','00:00'
0.112195,0.10813,0.047663,0.230604,0.493089,1,0.449187,0.47017,0.589616,0.134804,0.190545,0.226088,0.176887,0.273789,0.403552,0.197832,0.230704,0.252883,9,60,0.02,-1,1.00E-04,TRUE,'02:22','00:00'
0.11037,0.112593,0.051852,0.237963,0.474239,1,0.373148,0.446274,0.605075,0.119779,0.175722,0.217305,0.165302,0.260143,0.398731,0.175,0.206937,0.227956,9,61,0.02,-1,1.00E-04,TRUE,'02:20','00:00'
0.117073,0.120325,0.055285,0.213286,0.476965,1,0.422764,0.409944,0.582184,0.133722,0.190711,0.235009,0.177013,0.280638,0.419969,0.219377,0.257883,0.274452,9,62,0.02,-1,1.00E-04,TRUE,'02:26','00:00'
0.124806,0.103876,0.051163,0.266582,0.44206,1,0.406008,0.479747,0.599698,0.151011,0.191807,0.239008,0.199732,0.268606,0.418616,0.224354,0.248099,0.271923,9,63,0.02,-1,1.00E-04,TRUE,'02:19','00:00'
0.125641,0.104701,0.053205,0.214459,0.399288,1,0.412037,0.479957,0.594767,0.143205,0.186688,0.237481,0.182174,0.255406,0.418401,0.218234,0.24479,0.271151,9,64,0.02,-1,1.00E-04,TRUE,'02:28','00:00'
0.107752,0.103488,0.054264,0.195567,0.40706,1,0.403747,0.438538,0.567076,0.110435,0.157174,0.206248,0.152132,0.233044,0.393476,0.189987,0.21706,0.243122,9,65,0.02,-1,1.00E-04,TRUE,'02:23','00:00'
0.113636,0.104545,0.053409,0.226768,0.38952,1,0.385732,0.44787,0.562223,0.094375,0.135813,0.185285,0.146029,0.213884,0.3747,0.167361,0.189559,0.215628,9,66,0.02,-1,1.00E-04,TRUE,'02:31','00:00'
0.107692,0.110256,0.051816,0.204665,0.46224,1,0.440883,0.4472,0.610716,0.141283,0.195117,0.241693,0.177612,0.277425,0.420596,0.223291,0.259398,0.281413,9,67,0.02,-1,1.00E-04,TRUE,'02:37','00:00'
0.125926,0.111481,0.05037,0.272513,0.496667,1,0.410802,0.474162,0.630785,0.158593,0.209093,0.249528,0.208548,0.297705,0.431194,0.235617,0.266649,0.286432,9,68,0.02,-1,1.00E-04,TRUE,'02:34','00:00'
0.107752,0.103876,0.052229,0.212469,0.46475,1,0.441214,0.425145,0.60605,0.147145,0.193152,0.241384,0.182436,0.275397,0.421225,0.224483,0.262628,0.283595,9,69,0.02,-1,1.00E-04,TRUE,'02:32','00:00'
0.106977,0.110465,0.051163,0.202917,0.484516,1,0.419574,0.413479,0.606326,0.130668,0.185695,0.228803,0.16285,0.267883,0.405629,0.180556,0.221078,0.242495,9,70,0.02,-1,1.00E-04,TRUE,'02:38','00:00'
0.114414,0.113063,0.052365,0.211762,0.486819,1,0.404279,0.395404,0.602718,0.112556,0.1663,0.209781,0.153145,0.257254,0.395993,0.170195,0.20863,0.228924,9,71,0.02,-1,1.00E-04,TRUE,'02:41','00:00'
0.1,0.088889,0.046574,0.2047,0.429259,1,0.437037,0.453119,0.590657,0.136686,0.178395,0.221211,0.168323,0.250064,0.399591,0.18858,0.21984,0.245232,9,72,0.02,-1,1.00E-04,TRUE,'02:51','00:00'
0.117117,0.112162,0.051126,0.219065,0.45326,1,0.367117,0.413346,0.587936,0.113295,0.164552,0.209307,0.155644,0.247253,0.391937,0.167042,0.19648,0.220452,9,73,0.02,-1,1.00E-04,TRUE,'02:57','00:00'
0.129365,0.10754,0.055754,0.283132,0.421854,1,0.376984,0.480568,0.635915,0.151056,0.189939,0.246798,0.205422,0.265922,0.42946,0.236772,0.258903,0.28397,9,74,0.02,-1,1.00E-04,TRUE,'02:35','00:00'
0.115873,0.113889,0.058036,0.230078,0.416537,1,0.383267,0.443618,0.580111,0.122309,0.1707,0.222887,0.169307,0.24728,0.407566,0.19828,0.223685,0.248419,9,75,0.02,-1,1.00E-04,TRUE,'02:38','00:00'
0.107576,0.109091,0.048295,0.221831,0.494661,1,0.453283,0.446774,0.627575,0.151974,0.207184,0.249079,0.186861,0.290449,0.424375,0.213826,0.253334,0.273535,9,76,0.02,-1,1.00E-04,TRUE,'02:47','00:00'
0.1325,0.122083,0.058229,0.226445,0.421181,1,0.394444,0.456244,0.582632,0.145282,0.198724,0.249083,0.194442,0.277851,0.435141,0.247153,0.271033,0.293633,9,77,0.02,-1,1.00E-04,TRUE,'02:46','00:00'
0.111905,0.112698,0.052579,0.199725,0.475818,1,0.401455,0.439563,0.607516,0.113012,0.171402,0.216668,0.155165,0.258992,0.40107,0.185648,0.224871,0.245517,9,78,0.02,-1,1.00E-04,TRUE,'02:57','00:00'
0.117424,0.113636,0.053977,0.233734,0.457277,1,0.401831,0.415938,0.613816,0.135144,0.182213,0.230632,0.178996,0.267634,0.415979,0.205177,0.239017,0.260617,9,79,0.02,-1,1.00E-04,TRUE,'02:53','00:00'
0.111111,0.112393,0.053953,0.193837,0.428775,1,0.385684,0.431064,0.57719,0.119482,0.175174,0.222321,0.155627,0.251346,0.403247,0.178276,0.210216,0.233768,9,80,0.02,-1,1.00E-04,TRUE,'03:09','00:00'
0.104065,0.10813,0.052541,0.190416,0.389979,1,0.443767,0.444356,0.577873,0.113994,0.162734,0.213262,0.153343,0.235415,0.395623,0.194648,0.223598,0.249891,9,81,0.02,-1,1.00E-04,TRUE,'03:00','00:00'
0.11,0.097083,0.05125,0.236111,0.457292,1,0.414583,0.426382,0.588495,0.161677,0.198693,0.245865,0.194263,0.276109,0.425177,0.210486,0.246637,0.268226,9,82,0.02,-1,1.00E-04,TRUE,'03:12','00:00'
0.121622,0.117568,0.058108,0.186397,0.392353,1,0.381757,0.434863,0.580829,0.108406,0.161939,0.214362,0.15107,0.237985,0.403937,0.186562,0.221706,0.244676,9,83,0.02,-1,1.00E-04,TRUE,'03:11','00:00'
0.094203,0.098551,0.050453,0.190942,0.450121,1,0.420592,0.41759,0.60709,0.111609,0.160115,0.206308,0.145243,0.242811,0.392216,0.168357,0.207409,0.231031,9,84,0.02,-1,1.00E-04,TRUE,'03:03','00:00'
0.120635,0.103175,0.052381,0.247795,0.422534,1,0.421958,0.468459,0.593873,0.155785,0.194508,0.243303,0.198241,0.267574,0.422471,0.227116,0.251756,0.276446,9,85,0.02,-1,1.00E-04,TRUE,'03:07','00:00'
0.113492,0.110317,0.057937,0.191818,0.385544,1,0.384921,0.435417,0.569763,0.127335,0.174765,0.226371,0.163874,0.244831,0.412937,0.199339,0.227675,0.253326,9,86,0.02,-1,1.00E-04,TRUE,'03:05','00:00'
0.094697,0.093939,0.050852,0.163844,0.393543,1,0.459912,0.427963,0.582235,0.123022,0.169742,0.22004,0.150518,0.238889,0.401916,0.18447,0.220908,0.246363,9,87,0.02,-1,1.00E-04,TRUE,'03:18','00:00'
0.096581,0.078632,0.048932,0.186538,0.341311,1,0.423433,0.451898,0.52835,0.122282,0.149746,0.200916,0.156703,0.214053,0.386708,0.199217,0.222909,0.249666,9,88,0.02,-1,1.00E-04,TRUE,'03:23','00:00'
0.115079,0.113095,0.051587,0.252233,0.525806,1,0.444444,0.435441,0.613053,0.172025,0.221339,0.261815,0.207083,0.309648,0.438008,0.228108,0.268964,0.287172,9,89,0.02,-1,1.00E-04,TRUE,'03:19','00:00'
0.097727,0.114773,0.050379,0.173295,0.509154,1,0.480429,0.399084,0.592489,0.140872,0.203628,0.242112,0.168792,0.294074,0.421479,0.220518,0.265896,0.282764,9,90,0.02,-1,1.00E-04,TRUE,'03:24','00:00'
0.093182,0.104545,0.049811,0.162987,0.392803,1,0.456439,0.439469,0.578406,0.113745,0.16747,0.212813,0.143494,0.234887,0.390828,0.176894,0.206793,0.23459,9,91,0.02,-1,1.00E-04,TRUE,'03:18','00:00'
0.120721,0.113514,0.053829,0.226981,0.44024,1,0.439565,0.462999,0.594772,0.146638,0.201016,0.246511,0.188536,0.27397,0.424807,0.22973,0.253355,0.279382,9,92,0.02,-1,1.00E-04,TRUE,'02:14','00:00'
0.121429,0.106349,0.052679,0.223608,0.419218,1,0.416336,0.465955,0.585998,0.148388,0.193454,0.242381,0.190901,0.268752,0.42426,0.235516,0.2653,0.287467,9,93,0.02,-1,1.00E-04,TRUE,'02:10','00:00'
0.112698,0.124206,0.056151,0.221789,0.469466,1,0.436177,0.438276,0.616009,0.148737,0.206459,0.254738,0.185979,0.288768,0.432914,0.220106,0.258417,0.279119,9,94,0.02,-1,1.00E-04,TRUE,'02:10','00:00'
0.107317,0.1,0.05315,0.192299,0.398858,1,0.434282,0.430765,0.581812,0.116554,0.158634,0.209209,0.152348,0.233466,0.398163,0.1771,0.211539,0.238267,9,95,0.02,-1,1.00E-04,TRUE,'02:15','00:00'
0.098198,0.085586,0.047523,0.23601,0.410121,1,0.40991,0.454008,0.581934,0.146802,0.178864,0.227932,0.179419,0.246191,0.402047,0.182583,0.211524,0.237175,9,96,0.02,-1,1.00E-04,TRUE,'02:26','00:00'
0.105263,0.101754,0.053618,0.201953,0.445959,1,0.427266,0.404083,0.586005,0.143912,0.188019,0.237179,0.174561,0.266636,0.419975,0.210599,0.246822,0.269816,9,97,0.02,-1,1.00E-04,TRUE,'02:19','00:00'
0.134109,0.121318,0.053391,0.285988,0.537043,1,0.414729,0.452427,0.62909,0.173649,0.228511,0.268044,0.224116,0.322167,0.447243,0.251809,0.284807,0.302152,9,98,0.02,-1,1.00E-04,TRUE,'02:17','00:00'
0.109302,0.083333,0.046318,0.271069,0.40491,1,0.465439,0.491944,0.578563,0.17238,0.200622,0.246562,0.207998,0.259169,0.417073,0.209432,0.229505,0.257627,9,99,0.02,-1,1.00E-04,TRUE,'02:32','00:00'
0.102381,0.105556,0.054762,0.183152,0.433472,1,0.423611,0.409356,0.591419,0.109872,0.157829,0.210809,0.145291,0.238708,0.39493,0.180754,0.216054,0.238551,9,100,0.02,-1,1.00E-04,TRUE,'02:21','00:00'
0.137143,0.141905,0.065595,0.217583,0.455444,1,0.394841,0.398526,0.589948,0.136616,0.199643,0.253014,0.18573,0.288555,0.442341,0.239603,0.277358,0.2944,9,101,0.02,-1,1.00E-04,TRUE,'02:24','00:00'
0.113008,0.109756,0.053557,0.212012,0.392305,1,0.435637,0.457644,0.59531,0.147593,0.1939,0.246348,0.182026,0.258587,0.420437,0.212805,0.240871,0.265697,9,102,0.02,-1,1.00E-04,TRUE,'02:28','00:00'
0.113333,0.105833,0.054583,0.230207,0.422219,1,0.437153,0.432732,0.614154,0.138388,0.181116,0.233082,0.17715,0.25354,0.414578,0.196389,0.227535,0.253691,9,103,0.02,-1,1.00E-04,TRUE,'02:38','00:00'
0.104444,0.106296,0.051019,0.191526,0.481379,1,0.421296,0.424357,0.598128,0.128591,0.183574,0.227501,0.163305,0.272021,0.411925,0.201481,0.242737,0.263498,9,104,0.02,-1,1.00E-04,TRUE,'02:24','00:00'
0.109091,0.104924,0.049716,0.264565,0.518434,1,0.441919,0.4465,0.641812,0.16234,0.209145,0.252037,0.198295,0.29612,0.429614,0.200189,0.240927,0.261838,9,105,0.02,-1,1.00E-04,TRUE,'02:36','00:00'
0.124603,0.102778,0.051984,0.276512,0.437354,1,0.419312,0.483253,0.574996,0.184371,0.219816,0.266042,0.226198,0.291362,0.440542,0.25754,0.279798,0.302351,9,106,0.02,-1,1.00E-04,TRUE,'02:27','00:00'
0.093798,0.100775,0.046609,0.183356,0.483145,1,0.437661,0.438046,0.617673,0.104265,0.163332,0.20365,0.137047,0.24684,0.383872,0.148127,0.188058,0.212735,9,107,0.02,-1,1.00E-04,TRUE,'02:42','00:00'
0.120635,0.108333,0.051091,0.283951,0.472619,1,0.441468,0.474781,0.613972,0.166821,0.210005,0.25428,0.214989,0.289652,0.430519,0.240873,0.266728,0.287268,9,108,0.02,-1,1.00E-04,TRUE,'02:36','00:00'
0.112121,0.100379,0.046686,0.245443,0.511833,1,0.427715,0.46131,0.639888,0.143675,0.190315,0.231285,0.183494,0.28012,0.410528,0.200631,0.239735,0.260298,9,109,0.02,-1,1.00E-04,TRUE,'02:37','00:00'
0.107576,0.09697,0.04697,0.24072,0.471979,1,0.43024,0.457642,0.598501,0.139381,0.184328,0.224551,0.17992,0.268686,0.405897,0.196338,0.232924,0.253861,9,110,0.02,-1,1.00E-04,TRUE,'02:43','00:00'
0.111364,0.095833,0.048201,0.246474,0.433081,1,0.46875,0.498095,0.593496,0.175272,0.214449,0.259267,0.212865,0.284395,0.432449,0.254609,0.279418,0.303081,9,111,0.02,-1,1.00E-04,TRUE,'02:44','00:00'
0.1225,0.12125,0.055625,0.253264,0.492153,1,0.397222,0.408614,0.607721,0.1301,0.182381,0.227775,0.180695,0.275708,0.41457,0.208125,0.244382,0.26191,9,112,0.02,-1,1.00E-04,TRUE,'02:41','00:00'
0.111905,0.108333,0.053075,0.178789,0.464437,1,0.429894,0.447401,0.589338,0.121267,0.176687,0.222671,0.158996,0.262357,0.407254,0.211243,0.246436,0.269629,9,113,0.02,-1,1.00E-04,TRUE,'02:37','00:00'
0.114729,0.108527,0.050775,0.24761,0.475452,1,0.483204,0.474883,0.593665,0.176701,0.226261,0.267119,0.209594,0.297287,0.434702,0.233463,0.26533,0.288143,9,114,0.02,-1,1.00E-04,TRUE,'02:41','00:00'
0.121296,0.125463,0.057176,0.192758,0.452646,1,0.417824,0.398,0.604722,0.121066,0.177313,0.227804,0.160501,0.263321,0.414068,0.199306,0.241029,0.262963,9,115,0.02,-1,1.00E-04,TRUE,'02:48','00:00'
0.115942,0.106159,0.05,0.223111,0.428583,1,0.395531,0.442831,0.604528,0.110631,0.157698,0.204274,0.160137,0.239912,0.390367,0.189251,0.215593,0.238703,9,116,0.02,-1,1.00E-04,TRUE,'02:51','00:00'
0.113492,0.10754,0.052579,0.235954,0.490438,1,0.403439,0.443078,0.599147,0.147806,0.200053,0.242219,0.184847,0.282034,0.420618,0.205688,0.242204,0.263996,9,117,0.02,-1,1.00E-04,TRUE,'02:48','00:00'
0.147619,0.127143,0.057857,0.31819,0.533409,1,0.404762,0.463766,0.632205,0.211133,0.258915,0.305783,0.258825,0.346844,0.479773,0.289127,0.324777,0.340935,9,118,0.02,-1,1.00E-04,TRUE,'02:47','00:00'
0.112403,0.100775,0.050581,0.254151,0.423585,1,0.481266,0.505606,0.607,0.159556,0.200184,0.250214,0.201575,0.268736,0.423649,0.230556,0.253945,0.279928,9,119,0.02,-1,1.00E-04,TRUE,'02:51','00:00'
0.106667,0.112222,0.052685,0.210562,0.448635,1,0.420062,0.414781,0.586301,0.125934,0.178347,0.224165,0.164965,0.25926,0.403901,0.193704,0.229835,0.249949,9,120,0.02,-1,1.00E-04,TRUE,'02:44','00:00'
0.115909,0.108712,0.050379,0.212131,0.411913,1,0.446338,0.461415,0.569219,0.145615,0.193087,0.235801,0.180871,0.25927,0.407156,0.214205,0.236981,0.262088,9,121,0.02,-1,1.00E-04,TRUE,'02:56','00:00'
0.113043,0.098913,0.05,0.255116,0.402838,1,0.422101,0.470091,0.591906,0.133218,0.170589,0.217871,0.182114,0.244471,0.40193,0.201932,0.225912,0.250919,9,122,0.02,-1,1.00E-04,TRUE,'02:48','00:00'
0.119658,0.105128,0.051282,0.222015,0.402646,1,0.42557,0.467046,0.591065,0.142777,0.187713,0.235439,0.18265,0.256544,0.412786,0.217521,0.248313,0.272788,9,123,0.02,-1,1.00E-04,TRUE,'03:09','00:00'
0.116667,0.103571,0.04752,0.274242,0.517665,1,0.429563,0.454629,0.627543,0.154372,0.19885,0.238876,0.199668,0.289942,0.419123,0.212963,0.247189,0.267672,9,124,0.02,-1,1.00E-04,TRUE,'03:02','00:00'
0.116667,0.106818,0.053314,0.244153,0.433712,1,0.399306,0.438657,0.564717,0.130085,0.175353,0.219671,0.176259,0.25239,0.40192,0.192298,0.217062,0.237769,9,125,0.02,-1,1.00E-04,TRUE,'02:58','00:00'
0.1,0.096124,0.049516,0.19522,0.419767,1,0.406654,0.416483,0.569642,0.120562,0.1616,0.208125,0.150728,0.235602,0.388808,0.158398,0.195556,0.219391,9,126,0.02,-1,1.00E-04,TRUE,'03:03','00:00'
0.093182,0.097348,0.054261,0.207135,0.441372,1,0.451389,0.441303,0.618502,0.141944,0.185166,0.241489,0.169112,0.259826,0.416914,0.181944,0.222565,0.246725,9,127,0.02,-1,1.00E-04,TRUE,'03:05','00:00'
0.109302,0.103876,0.05,0.224332,0.44509,1,0.439599,0.459437,0.606444,0.149214,0.198889,0.243864,0.184174,0.270709,0.418231,0.205039,0.235768,0.259704,9,128,0.02,-1,1.00E-04,TRUE,'03:10','00:00'
0.1225,0.108333,0.053333,0.202421,0.431647,1,0.348264,0.430109,0.573232,0.118944,0.166152,0.214181,0.163147,0.252317,0.404895,0.203819,0.236483,0.259081,9,129,0.02,-1,1.00E-04,TRUE,'03:08','00:00'
0.112403,0.111628,0.057655,0.205675,0.414659,1,0.402132,0.445656,0.592174,0.114955,0.163993,0.218103,0.161064,0.246263,0.407756,0.207494,0.237171,0.262069,9,130,0.02,-1,1.00E-04,TRUE,'02:57','00:00'
0.104444,0.116296,0.053333,0.208466,0.464339,1,0.421914,0.418849,0.598209,0.130437,0.187384,0.232693,0.166001,0.269616,0.41137,0.194074,0.2356,0.255392,9,131,0.02,-1,1.00E-04,TRUE,'03:02','00:00'
0.130833,0.131667,0.063646,0.218477,0.478502,1,0.326389,0.392146,0.593657,0.098452,0.154888,0.209594,0.154592,0.258146,0.406714,0.199444,0.239216,0.255378,9,132,0.02,-1,1.00E-04,TRUE,'03:02','00:00'
0.124603,0.10873,0.055357,0.262576,0.427488,1,0.393519,0.45257,0.584124,0.154998,0.196388,0.244082,0.201501,0.270073,0.424958,0.230291,0.252858,0.275531,9,133,0.02,-1,1.00E-04,TRUE,'03:04','00:00'
0.108889,0.104815,0.051481,0.24672,0.452928,1,0.435494,0.449386,0.611094,0.14808,0.193119,0.239812,0.18845,0.273156,0.420822,0.211358,0.250635,0.270861,9,134,0.02,-1,1.00E-04,TRUE,'03:15','00:00'
0.116667,0.101587,0.053671,0.230236,0.397619,1,0.406085,0.434713,0.589352,0.139778,0.176324,0.228768,0.180137,0.249097,0.412663,0.204365,0.234467,0.257087,9,135,0.02,-1,1.00E-04,TRUE,'03:14','00:00'
0.128682,0.099225,0.05155,0.256589,0.409561,1,0.386951,0.449962,0.567495,0.151557,0.180453,0.226691,0.19571,0.257045,0.411502,0.223514,0.249139,0.270512,9,136,0.02,-1,1.00E-04,TRUE,'03:20','00:00'
0.109009,0.125676,0.061712,0.138562,0.400436,1,0.411787,0.396136,0.553726,0.097832,0.162023,0.215172,0.133166,0.241279,0.405811,0.187387,0.228123,0.250401,9,137,0.02,-1,1.00E-04,TRUE,'03:09','00:00'
0.124167,0.123333,0.055208,0.251795,0.522803,1,0.457292,0.447582,0.629999,0.167976,0.224156,0.270819,0.212808,0.314911,0.448837,0.259514,0.295982,0.31401,9,138,0.02,-1,1.00E-04,TRUE,'03:19','00:00'
0.12093,0.101163,0.051066,0.240095,0.441731,1,0.382429,0.454215,0.599993,0.137274,0.17755,0.223972,0.186445,0.262863,0.412492,0.226809,0.257034,0.278827,9,139,0.02,-1,1.00E-04,TRUE,'03:26','00:00'
0.115079,0.125794,0.058333,0.208196,0.484174,1,0.37996,0.390043,0.606555,0.123536,0.18266,0.230679,0.166226,0.276751,0.420871,0.208532,0.252616,0.271745,9,140,0.02,-1,1.00E-04,TRUE,'03:22','00:00'
0.099275,0.106884,0.055525,0.175272,0.410663,1,0.422403,0.434031,0.57039,0.118685,0.168689,0.222545,0.152488,0.246093,0.406324,0.196256,0.234259,0.257281,9,141,0.02,-1,1.00E-04,TRUE,'03:14','00:00'
0.102222,0.098519,0.049444,0.216199,0.449753,1,0.454321,0.444992,0.601094,0.131627,0.180092,0.224788,0.16847,0.257076,0.405428,0.192407,0.228542,0.252675,9,142,0.02,-1,1.00E-04,TRUE,'03:21','00:00'
0.098413,0.102778,0.052877,0.190854,0.41616,1,0.468585,0.456656,0.58028,0.137371,0.184939,0.236579,0.166581,0.256749,0.410892,0.191336,0.230998,0.253515,9,143,0.02,-1,1.00E-04,TRUE,'03:27','00:00'
0.111966,0.11453,0.055235,0.206339,0.479131,1,0.4651,0.416497,0.58678,0.144539,0.199869,0.246852,0.177642,0.281312,0.426661,0.209117,0.250034,0.270199,9,144,0.02,-1,1.00E-04,TRUE,'03:26','00:00'
0.101481,0.091481,0.046481,0.174436,0.378519,1,0.396914,0.430486,0.545626,0.107693,0.147582,0.191418,0.141219,0.218822,0.37356,0.163519,0.194347,0.216888,9,145,0.02,-1,1.00E-04,TRUE,'03:35','00:00'
0.111111,0.102963,0.051944,0.231093,0.433765,1,0.390123,0.430067,0.582323,0.126833,0.169005,0.217618,0.171725,0.251966,0.402922,0.195864,0.22713,0.247418,9,146,0.02,-1,1.00E-04,TRUE,'05:46','00:00'
0.128829,0.113964,0.052027,0.242146,0.446997,1,0.404655,0.453172,0.605443,0.159441,0.207284,0.253612,0.200387,0.284655,0.431506,0.224925,0.254279,0.276035,9,147,0.02,-1,1.00E-04,TRUE,'05:51','00:00'
0.124561,0.122368,0.060526,0.224937,0.43916,1,0.336257,0.410118,0.607103,0.120492,0.168993,0.225452,0.167494,0.257505,0.417677,0.202339,0.237514,0.260897,9,148,0.02,-1,1.00E-04,TRUE,'06:40','00:00'
0.113008,0.098374,0.052744,0.21596,0.42199,1,0.363144,0.411388,0.580735,0.119779,0.156034,0.205327,0.159426,0.236395,0.39309,0.174458,0.206133,0.228268,9,149,0.02,-1,1.00E-04,TRUE,'06:39','00:00'
0.12971,0.116304,0.057156,0.262375,0.417425,1,0.430254,0.475753,0.593821,0.178452,0.22293,0.275248,0.225406,0.293208,0.450602,0.278019,0.299311,0.320688,9,150,0.02,-1,1.00E-04,TRUE,'06:12','00:00'
0.121951,0.105691,0.050203,0.251711,0.44899,1,0.41023,0.449752,0.58536,0.142768,0.186236,0.230423,0.188482,0.264959,0.409215,0.210501,0.238787,0.259177,18,121,0.02,-1,1.00E-04,TRUE,'05:22','00:00'
0.110145,0.108333,0.052264,0.215964,0.452844,1,0.420592,0.441202,0.602642,0.138222,0.186401,0.233351,0.172812,0.265931,0.411467,0.193297,0.230742,0.251996,9,151,0.02,-1,1.00E-04,TRUE,'06:41','00:00'
0.104762,0.084127,0.048611,0.247033,0.397879,1,0.431217,0.463723,0.591902,0.154296,0.182657,0.232678,0.19079,0.249659,0.412233,0.205952,0.233055,0.260373,9,152,0.02,-1,1.00E-04,TRUE,'06:55','00:00'
0.114286,0.105159,0.052579,0.211215,0.431311,1,0.431548,0.437579,0.602694,0.137136,0.184669,0.232567,0.173331,0.259483,0.414219,0.197024,0.230541,0.255456,9,153,0.02,-1,1.00E-04,TRUE,'06:57','00:00'
0.135185,0.122222,0.059144,0.254354,0.46573,1,0.424769,0.461493,0.637232,0.169784,0.219384,0.273761,0.213696,0.29921,0.454289,0.266358,0.298277,0.322986,9,154,0.02,-1,1.00E-04,TRUE,'06:56','00:00'
0.110078,0.117829,0.058333,0.19633,0.439895,1,0.454457,0.416398,0.610662,0.141319,0.19355,0.248456,0.174495,0.272342,0.428347,0.209302,0.249428,0.271577,9,155,0.02,-1,1.00E-04,TRUE,'06:32','00:00'
0.110317,0.091667,0.050893,0.226852,0.406992,1,0.379299,0.421371,0.577917,0.11914,0.150483,0.200377,0.160771,0.228345,0.387927,0.175,0.199016,0.223589,9,156,0.02,-1,1.00E-04,TRUE,'07:09','00:00'
0.116667,0.100379,0.051326,0.236418,0.429149,1,0.385417,0.441638,0.577459,0.135233,0.174776,0.219883,0.175837,0.251358,0.403134,0.184407,0.212064,0.235396,9,157,0.02,-1,1.00E-04,TRUE,'06:40','00:00'
0.119841,0.110317,0.051687,0.244389,0.455641,1,0.411045,0.456574,0.587742,0.138166,0.185867,0.230159,0.184825,0.269444,0.411391,0.212831,0.24243,0.262909,9,158,0.02,-1,1.00E-04,TRUE,'06:45','00:00'
0.140833,0.13125,0.057604,0.254935,0.526723,1,0.366667,0.459849,0.646849,0.159811,0.220211,0.266771,0.21155,0.316467,0.451491,0.260139,0.296162,0.314412,9,159,0.02,-1,1.00E-04,TRUE,'06:48','00:00'
0.126016,0.121951,0.058943,0.251762,0.474458,1,0.450881,0.483187,0.625579,0.154743,0.210056,0.260691,0.205383,0.296129,0.446524,0.254472,0.286661,0.308596,9,160,0.02,-1,1.00E-04,TRUE,'07:06','00:00'
0.12381,0.123016,0.054464,0.265043,0.508701,1,0.424603,0.441791,0.62623,0.149302,0.20315,0.246689,0.198173,0.295999,0.430844,0.226389,0.264566,0.284523,9,161,0.02,-1,1.00E-04,TRUE,'07:12','00:00'
0.133333,0.116667,0.052616,0.282103,0.50119,1,0.380814,0.485372,0.625816,0.161866,0.210722,0.25519,0.213405,0.296603,0.430734,0.240439,0.267025,0.28709,9,162,0.02,-1,1.00E-04,TRUE,'07:25','00:00'
0.117037,0.098889,0.048148,0.32251,0.493422,1,0.442593,0.482848,0.625638,0.200618,0.235576,0.277942,0.244955,0.314123,0.450235,0.254506,0.283876,0.303263,20,10,0.02,-1,1.00E-04,TRUE,'00:30','00:00'
