 Pre5,Pre10, Pre40, Rec5, Rec10, Rec40, AUC5, AUC10, AUC40, MAP5, MAP10, MAP40, NDCG5, NDCG10,NDCG40,MRR5, MRR10,MRR40, numFactors, numIter, lrate, maxlrate, reg, isBoldDriver, TrainTime, TestTime
0.108148,0.094815,0.048704,0.237528,0.433563,1,0.415432,0.433576,0.570929,0.126205,0.164938,0.207888,0.16703,0.240727,0.386249,0.174815,0.204393,0.226354,11,54,0.02,-1,1.00E-04,TRUE,'01:24','00:00'
0.113178,0.101938,0.049516,0.248954,0.466233,1,0.435401,0.483435,0.563078,0.155179,0.202752,0.240291,0.194381,0.27864,0.41484,0.210336,0.242503,0.262839,11,54,0.02,-1,1.00E-04,TRUE,'02:59:57','00:00'
0.124031,0.122481,0.058043,0.251862,0.441986,1,0.404716,0.438742,0.584405,0.126093,0.174343,0.225974,0.178098,0.259863,0.409675,0.198256,0.228774,0.247805,11,57,0.02,-1,1.00E-04,TRUE,'02:18','00:00'
0.109091,0.098485,0.048106,0.248174,0.434006,1,0.441604,0.464402,0.597647,0.14244,0.185086,0.229678,0.184576,0.258395,0.405844,0.205619,0.235244,0.259087,8,10,0.02,-1,1.00E-04,TRUE,'00:25','00:00'
0.117886,0.112602,0.058943,0.236727,0.432549,1,0.400745,0.410803,0.604027,0.128247,0.174299,0.228771,0.17186,0.252897,0.415434,0.189634,0.224006,0.247849,8,11,0.02,-1,1.00E-04,TRUE,'00:23','00:00'
0.109524,0.11746,0.055456,0.215246,0.496873,1,0.416667,0.400947,0.59076,0.099896,0.157892,0.202861,0.146944,0.257085,0.396138,0.166071,0.214249,0.232954,8,12,0.02,-1,1.00E-04,TRUE,'00:26','00:00'
0.126984,0.10119,0.050496,0.306705,0.509354,1,0.41832,0.504571,0.637906,0.203338,0.240418,0.286625,0.250319,0.326307,0.464004,0.282143,0.309637,0.329275,8,13,0.02,-1,1.00E-04,TRUE,'00:36','00:00'
0.117829,0.113178,0.054748,0.211778,0.430525,1,0.408915,0.445384,0.5721,0.149279,0.199554,0.246854,0.187905,0.273119,0.423143,0.235788,0.265652,0.286669,8,14,0.02,-1,1.00E-04,TRUE,'00:32','00:00'
0.125397,0.111508,0.052778,0.238961,0.464021,1,0.416336,0.457314,0.619529,0.137103,0.185906,0.231549,0.181993,0.269662,0.416681,0.199405,0.235191,0.2574,8,15,0.02,-1,1.00E-04,TRUE,'00:36','00:00'
0.122222,0.10812,0.052564,0.217508,0.431481,1,0.409544,0.449129,0.609003,0.164216,0.209002,0.259138,0.197534,0.280204,0.434163,0.232051,0.263936,0.286369,8,16,0.02,-1,1.00E-04,TRUE,'00:40','00:00'
0.109302,0.110853,0.056395,0.189041,0.451436,1,0.4073,0.404712,0.595753,0.141471,0.191038,0.242005,0.172896,0.273264,0.426774,0.208786,0.249266,0.269852,8,17,0.02,-1,1.00E-04,TRUE,'00:42','00:00'
0.091057,0.097561,0.053659,0.153794,0.423848,1,0.439702,0.407065,0.581492,0.108216,0.157179,0.206688,0.138601,0.238666,0.397807,0.181504,0.222033,0.245818,8,18,0.02,-1,1.00E-04,TRUE,'00:44','00:00'
0.115217,0.103623,0.053714,0.231802,0.402009,1,0.391002,0.4744,0.619526,0.128491,0.171327,0.226774,0.17397,0.244553,0.410502,0.197705,0.221135,0.2497,8,19,0.02,-1,1.00E-04,TRUE,'00:43','00:00'
0.108943,0.106098,0.053963,0.196409,0.387021,1,0.428184,0.415582,0.578461,0.132818,0.176801,0.228799,0.166341,0.24488,0.409429,0.195528,0.227608,0.253248,8,20,0.02,-1,1.00E-04,TRUE,'00:44','00:00'
0.101481,0.094815,0.049259,0.224471,0.438951,1,0.433642,0.423652,0.597874,0.139611,0.177898,0.223141,0.1745,0.255058,0.405064,0.193025,0.22632,0.249066,8,21,0.02,-1,1.00E-04,TRUE,'00:48','00:00'
0.13252,0.12439,0.056504,0.212431,0.455662,1,0.317073,0.423627,0.584566,0.117344,0.174871,0.219301,0.16543,0.262377,0.406673,0.205623,0.232614,0.254747,8,22,0.02,-1,1.00E-04,TRUE,'00:50','00:00'
0.103788,0.104545,0.047727,0.208451,0.471717,1,0.431503,0.428889,0.611479,0.124137,0.176717,0.220331,0.158901,0.258639,0.398005,0.168561,0.207389,0.230231,8,23,0.02,-1,1.00E-04,TRUE,'00:53','00:00'
0.113768,0.101812,0.049819,0.261368,0.429595,1,0.496075,0.496265,0.611262,0.197167,0.239448,0.284656,0.229741,0.300163,0.450846,0.257246,0.282307,0.306842,8,24,0.02,-1,1.00E-04,TRUE,'00:53','00:00'
0.128788,0.113636,0.052557,0.282155,0.485732,1,0.406566,0.457522,0.61278,0.157734,0.204787,0.2473,0.210568,0.291503,0.429479,0.24173,0.268428,0.289251,8,25,0.02,-1,1.00E-04,TRUE,'00:53','00:00'
0.117886,0.118293,0.054573,0.218868,0.454945,1,0.420393,0.443505,0.613463,0.1247,0.177715,0.228136,0.16953,0.263091,0.410936,0.200542,0.233959,0.256438,8,26,0.02,-1,1.00E-04,TRUE,'00:58','00:00'
0.129268,0.118699,0.05437,0.242031,0.485705,1,0.430556,0.46533,0.616729,0.156044,0.211821,0.253855,0.20029,0.295389,0.435385,0.238957,0.271503,0.294084,8,27,0.02,-1,1.00E-04,TRUE,'01:04','00:00'
0.113043,0.1,0.052083,0.241707,0.437077,1,0.416365,0.438564,0.564931,0.13615,0.176737,0.219865,0.178472,0.254032,0.401741,0.193659,0.221973,0.242584,8,28,0.02,-1,1.00E-04,TRUE,'01:02','00:00'
0.12439,0.096341,0.048984,0.306814,0.464808,1,0.39397,0.479223,0.580394,0.172643,0.204357,0.249167,0.221079,0.28462,0.425568,0.226355,0.255036,0.27184,8,29,0.02,-1,1.00E-04,TRUE,'01:15','00:00'
0.1275,0.118333,0.055937,0.228837,0.479242,1,0.413194,0.42054,0.601327,0.15665,0.204714,0.252996,0.197602,0.294125,0.43862,0.238542,0.275843,0.294786,8,30,0.02,-1,1.00E-04,TRUE,'01:13','00:00'
0.106202,0.117829,0.050097,0.188437,0.526163,1,0.400194,0.422104,0.637303,0.113211,0.179791,0.221709,0.153372,0.278961,0.406411,0.193992,0.236909,0.257209,8,31,0.02,-1,1.00E-04,TRUE,'01:22','00:00'
0.107937,0.102778,0.052976,0.209332,0.383787,1,0.394841,0.443416,0.547251,0.098942,0.143853,0.190161,0.14364,0.216088,0.376122,0.1625,0.188076,0.213229,8,32,0.02,-1,1.00E-04,TRUE,'01:15','00:00'
0.120741,0.100741,0.052222,0.230873,0.387928,1,0.420679,0.478667,0.57342,0.155407,0.193709,0.242957,0.194124,0.25859,0.420244,0.223704,0.246872,0.271971,8,33,0.02,-1,1.00E-04,TRUE,'01:23','00:00'
0.12439,0.117886,0.055488,0.239431,0.437737,1,0.42378,0.463511,0.596656,0.170283,0.218902,0.267438,0.209006,0.290849,0.439873,0.251287,0.278175,0.299638,8,34,0.02,-1,1.00E-04,TRUE,'01:28','00:00'
0.098485,0.110227,0.056534,0.177234,0.436995,1,0.420139,0.391647,0.565078,0.097899,0.150949,0.200512,0.135217,0.237663,0.393562,0.160985,0.203423,0.2247,8,35,0.02,-1,1.00E-04,TRUE,'01:35','00:00'
0.104505,0.1,0.055068,0.187619,0.344705,1,0.432057,0.437428,0.543414,0.115047,0.156425,0.212015,0.149961,0.217715,0.393575,0.178228,0.206818,0.234667,8,36,0.02,-1,1.00E-04,TRUE,'01:32','00:00'
0.116239,0.103846,0.055769,0.22265,0.391311,1,0.398148,0.43177,0.566733,0.143314,0.182298,0.234953,0.181452,0.253167,0.419768,0.206125,0.234732,0.257424,8,37,0.02,-1,1.00E-04,TRUE,'01:32','00:00'
0.115833,0.097083,0.054479,0.22871,0.379732,1,0.439931,0.467328,0.56547,0.139821,0.176151,0.228136,0.179721,0.243432,0.412437,0.2025,0.230962,0.256181,8,38,0.02,-1,1.00E-04,TRUE,'01:42','00:00'
0.136752,0.117521,0.05438,0.258313,0.463058,1,0.399929,0.463336,0.595531,0.15223,0.20128,0.246507,0.202843,0.283353,0.427155,0.23661,0.264586,0.283326,8,39,0.02,-1,1.00E-04,TRUE,'01:36','00:00'
0.121429,0.107143,0.051984,0.230269,0.457143,1,0.428902,0.437177,0.604104,0.162632,0.204827,0.250528,0.197627,0.286204,0.43238,0.223876,0.259595,0.279841,8,40,0.02,-1,1.00E-04,TRUE,'01:35','00:00'
0.114815,0.091111,0.04713,0.270908,0.445062,1,0.416667,0.468684,0.611872,0.153367,0.185644,0.229521,0.196658,0.261147,0.408297,0.209259,0.231748,0.256632,8,41,0.02,-1,1.00E-04,TRUE,'01:43','00:00'
0.118519,0.112593,0.053796,0.239643,0.460932,1,0.408642,0.45388,0.59716,0.135803,0.186764,0.232694,0.183754,0.272286,0.417028,0.221111,0.248176,0.269413,8,42,0.02,-1,1.00E-04,TRUE,'01:41','00:00'
0.119512,0.110163,0.059553,0.193532,0.360183,1,0.373306,0.441847,0.567379,0.104219,0.147941,0.207228,0.151434,0.221394,0.398066,0.19939,0.220524,0.248677,8,43,0.02,-1,1.00E-04,TRUE,'01:42','00:00'
0.11938,0.110853,0.05126,0.257895,0.472034,1,0.44186,0.442452,0.629074,0.149996,0.196061,0.242165,0.197519,0.282893,0.425277,0.230362,0.264647,0.284568,8,44,0.02,-1,1.00E-04,TRUE,'01:44','00:00'
0.096454,0.095035,0.048493,0.201224,0.436525,1,0.415189,0.434323,0.619385,0.107924,0.156018,0.202277,0.145338,0.235099,0.387124,0.158274,0.192814,0.219648,8,45,0.02,-1,1.00E-04,TRUE,'01:31','00:00'
0.096124,0.103101,0.05407,0.14666,0.383028,1,0.450581,0.422061,0.557115,0.114899,0.165235,0.215903,0.141443,0.233941,0.398424,0.186628,0.224259,0.249658,8,46,0.02,-1,1.00E-04,TRUE,'01:54','00:00'
0.105303,0.109091,0.053125,0.172517,0.413763,1,0.415404,0.424502,0.59474,0.102132,0.15399,0.205252,0.141569,0.235258,0.391901,0.183523,0.217057,0.241253,8,47,0.02,-1,1.00E-04,TRUE,'01:48','00:00'
0.116279,0.101938,0.049128,0.272287,0.462145,1,0.451227,0.477313,0.600431,0.189686,0.228404,0.272068,0.223329,0.299621,0.441643,0.238178,0.2689,0.289801,8,48,0.02,-1,1.00E-04,TRUE,'01:56','00:00'
0.124242,0.112121,0.055114,0.261753,0.431503,1,0.422033,0.488542,0.603435,0.16371,0.207023,0.258869,0.211312,0.283028,0.435999,0.252336,0.277486,0.29917,8,49,0.02,-1,1.00E-04,TRUE,'01:55','00:00'
0.128261,0.126087,0.056522,0.252319,0.496111,1,0.416969,0.432231,0.625931,0.154267,0.207613,0.255787,0.206923,0.305653,0.444211,0.267754,0.308154,0.323982,8,50,0.02,-1,1.00E-04,TRUE,'01:55','00:00'
0.123423,0.118919,0.055631,0.204794,0.411712,1,0.386261,0.454155,0.609508,0.129694,0.18292,0.237106,0.17339,0.261998,0.421149,0.221847,0.251984,0.275023,8,51,0.02,-1,1.00E-04,TRUE,'02:29','00:00'
0.119259,0.106296,0.050648,0.265861,0.470053,1,0.405556,0.458249,0.630218,0.156779,0.201467,0.247539,0.202209,0.282893,0.425805,0.220679,0.252041,0.272227,8,52,0.02,-1,1.00E-04,TRUE,'02:13','00:00'
0.102273,0.10303,0.051989,0.197769,0.416649,1,0.416667,0.435561,0.579503,0.105997,0.156362,0.203569,0.145242,0.231003,0.385085,0.166098,0.194536,0.218012,8,53,0.02,-1,1.00E-04,TRUE,'02:11','00:00'
0.115217,0.10942,0.052717,0.277001,0.463915,1,0.443539,0.465928,0.620945,0.155851,0.199581,0.246491,0.202683,0.280235,0.425307,0.217512,0.247461,0.267626,8,54,0.02,-1,1.00E-04,TRUE,'02:18','00:00'
0.11626,0.104472,0.048882,0.256452,0.502149,1,0.408198,0.446598,0.620069,0.146682,0.194836,0.23693,0.1898,0.282751,0.416675,0.201762,0.241142,0.259556,8,55,0.02,-1,1.00E-04,TRUE,'02:21','00:00'
0.1275,0.113333,0.057083,0.216407,0.409798,1,0.382292,0.441758,0.589624,0.11575,0.162667,0.21544,0.169301,0.246661,0.409297,0.230764,0.255934,0.280641,8,56,0.02,-1,1.00E-04,TRUE,'01:57','00:00'
0.121212,0.114394,0.055303,0.204618,0.427174,1,0.364583,0.394225,0.585008,0.110073,0.155638,0.204211,0.151943,0.239651,0.393964,0.171907,0.206863,0.228817,8,57,0.02,-1,1.00E-04,TRUE,'01:22','00:00'
0.1025,0.100833,0.053229,0.177874,0.453403,1,0.380556,0.380448,0.598689,0.100352,0.146587,0.197538,0.135659,0.235506,0.389754,0.159583,0.201887,0.225444,8,58,0.02,-1,1.00E-04,TRUE,'01:21','00:00'
0.106667,0.108519,0.048611,0.228116,0.479812,1,0.462037,0.476495,0.628873,0.139468,0.193,0.236898,0.177854,0.275153,0.411618,0.199568,0.235279,0.259458,8,59,0.02,-1,1.00E-04,TRUE,'01:22','00:00'
0.11453,0.105128,0.048718,0.240151,0.437037,1,0.472222,0.465045,0.570973,0.161211,0.207262,0.247652,0.194134,0.272595,0.415037,0.205128,0.236316,0.258893,8,60,0.02,-1,1.00E-04,TRUE,'01:30','00:00'
0.113492,0.103968,0.050099,0.241629,0.495994,1,0.416336,0.452621,0.619317,0.16798,0.214065,0.257981,0.199319,0.295086,0.433632,0.221561,0.25793,0.281562,8,61,0.02,-1,1.00E-04,TRUE,'01:29','00:00'
0.107752,0.094574,0.050484,0.245949,0.455151,1,0.445413,0.468504,0.599148,0.17014,0.209499,0.256212,0.202768,0.281288,0.430007,0.220413,0.248528,0.273941,8,62,0.02,-1,1.00E-04,TRUE,'01:38','00:00'
0.131746,0.125,0.053175,0.305118,0.532011,1,0.392526,0.465274,0.646996,0.154681,0.20775,0.252171,0.212916,0.304571,0.431223,0.238294,0.269057,0.287452,8,63,0.02,-1,1.00E-04,TRUE,'02:05','00:00'
0.115217,0.114493,0.052174,0.231005,0.490995,1,0.424517,0.449955,0.654552,0.139606,0.193631,0.241718,0.180625,0.281059,0.423435,0.207428,0.247212,0.270307,8,64,0.02,-1,1.00E-04,TRUE,'02:25','00:00'
0.112057,0.087234,0.045922,0.256476,0.41074,1,0.426714,0.503099,0.594731,0.141163,0.175067,0.219107,0.189385,0.248909,0.403264,0.22104,0.241109,0.268691,8,65,0.02,-1,1.00E-04,TRUE,'02:46','00:00'
0.12,0.125,0.060625,0.171736,0.417153,1,0.368056,0.400938,0.59036,0.08831,0.145039,0.200555,0.132927,0.232232,0.394572,0.169028,0.205198,0.229067,8,66,0.02,-1,1.00E-04,TRUE,'01:31','00:00'
0.113178,0.102713,0.051163,0.232826,0.415467,1,0.392442,0.462302,0.597754,0.136525,0.18065,0.228943,0.180996,0.256311,0.411673,0.21447,0.238351,0.263565,8,67,0.02,-1,1.00E-04,TRUE,'01:36','00:00'
0.126984,0.11627,0.048115,0.304326,0.590888,1,0.437831,0.468829,0.679607,0.189334,0.245639,0.281284,0.232331,0.339534,0.450675,0.235185,0.275381,0.29259,8,68,0.02,-1,1.00E-04,TRUE,'01:36','00:00'
0.114394,0.094318,0.051231,0.222905,0.371314,1,0.409407,0.475589,0.571588,0.15052,0.185715,0.23538,0.184509,0.245797,0.41189,0.205114,0.228166,0.255436,8,69,0.02,-1,1.00E-04,TRUE,'01:32','00:00'
0.107143,0.107143,0.054762,0.240013,0.406437,1,0.488426,0.464569,0.612718,0.156118,0.199817,0.253463,0.19472,0.26696,0.428871,0.226587,0.254844,0.280645,8,70,0.02,-1,1.00E-04,TRUE,'01:36','00:00'
0.110256,0.112821,0.056838,0.195225,0.424094,1,0.394231,0.409799,0.587001,0.120832,0.17298,0.223279,0.15805,0.249818,0.408846,0.187251,0.217766,0.242208,8,71,0.02,-1,1.00E-04,TRUE,'01:35','00:00'
0.113008,0.104472,0.049898,0.24187,0.45,1,0.42378,0.452478,0.622802,0.141972,0.187265,0.233843,0.188729,0.270844,0.419068,0.226626,0.256077,0.278891,8,72,0.02,-1,1.00E-04,TRUE,'01:42','00:00'
0.125,0.109091,0.051799,0.269129,0.446356,1,0.437184,0.487014,0.61378,0.173649,0.218282,0.263345,0.218888,0.291832,0.43855,0.257323,0.282795,0.306679,8,73,0.02,-1,1.00E-04,TRUE,'01:50','00:00'
0.104545,0.097727,0.048674,0.215846,0.414646,1,0.471591,0.455605,0.599822,0.138447,0.181218,0.227126,0.17801,0.257973,0.412067,0.221023,0.249973,0.275514,8,74,0.02,-1,1.00E-04,TRUE,'01:52','00:00'
0.114634,0.104878,0.050813,0.237405,0.513647,1,0.389228,0.440879,0.614851,0.134312,0.18298,0.227293,0.177302,0.278544,0.413008,0.196612,0.238108,0.256446,8,75,0.02,-1,1.00E-04,TRUE,'01:48','00:00'
0.106667,0.1025,0.05125,0.190605,0.4575,1,0.432292,0.410446,0.588298,0.128522,0.173506,0.218317,0.16161,0.259102,0.405574,0.193819,0.233674,0.256283,8,76,0.02,-1,1.00E-04,TRUE,'02:02','00:00'
0.113333,0.104583,0.051354,0.203343,0.414742,1,0.401736,0.432172,0.565442,0.120846,0.166747,0.213463,0.158132,0.239618,0.393384,0.179097,0.210309,0.233917,8,77,0.02,-1,1.00E-04,TRUE,'02:15','00:00'
0.111667,0.105417,0.053333,0.203668,0.364396,1,0.428472,0.484077,0.570448,0.13743,0.183815,0.23373,0.170572,0.240807,0.407759,0.194861,0.220015,0.247573,8,78,0.02,-1,1.00E-04,TRUE,'02:06','00:00'
0.118803,0.116667,0.053205,0.216083,0.45935,1,0.372151,0.409459,0.609318,0.108506,0.161172,0.208594,0.153064,0.24741,0.391887,0.165883,0.199739,0.220489,8,79,0.02,-1,1.00E-04,TRUE,'03:28','00:00'
0.099225,0.105426,0.054942,0.184264,0.420069,1,0.403424,0.415874,0.577019,0.092305,0.143802,0.194159,0.130926,0.224856,0.383784,0.150323,0.189169,0.213437,8,80,0.02,-1,1.00E-04,TRUE,'03:18','00:00'
0.121138,0.117886,0.058638,0.204342,0.426945,1,0.379404,0.434677,0.5853,0.118648,0.171799,0.224209,0.166218,0.253731,0.411017,0.222629,0.249271,0.272498,8,81,0.02,-1,1.00E-04,TRUE,'03:08','00:00'
0.114167,0.12,0.058125,0.203626,0.48373,1,0.377083,0.382705,0.599801,0.119071,0.174518,0.223339,0.158569,0.266958,0.411987,0.189653,0.233724,0.253821,8,82,0.02,-1,1.00E-04,TRUE,'03:20','00:00'
0.096296,0.092963,0.049167,0.183475,0.367056,1,0.444444,0.456522,0.572683,0.112199,0.154386,0.204256,0.146906,0.220098,0.386164,0.175185,0.200534,0.230343,8,83,0.02,-1,1.00E-04,TRUE,'03:29','00:00'
0.118116,0.100725,0.04692,0.287056,0.454348,1,0.449879,0.498296,0.623407,0.167571,0.207141,0.251213,0.21597,0.283044,0.424625,0.236836,0.259261,0.282371,8,84,0.02,-1,1.00E-04,TRUE,'03:28','00:00'
0.11,0.100417,0.049271,0.234435,0.457778,1,0.479514,0.469965,0.591312,0.169233,0.21414,0.257732,0.202372,0.288017,0.431633,0.232014,0.267624,0.28973,8,85,0.02,-1,1.00E-04,TRUE,'03:34','00:00'
0.088034,0.090171,0.048825,0.164596,0.379992,1,0.439103,0.420834,0.568101,0.101039,0.143067,0.191518,0.128839,0.211481,0.375627,0.145584,0.177973,0.206136,8,86,0.02,-1,1.00E-04,TRUE,'03:35','00:00'
0.108889,0.106296,0.05213,0.217354,0.458704,1,0.412654,0.401176,0.589587,0.126412,0.172751,0.218142,0.164815,0.260151,0.404431,0.179074,0.222091,0.239179,8,87,0.02,-1,1.00E-04,TRUE,'03:22','00:00'
0.1,0.109829,0.055235,0.154156,0.382801,1,0.456553,0.41941,0.552077,0.128793,0.181234,0.229684,0.152382,0.244801,0.407115,0.189031,0.224325,0.249146,8,88,0.02,-1,1.00E-04,TRUE,'03:44','00:00'
0.108148,0.112222,0.055741,0.182882,0.441352,1,0.389815,0.406819,0.60123,0.119392,0.168944,0.221507,0.154011,0.25331,0.403974,0.181296,0.219634,0.240118,8,89,0.02,-1,1.00E-04,TRUE,'03:40','00:00'
0.108943,0.106911,0.051423,0.224981,0.425136,1,0.428523,0.435427,0.571797,0.124292,0.172063,0.215847,0.165668,0.247669,0.397629,0.183808,0.215573,0.238197,8,90,0.02,-1,1.00E-04,TRUE,'03:33','00:00'
0.130769,0.123504,0.051068,0.26161,0.540313,1,0.420228,0.444237,0.632399,0.177898,0.234022,0.27169,0.219476,0.321648,0.442759,0.249145,0.280279,0.298599,8,91,0.02,-1,1.00E-04,TRUE,'03:51','00:00'
0.099206,0.104762,0.053075,0.151726,0.402938,1,0.397487,0.403365,0.567669,0.092704,0.145064,0.193662,0.126,0.222134,0.379375,0.163029,0.199504,0.223929,8,92,0.02,-1,1.00E-04,TRUE,'03:45','00:00'
0.118254,0.111111,0.052976,0.23836,0.468849,1,0.421296,0.462577,0.612524,0.144665,0.197542,0.242233,0.1856,0.278329,0.421901,0.201058,0.238859,0.259425,8,93,0.02,-1,1.00E-04,TRUE,'03:46','00:00'
0.125397,0.122619,0.055556,0.267344,0.504025,1,0.425926,0.458766,0.62128,0.157892,0.210802,0.257084,0.205097,0.300652,0.434081,0.230357,0.265494,0.283812,8,94,0.02,-1,1.00E-04,TRUE,'03:38','00:00'
0.125,0.1225,0.060104,0.194431,0.42129,1,0.377083,0.399727,0.586796,0.13448,0.182237,0.234997,0.174282,0.265724,0.426369,0.229444,0.260858,0.285938,8,95,0.02,-1,1.00E-04,TRUE,'03:40','00:00'
0.114167,0.111667,0.053125,0.229699,0.45875,1,0.469444,0.43657,0.583366,0.144898,0.194914,0.237743,0.179232,0.269064,0.413713,0.18875,0.224024,0.24788,8,96,0.02,-1,1.00E-04,TRUE,'04:01','00:00'
0.126357,0.117054,0.055426,0.230144,0.427362,1,0.443152,0.484556,0.588425,0.162146,0.214425,0.2616,0.209225,0.290675,0.442776,0.280362,0.303421,0.326446,8,97,0.02,-1,1.00E-04,TRUE,'03:53','00:00'
0.133333,0.121667,0.054063,0.260665,0.501716,1,0.445486,0.464703,0.613095,0.18557,0.240122,0.282359,0.231761,0.324913,0.459524,0.292431,0.320326,0.340557,8,98,0.02,-1,1.00E-04,TRUE,'03:52','00:00'
0.115,0.103333,0.052812,0.196392,0.399676,1,0.407986,0.438699,0.597823,0.138973,0.182411,0.233955,0.173111,0.252429,0.415085,0.208958,0.238995,0.264988,8,99,0.02,-1,1.00E-04,TRUE,'04:06','00:00'
0.100794,0.093651,0.051984,0.192304,0.372968,1,0.452712,0.452405,0.541582,0.109852,0.149171,0.197916,0.148299,0.220698,0.385883,0.181746,0.212535,0.236997,8,100,0.02,-1,1.00E-04,TRUE,'04:13','00:00'
0.111111,0.115812,0.055128,0.195085,0.426068,1,0.434829,0.433752,0.581745,0.109295,0.16087,0.213466,0.152189,0.244669,0.397544,0.187892,0.223206,0.244696,8,101,0.02,-1,1.00E-04,TRUE,'04:08','00:00'
0.106977,0.116667,0.058527,0.1635,0.402516,1,0.406331,0.409861,0.582216,0.119883,0.174942,0.23019,0.154173,0.25135,0.413926,0.208527,0.242814,0.266402,8,102,0.02,-1,1.00E-04,TRUE,'03:49','00:00'
0.10963,0.096667,0.048889,0.251896,0.425926,1,0.427778,0.485163,0.599064,0.154951,0.195801,0.241692,0.198016,0.268657,0.418829,0.229691,0.254797,0.278058,8,103,0.02,-1,1.00E-04,TRUE,'04:31','00:00'
0.0975,0.1075,0.057083,0.154135,0.430261,1,0.453125,0.41225,0.586632,0.111601,0.163236,0.222281,0.139395,0.243731,0.402832,0.179097,0.224272,0.247893,8,104,0.02,-1,1.00E-04,TRUE,'04:20','00:00'
0.110853,0.096124,0.047771,0.237317,0.446705,1,0.439599,0.449943,0.621521,0.15646,0.193204,0.238982,0.190733,0.270086,0.418471,0.211563,0.245536,0.270011,8,105,0.02,-1,1.00E-04,TRUE,'04:41','00:00'
0.114729,0.106977,0.048547,0.247398,0.484109,1,0.460594,0.47949,0.627111,0.176721,0.225162,0.266449,0.212439,0.302406,0.43885,0.248643,0.28072,0.302715,8,106,0.02,-1,1.00E-04,TRUE,'04:24','00:00'
0.093333,0.090741,0.046481,0.19005,0.413157,1,0.466975,0.443026,0.596926,0.126027,0.170666,0.216213,0.153705,0.237903,0.392261,0.166667,0.198804,0.227079,8,107,0.02,-1,1.00E-04,TRUE,'04:30','00:00'
0.105556,0.105159,0.050099,0.224896,0.468528,1,0.389881,0.393562,0.609497,0.108485,0.156009,0.199733,0.151383,0.241774,0.383909,0.162963,0.196517,0.219301,8,108,0.02,-1,1.00E-04,TRUE,'04:24','00:00'
0.101626,0.09878,0.052541,0.15181,0.374187,1,0.458672,0.455962,0.576335,0.118759,0.168869,0.219387,0.146674,0.233644,0.402684,0.189702,0.222405,0.251594,8,109,0.02,-1,1.00E-04,TRUE,'04:15','00:00'
0.105185,0.094815,0.048333,0.214712,0.418519,1,0.439198,0.464822,0.57868,0.153837,0.193833,0.23814,0.184445,0.262572,0.414017,0.210556,0.239359,0.263407,8,110,0.02,-1,1.00E-04,TRUE,'04:10','00:00'
0.109009,0.107207,0.054617,0.200826,0.392042,1,0.440691,0.446478,0.555137,0.140378,0.184524,0.236904,0.172759,0.251992,0.414028,0.199474,0.229363,0.253759,8,111,0.02,-1,1.00E-04,TRUE,'04:22','00:00'
0.117829,0.113178,0.058624,0.213681,0.37858,1,0.402455,0.437223,0.577451,0.129715,0.173204,0.229265,0.170187,0.242316,0.411179,0.202003,0.232181,0.255712,8,112,0.02,-1,1.00E-04,TRUE,'04:08','00:00'
0.119259,0.11037,0.047778,0.278025,0.535688,1,0.435185,0.466645,0.65506,0.158107,0.211096,0.249614,0.204657,0.301696,0.425206,0.219012,0.255741,0.27454,8,113,0.02,-1,1.00E-04,TRUE,'04:22','00:00'
0.117886,0.117073,0.058232,0.221582,0.421388,1,0.39668,0.432536,0.597098,0.119822,0.168592,0.224075,0.165929,0.24927,0.409297,0.198306,0.229213,0.253715,8,114,0.02,-1,1.00E-04,TRUE,'03:56','00:00'
0.109167,0.097917,0.049479,0.222181,0.453211,1,0.435417,0.447739,0.58755,0.146352,0.188528,0.233146,0.180935,0.267036,0.412515,0.205625,0.241478,0.26423,8,115,0.02,-1,1.00E-04,TRUE,'04:30','00:00'
0.110078,0.10969,0.051357,0.200132,0.439686,1,0.435401,0.439957,0.591441,0.141309,0.194836,0.23878,0.175044,0.268863,0.415688,0.208527,0.241359,0.264199,8,116,0.02,-1,1.00E-04,TRUE,'04:31','00:00'
0.116279,0.122481,0.060271,0.180658,0.42714,1,0.386951,0.412814,0.594645,0.126786,0.183111,0.238054,0.16543,0.263609,0.423084,0.218475,0.249379,0.273353,8,117,0.02,-1,1.00E-04,TRUE,'04:03','00:00'
0.108889,0.094444,0.050741,0.184671,0.402716,1,0.390123,0.428248,0.591381,0.09911,0.136551,0.19003,0.141797,0.221581,0.384376,0.180679,0.214652,0.236575,8,118,0.02,-1,1.00E-04,TRUE,'04:27','00:00'
0.114286,0.105159,0.052778,0.213568,0.426058,1,0.425595,0.461124,0.601375,0.132201,0.180136,0.228224,0.172493,0.258508,0.413753,0.20463,0.239598,0.264017,8,119,0.02,-1,1.00E-04,TRUE,'04:20','00:00'
0.103101,0.096124,0.04845,0.239307,0.439147,1,0.472222,0.453358,0.597401,0.157856,0.199417,0.243126,0.18972,0.268359,0.417163,0.197997,0.2326,0.25613,8,120,0.02,-1,1.00E-04,TRUE,'04:43','00:00'
0.113333,0.100741,0.0475,0.255747,0.481208,1,0.445679,0.479666,0.629511,0.158335,0.203539,0.24586,0.200599,0.285801,0.423518,0.224136,0.25719,0.278777,8,121,0.02,-1,1.00E-04,TRUE,'04:48','00:00'
