 Pre5,Pre10, Pre40, Rec5, Rec10, Rec40, AUC5, AUC10, AUC40, MAP5, MAP10, MAP40, NDCG5, NDCG10,NDCG40,MRR5, MRR10,MRR40, numFactors, numIter, lrate, maxlrate, reg, isBoldDriver, TrainTime, TestTime
0.112821,0.109829,0.055342,0.213768,0.441332,1,0.453704,0.451821,0.574501,0.14005,0.187417,0.238195,0.17996,0.270022,0.422772,0.222151,0.257877,0.280476,9,67,0.02,-1,1.00E-04,TRUE,'01:11','00:00'
0.114394,0.110227,0.055587,0.230028,0.463248,1,0.409407,0.444529,0.599152,0.141089,0.190359,0.239805,0.181381,0.271825,0.419886,0.208775,0.243717,0.265007,9,68,0.02,-1,1.00E-04,TRUE,'01:12','00:00'
0.122963,0.107407,0.050556,0.256091,0.484938,1,0.417593,0.459741,0.618317,0.162062,0.207644,0.250373,0.204011,0.291552,0.430388,0.229506,0.267034,0.288467,9,69,0.02,-1,1.00E-04,TRUE,'01:17','00:00'
0.128571,0.114286,0.054067,0.28026,0.503723,1,0.365079,0.439342,0.601182,0.138264,0.18532,0.226847,0.190957,0.279733,0.413603,0.200661,0.234036,0.252206,9,70,0.02,-1,1.00E-04,TRUE,'01:20','00:00'
0.111852,0.103333,0.050278,0.234343,0.457783,1,0.439506,0.452543,0.568212,0.147219,0.19236,0.233936,0.188584,0.272533,0.41383,0.215802,0.246956,0.266436,9,71,0.02,-1,1.00E-04,TRUE,'01:20','00:00'
0.107937,0.115079,0.054167,0.202483,0.478577,1,0.451389,0.436425,0.592899,0.143803,0.200682,0.245151,0.177933,0.280583,0.421215,0.216997,0.252288,0.274823,9,72,0.02,-1,1.00E-04,TRUE,'01:21','00:00'
0.103546,0.085816,0.044326,0.21318,0.424645,1,0.455674,0.477457,0.574338,0.146994,0.182153,0.223411,0.177002,0.252022,0.398083,0.195863,0.224779,0.249777,9,73,0.02,-1,1.00E-04,TRUE,'01:23','00:00'
0.113333,0.09963,0.051296,0.241728,0.419753,1,0.461728,0.490072,0.55697,0.15665,0.196649,0.240031,0.19641,0.26686,0.418193,0.228395,0.257939,0.278757,9,74,0.02,-1,1.00E-04,TRUE,'01:27','00:00'
0.114035,0.116228,0.05943,0.177577,0.36682,1,0.410088,0.43354,0.539051,0.121066,0.170327,0.225058,0.155644,0.236864,0.40513,0.192032,0.223635,0.247607,9,75,0.02,-1,1.00E-04,TRUE,'01:22','00:00'
0.093798,0.089147,0.046899,0.173151,0.376292,1,0.438307,0.42896,0.561721,0.099084,0.135476,0.182003,0.131994,0.211112,0.372101,0.156202,0.19239,0.219056,9,76,0.02,-1,1.00E-04,TRUE,'01:31','00:00'
0.123577,0.097967,0.049593,0.250105,0.425887,1,0.380759,0.483962,0.583049,0.153803,0.191201,0.236102,0.197479,0.265388,0.416335,0.225542,0.246279,0.271382,9,77,0.02,-1,1.00E-04,TRUE,'01:31','00:00'
0.125,0.100379,0.050473,0.280177,0.421275,1,0.434028,0.499429,0.566,0.169302,0.204743,0.247538,0.218103,0.2739,0.423898,0.248611,0.265953,0.28929,9,78,0.02,-1,1.00E-04,TRUE,'01:30','00:00'
0.118699,0.105691,0.050711,0.23495,0.470325,1,0.387195,0.446917,0.537194,0.123188,0.171385,0.209546,0.168611,0.256625,0.391191,0.184214,0.215425,0.234265,9,79,0.02,-1,1.00E-04,TRUE,'01:26','00:00'
0.115,0.1175,0.055833,0.212417,0.45627,1,0.395833,0.444494,0.592141,0.139934,0.19799,0.245794,0.17823,0.276501,0.424603,0.212431,0.244749,0.26653,9,80,0.02,-1,1.00E-04,TRUE,'01:25','00:00'
0.14,0.123333,0.055208,0.314038,0.508552,1,0.400347,0.495354,0.635258,0.189733,0.242715,0.286186,0.243372,0.324505,0.461465,0.271875,0.2942,0.317807,9,81,0.02,-1,1.00E-04,TRUE,'01:30','00:00'
0.117073,0.105285,0.054776,0.242558,0.420617,1,0.386518,0.416965,0.571148,0.155922,0.189745,0.240123,0.194888,0.267456,0.423653,0.224729,0.255791,0.276307,9,82,0.02,-1,1.00E-04,TRUE,'01:30','00:00'
0.124324,0.113514,0.055856,0.201968,0.393776,1,0.436186,0.46038,0.54043,0.136295,0.183879,0.232726,0.176507,0.254232,0.413033,0.219895,0.248438,0.271843,9,83,0.02,-1,1.00E-04,TRUE,'01:27','00:00'
0.113333,0.109583,0.050208,0.212977,0.49148,1,0.472222,0.438748,0.592452,0.140917,0.192269,0.234024,0.174896,0.278218,0.411183,0.196181,0.238882,0.257863,9,84,0.02,-1,1.00E-04,TRUE,'01:33','00:00'
0.09697,0.0875,0.047348,0.19052,0.365067,1,0.451073,0.472455,0.570137,0.121298,0.159115,0.208114,0.153641,0.223136,0.38809,0.173422,0.203224,0.23082,9,85,0.02,-1,1.00E-04,TRUE,'01:36','00:00'
0.100794,0.104365,0.055556,0.148413,0.377116,1,0.413029,0.420828,0.535305,0.113371,0.163723,0.212294,0.138941,0.228231,0.394301,0.175331,0.208678,0.236187,9,86,0.02,-1,1.00E-04,TRUE,'01:30','00:00'
0.11982,0.113514,0.059234,0.209872,0.398602,1,0.414039,0.442407,0.541117,0.129292,0.178325,0.22884,0.169321,0.248709,0.414409,0.19985,0.225554,0.251965,9,87,0.02,-1,1.00E-04,TRUE,'01:35','00:00'
0.132479,0.120085,0.056731,0.277961,0.495686,1,0.340812,0.428877,0.575905,0.135083,0.185635,0.228098,0.190515,0.276952,0.414297,0.205271,0.236176,0.253887,9,88,0.02,-1,1.00E-04,TRUE,'01:39','00:00'
0.110256,0.102137,0.054487,0.215853,0.377097,1,0.439815,0.462268,0.553257,0.127744,0.169054,0.221355,0.167636,0.238273,0.403511,0.189815,0.219048,0.243022,9,89,0.02,-1,1.00E-04,TRUE,'01:36','00:00'
0.099242,0.096212,0.051799,0.192091,0.338131,1,0.469697,0.459938,0.520816,0.131785,0.1718,0.219507,0.16217,0.227361,0.39558,0.186869,0.215926,0.241269,9,90,0.02,-1,1.00E-04,TRUE,'01:39','00:00'
0.1175,0.109167,0.053958,0.202966,0.452083,1,0.453819,0.463389,0.577671,0.141188,0.193684,0.237842,0.17907,0.275698,0.424415,0.223125,0.263902,0.285939,9,91,0.02,-1,1.00E-04,TRUE,'01:44','00:00'
0.12735,0.107265,0.053312,0.243203,0.422934,1,0.406339,0.441142,0.563313,0.141988,0.182829,0.230106,0.18807,0.260574,0.414549,0.216738,0.245876,0.267993,9,92,0.02,-1,1.00E-04,TRUE,'02:55','00:00'
0.115079,0.103571,0.054365,0.236149,0.389129,1,0.415013,0.466065,0.546336,0.133381,0.17092,0.22371,0.175523,0.23803,0.397197,0.191534,0.213553,0.238011,9,93,0.02,-1,1.00E-04,TRUE,'02:53','00:00'
0.125185,0.103704,0.05,0.267078,0.461111,1,0.399383,0.47428,0.566289,0.151564,0.191484,0.232871,0.199223,0.274528,0.412657,0.222654,0.249367,0.26843,9,94,0.02,-1,1.00E-04,TRUE,'02:44','00:00'
0.12197,0.106061,0.049527,0.271958,0.463384,1,0.425189,0.474935,0.597323,0.159499,0.204098,0.245409,0.203848,0.281437,0.420725,0.215593,0.244465,0.265122,9,95,0.02,-1,1.00E-04,TRUE,'02:51','00:00'
0.095652,0.099275,0.047554,0.190733,0.468665,1,0.446558,0.439534,0.59856,0.115341,0.170355,0.210522,0.149011,0.254936,0.392915,0.16878,0.212018,0.233693,9,96,0.02,-1,1.00E-04,TRUE,'02:51','00:00'
0.092754,0.091304,0.047283,0.208463,0.427088,1,0.451691,0.445968,0.579384,0.139844,0.181271,0.225685,0.171343,0.2574,0.406393,0.195652,0.234665,0.258115,9,97,0.02,-1,1.00E-04,TRUE,'02:55','00:00'
0.09697,0.1,0.050095,0.174495,0.404672,1,0.421717,0.428966,0.555862,0.085551,0.133674,0.179387,0.123868,0.214914,0.368953,0.142551,0.181421,0.204533,9,98,0.02,-1,1.00E-04,TRUE,'02:59','00:00'
0.103175,0.097222,0.049504,0.171737,0.357407,1,0.446098,0.457656,0.516697,0.111354,0.155977,0.198786,0.147101,0.220719,0.380157,0.192328,0.216725,0.241958,9,99,0.02,-1,1.00E-04,TRUE,'03:04','00:00'
0.119167,0.114167,0.056875,0.191657,0.427738,1,0.383681,0.444465,0.583865,0.120907,0.176025,0.22466,0.166912,0.259462,0.416389,0.230972,0.261202,0.28492,9,100,0.02,-1,1.00E-04,TRUE,'02:46','00:00'
0.111364,0.108712,0.051515,0.212964,0.444777,1,0.439078,0.440097,0.574149,0.136119,0.185201,0.228129,0.171664,0.261502,0.404618,0.194571,0.230189,0.250937,9,101,0.02,-1,1.00E-04,TRUE,'02:56','00:00'
0.116667,0.111111,0.052976,0.214975,0.458664,1,0.35582,0.397597,0.568972,0.120906,0.168189,0.213749,0.162648,0.257533,0.401354,0.180291,0.21435,0.233024,9,102,0.02,-1,1.00E-04,TRUE,'03:00','00:00'
0.108333,0.098333,0.052812,0.157951,0.340314,1,0.365972,0.448888,0.542232,0.096486,0.141739,0.192138,0.13368,0.206955,0.378548,0.177292,0.199537,0.227269,9,103,0.02,-1,1.00E-04,TRUE,'03:02','00:00'
0.11938,0.104651,0.057267,0.209812,0.376093,1,0.416021,0.462104,0.562501,0.134958,0.175275,0.230855,0.173493,0.241913,0.411999,0.205943,0.232534,0.259284,9,104,0.02,-1,1.00E-04,TRUE,'02:51','00:00'
0.119048,0.101587,0.049306,0.261005,0.4549,1,0.433201,0.478812,0.597609,0.171907,0.2156,0.257659,0.211564,0.287606,0.430782,0.234127,0.26287,0.285541,9,105,0.02,-1,1.00E-04,TRUE,'03:07','00:00'
0.114493,0.107609,0.052355,0.251217,0.443859,1,0.426329,0.45797,0.576754,0.140076,0.18481,0.229209,0.187405,0.26615,0.411518,0.214251,0.244524,0.264455,9,106,0.02,-1,1.00E-04,TRUE,'02:54','00:00'
0.111364,0.116667,0.055777,0.212041,0.474798,1,0.417614,0.439507,0.590587,0.117556,0.175957,0.220724,0.160743,0.263114,0.405038,0.187879,0.22381,0.245645,9,107,0.02,-1,1.00E-04,TRUE,'03:04','00:00'
0.114729,0.120155,0.049806,0.230995,0.577095,1,0.418282,0.413541,0.652263,0.148065,0.213791,0.251148,0.188195,0.314801,0.429881,0.217248,0.26318,0.278963,9,108,0.02,-1,1.00E-04,TRUE,'03:12','00:00'
0.123577,0.114228,0.056402,0.234475,0.467547,1,0.405827,0.417441,0.592533,0.147391,0.196115,0.243741,0.194319,0.286354,0.434143,0.247154,0.280691,0.298642,9,109,0.02,-1,1.00E-04,TRUE,'03:09','00:00'
0.108333,0.10375,0.051875,0.202688,0.420556,1,0.414236,0.42984,0.580793,0.127385,0.173974,0.220783,0.162083,0.248071,0.402421,0.182083,0.21686,0.24083,9,110,0.02,-1,1.00E-04,TRUE,'02:21','00:00'
0.118939,0.106818,0.052652,0.214613,0.423864,1,0.396465,0.444854,0.5939,0.136246,0.182996,0.230975,0.178878,0.261078,0.414372,0.22279,0.253214,0.274514,9,111,0.02,-1,1.00E-04,TRUE,'02:03','00:00'
0.11453,0.110256,0.054274,0.188256,0.427713,1,0.408476,0.438835,0.572001,0.121419,0.17472,0.22255,0.158217,0.253493,0.407031,0.197934,0.234509,0.257565,9,112,0.02,-1,1.00E-04,TRUE,'02:22','00:00'
0.134211,0.120614,0.059978,0.269737,0.451901,1,0.39364,0.450754,0.571755,0.162093,0.209034,0.256641,0.212985,0.288139,0.439657,0.254678,0.279389,0.299543,9,113,0.02,-1,1.00E-04,TRUE,'02:12','00:00'
0.098551,0.098188,0.048551,0.187687,0.451872,1,0.472222,0.448848,0.571818,0.133691,0.185212,0.225997,0.164208,0.262272,0.405376,0.192995,0.232164,0.254959,9,114,0.02,-1,1.00E-04,TRUE,'02:10','00:00'
0.153488,0.119767,0.053682,0.362154,0.553516,1,0.359496,0.490533,0.633141,0.18865,0.230926,0.27028,0.253441,0.329495,0.451857,0.270607,0.297785,0.312083,9,115,0.02,-1,1.00E-04,TRUE,'02:12','00:00'
0.140171,0.117949,0.054594,0.30177,0.527228,1,0.392094,0.469047,0.611063,0.195653,0.244429,0.28639,0.2442,0.328883,0.459618,0.270798,0.298979,0.316299,9,116,0.02,-1,1.00E-04,TRUE,'02:03','00:00'
0.12381,0.115079,0.052778,0.237578,0.456109,1,0.45205,0.477348,0.574824,0.150792,0.201744,0.246083,0.202754,0.288295,0.430255,0.271561,0.298542,0.31811,9,117,0.02,-1,1.00E-04,TRUE,'02:15','00:00'
0.10303,0.093939,0.052841,0.22357,0.387262,1,0.400884,0.453148,0.563475,0.122075,0.157046,0.21048,0.165393,0.232747,0.399337,0.190404,0.217776,0.242243,9,118,0.02,-1,1.00E-04,TRUE,'02:13','00:00'
0.129268,0.121951,0.058537,0.240804,0.40893,1,0.36687,0.430159,0.548466,0.124508,0.171653,0.219113,0.177245,0.252288,0.407823,0.217209,0.242804,0.264688,9,119,0.02,-1,1.00E-04,TRUE,'02:11','00:00'
0.119259,0.111481,0.05213,0.262601,0.454392,1,0.387037,0.45963,0.591065,0.134889,0.18393,0.227641,0.183238,0.262684,0.406313,0.192284,0.220622,0.243412,9,120,0.02,-1,1.00E-04,TRUE,'02:11','00:00'
0.11938,0.100775,0.053973,0.180288,0.344297,1,0.381137,0.454038,0.490577,0.134385,0.172897,0.221804,0.168579,0.235283,0.399943,0.215698,0.238028,0.25962,9,121,0.02,-1,1.00E-04,TRUE,'02:11','00:00'
0.095455,0.094318,0.055303,0.155617,0.342493,1,0.397727,0.426974,0.515634,0.080314,0.12501,0.177445,0.11785,0.195152,0.369099,0.150947,0.181702,0.20672,9,122,0.02,-1,1.00E-04,TRUE,'03:01','00:00'
0.098519,0.098148,0.050926,0.183182,0.404512,1,0.420988,0.461374,0.566992,0.108964,0.159604,0.205745,0.143871,0.231468,0.387909,0.166667,0.19807,0.223411,9,123,0.02,-1,1.00E-04,TRUE,'03:35','00:00'
0.116667,0.118651,0.05744,0.202816,0.453922,1,0.38922,0.393617,0.578589,0.12667,0.179009,0.228396,0.167738,0.268387,0.416411,0.205291,0.247526,0.264603,9,124,0.02,-1,1.00E-04,TRUE,'03:30','00:00'
0.1,0.09845,0.051066,0.189102,0.411472,1,0.427326,0.429737,0.546886,0.113743,0.159773,0.204148,0.149798,0.23534,0.38786,0.179199,0.210073,0.233566,9,125,0.02,-1,1.00E-04,TRUE,'03:32','00:00'
0.114815,0.108889,0.053241,0.252171,0.462901,1,0.385802,0.450786,0.597909,0.148564,0.194564,0.240886,0.194695,0.28046,0.426267,0.226914,0.257873,0.2801,9,126,0.02,-1,1.00E-04,TRUE,'03:24','00:00'
0.111364,0.095455,0.053125,0.238222,0.388258,1,0.403725,0.470787,0.564159,0.123946,0.161739,0.209586,0.169497,0.230614,0.395292,0.186427,0.20884,0.236182,9,127,0.02,-1,1.00E-04,TRUE,'03:44','00:00'
0.108333,0.092803,0.050947,0.202642,0.388005,1,0.411932,0.435061,0.547397,0.122302,0.160013,0.207568,0.157882,0.229102,0.389571,0.174116,0.20521,0.228172,9,128,0.02,-1,1.00E-04,TRUE,'03:45','00:00'
0.096528,0.100347,0.04809,0.203414,0.451389,1,0.447627,0.450893,0.585566,0.113445,0.166157,0.204897,0.14972,0.244462,0.385899,0.164063,0.201061,0.225468,9,129,0.02,-1,1.00E-04,TRUE,'03:53','00:00'
0.128333,0.118333,0.06,0.218373,0.415149,1,0.373611,0.419783,0.548067,0.130216,0.177234,0.22849,0.176561,0.258573,0.417606,0.219097,0.24833,0.269325,9,130,0.02,-1,1.00E-04,TRUE,'03:36','00:00'
0.140152,0.124242,0.057386,0.293155,0.497962,1,0.368687,0.457781,0.612918,0.161103,0.208949,0.254762,0.219253,0.301502,0.439462,0.256944,0.286905,0.303634,9,131,0.02,-1,1.00E-04,TRUE,'03:38','00:00'
0.111594,0.092029,0.048822,0.246066,0.401639,1,0.451389,0.455555,0.586124,0.154904,0.185658,0.233052,0.18961,0.252875,0.410162,0.194082,0.226094,0.250543,9,132,0.02,-1,1.00E-04,TRUE,'03:56','00:00'
0.116667,0.096739,0.049094,0.245514,0.40942,1,0.391304,0.484932,0.543336,0.130136,0.170251,0.211031,0.1791,0.24322,0.392912,0.203684,0.222714,0.246073,9,133,0.02,-1,1.00E-04,TRUE,'04:01','00:00'
0.131532,0.118468,0.05259,0.262679,0.505631,1,0.348724,0.40322,0.597249,0.138117,0.186197,0.227439,0.189923,0.282247,0.412704,0.217643,0.249407,0.266476,9,134,0.02,-1,1.00E-04,TRUE,'04:07','00:00'
0.130081,0.120732,0.056301,0.207075,0.421951,1,0.388889,0.422667,0.524304,0.134169,0.186194,0.229299,0.174454,0.262047,0.409334,0.20813,0.237377,0.255778,9,135,0.02,-1,1.00E-04,TRUE,'03:54','00:00'
0.097674,0.092248,0.051744,0.197837,0.359755,1,0.460594,0.434616,0.532336,0.120157,0.157522,0.205482,0.151765,0.217738,0.383912,0.163695,0.188284,0.214473,9,136,0.02,-1,1.00E-04,TRUE,'03:53','00:00'
0.1,0.085833,0.049271,0.213472,0.401389,1,0.371875,0.448752,0.546035,0.146601,0.180379,0.227018,0.181008,0.252039,0.409148,0.215694,0.242761,0.265603,9,137,0.02,-1,1.00E-04,TRUE,'04:01','00:00'
0.110145,0.114855,0.050543,0.213003,0.493398,1,0.449577,0.446526,0.591455,0.144223,0.203892,0.23994,0.180558,0.28546,0.414728,0.217391,0.251156,0.271697,9,138,0.02,-1,1.00E-04,TRUE,'03:54','00:00'
0.122222,0.115385,0.051496,0.243,0.489031,1,0.424501,0.447391,0.596794,0.150692,0.204454,0.245869,0.193912,0.289569,0.424899,0.224074,0.257016,0.277584,9,139,0.02,-1,1.00E-04,TRUE,'04:11','00:00'
0.115315,0.117117,0.053266,0.198314,0.482965,1,0.425676,0.418106,0.619492,0.139085,0.192939,0.240296,0.16966,0.278386,0.420406,0.196246,0.239489,0.262403,9,140,0.02,-1,1.00E-04,TRUE,'04:19','00:00'
0.098291,0.102137,0.053098,0.140788,0.334046,1,0.441595,0.450965,0.50865,0.084461,0.133993,0.183751,0.118997,0.197829,0.366667,0.159972,0.186301,0.214195,9,141,0.02,-1,1.00E-04,TRUE,'04:16','00:00'
0.118939,0.115909,0.056061,0.251774,0.491793,1,0.392361,0.418395,0.581266,0.137332,0.189888,0.232872,0.185717,0.279929,0.418247,0.210606,0.244862,0.260855,9,142,0.02,-1,1.00E-04,TRUE,'04:07','00:00'
0.102326,0.11124,0.056105,0.176532,0.483786,1,0.4677,0.430267,0.600695,0.140679,0.200747,0.24702,0.175511,0.292166,0.437584,0.244315,0.293059,0.310588,9,143,0.02,-1,1.00E-04,TRUE,'04:12','00:00'
0.114634,0.100813,0.050915,0.254097,0.435656,1,0.404472,0.451284,0.567994,0.144083,0.184806,0.2288,0.1861,0.258598,0.40627,0.201626,0.229954,0.25258,9,144,0.02,-1,1.00E-04,TRUE,'04:14','00:00'
0.134127,0.109524,0.055754,0.263426,0.412963,1,0.406415,0.484698,0.576899,0.162494,0.201922,0.249558,0.214894,0.279575,0.438031,0.262963,0.28596,0.308049,9,145,0.02,-1,1.00E-04,TRUE,'04:15','00:00'
0.114286,0.105556,0.050694,0.210798,0.427982,1,0.445767,0.458829,0.558098,0.14283,0.190953,0.231447,0.178802,0.261891,0.407979,0.209656,0.241361,0.263693,9,146,0.02,-1,1.00E-04,TRUE,'04:37','00:00'
0.109167,0.094167,0.049167,0.252298,0.425794,1,0.454861,0.480899,0.580328,0.170974,0.20963,0.254786,0.208013,0.277205,0.428874,0.237361,0.26064,0.286327,9,147,0.02,-1,1.00E-04,TRUE,'04:42','00:00'
0.109756,0.11748,0.056402,0.174574,0.426084,1,0.377371,0.389304,0.567351,0.112204,0.168051,0.218116,0.149776,0.251848,0.405664,0.192547,0.230139,0.249682,9,148,0.02,-1,1.00E-04,TRUE,'04:18','00:00'
0.10963,0.098889,0.048148,0.231831,0.495432,1,0.439815,0.449375,0.586026,0.155473,0.202402,0.241856,0.1911,0.285839,0.418524,0.215432,0.253504,0.271066,9,149,0.02,-1,1.00E-04,TRUE,'04:20','00:00'
0.117073,0.087398,0.047967,0.23795,0.332056,1,0.41836,0.472053,0.523708,0.139266,0.165387,0.210734,0.175806,0.215686,0.384199,0.175678,0.188402,0.218347,9,150,0.02,-1,1.00E-04,TRUE,'04:48','00:00'
0.110078,0.082171,0.04593,0.248966,0.361047,1,0.455749,0.486426,0.539714,0.171453,0.194637,0.23916,0.204454,0.249099,0.410538,0.22177,0.239084,0.265091,9,151,0.02,-1,1.00E-04,TRUE,'04:40','00:00'
0.117073,0.09187,0.049797,0.215041,0.375407,1,0.369241,0.447651,0.555432,0.120657,0.151834,0.200238,0.16033,0.222001,0.385807,0.176694,0.201245,0.228025,9,152,0.02,-1,1.00E-04,TRUE,'04:33','00:00'
0.097674,0.104651,0.050097,0.200951,0.486757,1,0.424096,0.403362,0.572512,0.11765,0.171016,0.210193,0.150579,0.256964,0.39206,0.16124,0.203198,0.22444,9,153,0.02,-1,1.00E-04,TRUE,'04:37','00:00'
0.127132,0.114729,0.057558,0.225778,0.392899,1,0.406977,0.471126,0.555247,0.142929,0.185458,0.23753,0.187659,0.257804,0.41728,0.230168,0.255254,0.276684,9,154,0.02,-1,1.00E-04,TRUE,'04:23','00:00'
0.098551,0.08913,0.045471,0.216727,0.442874,1,0.451691,0.441921,0.58083,0.147932,0.186203,0.227189,0.175159,0.258072,0.401717,0.180374,0.21409,0.236561,9,155,0.02,-1,1.00E-04,TRUE,'04:40','00:00'
0.112821,0.097863,0.052244,0.219923,0.406197,1,0.404558,0.428423,0.549212,0.143712,0.178071,0.227724,0.181374,0.253431,0.412005,0.219658,0.249688,0.273158,9,156,0.02,-1,1.00E-04,TRUE,'04:39','00:00'
0.102326,0.088372,0.048837,0.206092,0.416631,1,0.426034,0.446163,0.573589,0.132961,0.168874,0.216478,0.165971,0.24128,0.396438,0.186757,0.216353,0.241942,9,157,0.02,-1,1.00E-04,TRUE,'04:34','00:00'
0.110078,0.098062,0.05,0.224998,0.408612,1,0.412145,0.457733,0.578061,0.12422,0.165516,0.211685,0.166395,0.239391,0.393787,0.185853,0.216402,0.240231,9,158,0.02,-1,1.00E-04,TRUE,'04:48','00:00'
0.114583,0.102431,0.049306,0.250073,0.442077,1,0.445023,0.479852,0.585398,0.161043,0.204438,0.247105,0.201979,0.278396,0.422845,0.232523,0.257892,0.280393,9,159,0.02,-1,1.00E-04,TRUE,'04:43','00:00'
0.110317,0.114683,0.053571,0.203568,0.494841,1,0.443783,0.404144,0.58719,0.148835,0.203095,0.244473,0.182115,0.289866,0.423969,0.226918,0.266465,0.284144,9,160,0.02,-1,1.00E-04,TRUE,'04:49','00:00'
0.114286,0.113095,0.047817,0.263328,0.561395,1,0.44709,0.449669,0.622938,0.144903,0.204868,0.238153,0.190802,0.301816,0.415565,0.204233,0.246863,0.263564,9,161,0.02,-1,1.00E-04,TRUE,'04:55','00:00'
0.108527,0.100388,0.050678,0.229974,0.440504,1,0.439276,0.415621,0.559819,0.164083,0.201273,0.244092,0.193799,0.274029,0.419054,0.212791,0.249412,0.267481,9,162,0.02,-1,1.00E-04,TRUE,'04:36','00:00'
0.13254,0.119841,0.052778,0.280705,0.491569,1,0.395833,0.45757,0.623036,0.167653,0.215982,0.258693,0.217504,0.30231,0.437623,0.244709,0.2746,0.293979,9,163,0.02,-1,1.00E-04,TRUE,'04:46','00:00'
0.117037,0.102963,0.052778,0.216117,0.439394,1,0.395679,0.453957,0.57706,0.137444,0.18115,0.228668,0.17485,0.260559,0.411264,0.197284,0.230902,0.251057,9,164,0.02,-1,1.00E-04,TRUE,'04:34','00:00'
0.096899,0.098062,0.050194,0.188415,0.410465,1,0.472222,0.453569,0.55176,0.139233,0.188625,0.232729,0.168593,0.257318,0.410619,0.200323,0.234644,0.257039,9,165,0.02,-1,1.00E-04,TRUE,'05:05','00:00'
0.1225,0.099167,0.049583,0.263469,0.457103,1,0.422917,0.477381,0.586572,0.146269,0.18557,0.228303,0.194465,0.267584,0.411414,0.220556,0.245784,0.269506,9,166,0.02,-1,1.00E-04,TRUE,'05:07','00:00'
0.094574,0.099225,0.050969,0.162268,0.408481,1,0.393411,0.39025,0.564736,0.08698,0.135455,0.182293,0.121086,0.216115,0.37169,0.142894,0.182423,0.206171,9,167,0.02,-1,1.00E-04,TRUE,'04:53','00:00'
0.118333,0.10125,0.050417,0.244474,0.460139,1,0.441667,0.458073,0.598702,0.160122,0.200778,0.246993,0.19977,0.281915,0.427641,0.232083,0.265294,0.28625,9,168,0.02,-1,1.00E-04,TRUE,'05:07','00:00'
0.107576,0.097727,0.051042,0.221315,0.409234,1,0.429924,0.464278,0.574512,0.131627,0.172266,0.218353,0.166826,0.24087,0.39733,0.175568,0.204043,0.230397,9,169,0.02,-1,1.00E-04,TRUE,'05:19','00:00'
0.122222,0.113492,0.056746,0.234713,0.410299,1,0.378638,0.438632,0.534965,0.126004,0.171756,0.218158,0.175869,0.250687,0.404112,0.211839,0.236443,0.256194,9,170,0.02,-1,1.00E-04,TRUE,'04:43','00:00'
0.125,0.12125,0.061875,0.210198,0.402133,1,0.396875,0.426182,0.56769,0.125389,0.174375,0.231101,0.168953,0.249882,0.415833,0.207222,0.234286,0.258228,9,171,0.02,-1,1.00E-04,TRUE,'04:46','00:00'
0.100758,0.090152,0.05142,0.16431,0.347001,1,0.409407,0.435373,0.525944,0.114356,0.151595,0.199997,0.145701,0.214879,0.383862,0.193119,0.216056,0.244386,9,172,0.02,-1,1.00E-04,TRUE,'05:24','00:00'
0.1,0.095736,0.050484,0.189495,0.402326,1,0.446705,0.438104,0.553896,0.114876,0.159663,0.204338,0.148219,0.230059,0.386431,0.165956,0.1986,0.224271,9,173,0.02,-1,1.00E-04,TRUE,'05:00','00:00'
0.107576,0.102652,0.052841,0.224568,0.384189,1,0.463384,0.456605,0.548059,0.154147,0.191898,0.2388,0.189081,0.257143,0.41589,0.223485,0.249552,0.272851,9,174,0.02,-1,1.00E-04,TRUE,'05:10','00:00'
0.118182,0.107955,0.052841,0.248482,0.476951,1,0.409722,0.458886,0.626199,0.155216,0.201688,0.250279,0.198321,0.284945,0.428882,0.227399,0.257627,0.278382,9,175,0.02,-1,1.00E-04,TRUE,'04:36','00:00'
0.101587,0.105952,0.049504,0.212469,0.511121,1,0.429563,0.390338,0.596785,0.113558,0.167742,0.206769,0.151334,0.260726,0.390773,0.159788,0.206247,0.224768,9,176,0.02,-1,1.00E-04,TRUE,'05:33','00:00'
0.111712,0.112162,0.054842,0.240401,0.448445,1,0.451952,0.44974,0.573605,0.175747,0.22635,0.27172,0.206386,0.292376,0.440263,0.22515,0.259383,0.281641,9,177,0.02,-1,1.00E-04,TRUE,'05:54','00:00'
0.12619,0.120238,0.058929,0.204708,0.40916,1,0.369709,0.444177,0.542251,0.115874,0.168629,0.216809,0.167238,0.251879,0.407839,0.227646,0.256922,0.27687,9,178,0.02,-1,1.00E-04,TRUE,'04:53','00:00'
0.107752,0.091085,0.05126,0.193309,0.327981,1,0.449935,0.476702,0.541271,0.143374,0.177417,0.228204,0.173724,0.231627,0.405785,0.205879,0.229219,0.257296,9,179,0.02,-1,1.00E-04,TRUE,'05:16','00:00'
0.096748,0.092276,0.04624,0.201857,0.415589,1,0.452913,0.445799,0.538923,0.142834,0.185137,0.225943,0.170749,0.251437,0.397239,0.187195,0.217425,0.239524,9,180,0.02,-1,1.00E-04,TRUE,'05:36','00:00'
0.09697,0.105682,0.051042,0.184325,0.395112,1,0.42803,0.448808,0.54737,0.127023,0.17781,0.22136,0.160565,0.246615,0.399557,0.199053,0.227712,0.250183,9,181,0.02,-1,1.00E-04,TRUE,'05:26','00:00'
