, numFactors,MRR10_max,MRR10_max_numIter,MRR10_mean,MRR10_min,MRR10_min_numIter,MRR40_max,MRR40_max_numIter,MRR40_mean,MRR40_min,MRR40_min_numIter,MRR5_max,MRR5_max_numIter,MRR5_mean,MRR5_min,MRR5_min_numIter
0,8.0,0.346022,84.0,0.22539357068062837,0.154703,126.0,0.364268,84.0,0.2499462565445027,0.179532,72.0,0.32879400000000003,84.0,0.20369186387434549,0.117551,72.0
1,9.0,0.35631799999999997,36.0,0.2260113089005235,0.144903,195.0,0.374771,36.0,0.24998610994764414,0.174994,77.0,0.34173600000000004,36.0,0.2028443612565445,0.11087000000000001,77.0
2,15.0,0.37588499999999997,43.0,0.23277518848167553,0.131802,156.0,0.395084,43.0,0.257280497382199,0.162022,156.0,0.365598,43.0,0.2114913821989528,0.101829,156.0
3,20.0,0.387214,152.0,0.24442924607329836,0.154416,179.0,0.4045,152.0,0.2687811308900522,0.182288,179.0,0.371341,152.0,0.22441476439790584,0.12828299999999998,179.0
