, numFactors,AUC10_max,AUC10_max_numIter,AUC10_mean,AUC10_min,AUC10_min_numIter,AUC40_max,AUC40_max_numIter,AUC40_mean,AUC40_min,AUC40_min_numIter,AUC5_max,AUC5_max_numIter,AUC5_mean,AUC5_min,AUC5_min_numIter
0,8.0,0.5224270000000001,171.0,0.45599691623036676,0.340304,51.0,0.6196689999999999,59.0,0.5042075916230369,0.42217299999999996,187.0,0.49375,75.0,0.4174900680628272,0.307749,51.0
1,9.0,0.534196,93.0,0.45598833507853387,0.392295,27.0,0.598593,83.0,0.5060119528795812,0.41254300000000005,155.0,0.493371,93.0,0.41871512565445024,0.33074899999999996,108.0
2,15.0,0.520686,114.0,0.45989820418848176,0.38299,113.0,0.592122,73.0,0.5050364607329844,0.407928,20.0,0.513889,134.0,0.4220265183246073,0.327778,113.0
3,20.0,0.529848,154.0,0.45345703141361243,0.34730700000000003,133.0,0.592295,198.0,0.507828434554974,0.414437,12.0,0.497863,17.0,0.41611855497382216,0.334402,73.0
