, numFactors,AUC10_max,AUC10_max_numIter,AUC10_mean,AUC10_min,AUC10_min_numIter,AUC40_max,AUC40_max_numIter,AUC40_mean,AUC40_min,AUC40_min_numIter,AUC5_max,AUC5_max_numIter,AUC5_mean,AUC5_min,AUC5_min_numIter
0,8.0,0.556036,90.0,0.4723575811518323,0.371701,100.0,0.59859,27.0,0.5144850523560208,0.423087,146.0,0.489734,25.0,0.4130579633507851,0.297425,117.0
1,9.0,0.5394100000000001,141.0,0.4702253979057588,0.387952,136.0,0.617791,122.0,0.5185660680628271,0.421289,182.0,0.49905299999999997,189.0,0.41651042931937193,0.307134,130.0
2,15.0,0.577013,43.0,0.48126895287958116,0.373106,109.0,0.602862,10.0,0.5043030732984292,0.407264,34.0,0.51626,152.0,0.42575889528795785,0.32581,182.0
3,20.0,0.5702149999999999,158.0,0.48941138743455526,0.401365,179.0,0.613917,94.0,0.5082823403141362,0.411425,178.0,0.517361,129.0,0.4302037277486909,0.34281799999999996,154.0
