 Pre5,Pre10, Pre40, Rec5, Rec10, Rec40, AUC5, AUC10, AUC40, MAP5, MAP10, MAP40, NDCG5, NDCG10,NDCG40,MRR5, MRR10,MRR40, numFactors, numIter, lrate, maxlrate, reg, isBoldDriver, TrainTime, TestTime,
0.122222,0.093704,0.048241,0.263161,0.429574,1.000000,0.400926,0.513999,0.551074,0.160287,0.196651,0.236152,0.202286,0.266103,0.411646,0.215494,0.235338,0.258287,14,73,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.098519,0.085185,0.052778,0.166093,0.347478,1.000000,0.381481,0.428156,0.507800,0.091536,0.124823,0.175064,0.125869,0.194912,0.367906,0.149568,0.179547,0.205754,14,74,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.085271,0.071318,0.047287,0.163275,0.304264,1.000000,0.434109,0.449824,0.476301,0.100945,0.125980,0.173699,0.126049,0.180146,0.355993,0.137855,0.162326,0.190714,14,75,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.086667,0.081852,0.050463,0.131151,0.282187,1.000000,0.454630,0.453535,0.471060,0.102742,0.138783,0.187962,0.125525,0.185333,0.367000,0.156667,0.176289,0.207083,14,76,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.115079,0.102381,0.049802,0.259150,0.422427,1.000000,0.467593,0.496847,0.548289,0.171154,0.213152,0.254250,0.211614,0.279847,0.426354,0.239683,0.263656,0.286555,14,77,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.104065,0.092276,0.056402,0.170758,0.320122,1.000000,0.359756,0.457732,0.497975,0.095436,0.136589,0.189073,0.134584,0.196454,0.378625,0.176355,0.197188,0.226794,14,78,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.110317,0.102381,0.053373,0.195298,0.364125,1.000000,0.430556,0.467852,0.515408,0.141708,0.186650,0.233026,0.177189,0.248951,0.411140,0.228042,0.251619,0.275681,14,79,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.119697,0.088258,0.047064,0.293434,0.428283,1.000000,0.380682,0.462339,0.571474,0.149227,0.173493,0.217218,0.197767,0.249416,0.398656,0.196843,0.217271,0.239898,14,80,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.118333,0.093333,0.057083,0.208829,0.298611,1.000000,0.440278,0.481253,0.487851,0.167290,0.194882,0.248244,0.201606,0.243313,0.427047,0.261806,0.274568,0.300616,14,81,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.119658,0.094017,0.052991,0.225129,0.337627,1.000000,0.375712,0.481227,0.496698,0.128403,0.159474,0.208691,0.171022,0.220567,0.391187,0.193519,0.210239,0.234789,14,82,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.106202,0.087209,0.049709,0.216740,0.364858,1.000000,0.430556,0.486242,0.531828,0.137548,0.170548,0.218101,0.172821,0.233397,0.399690,0.187791,0.214413,0.241699,14,83,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.085926,0.077407,0.048148,0.144527,0.310617,1.000000,0.455864,0.450316,0.485723,0.096049,0.131115,0.178919,0.121778,0.186322,0.361798,0.148642,0.175691,0.204620,14,84,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.118699,0.095935,0.051728,0.221909,0.363328,1.000000,0.382791,0.488771,0.527516,0.117743,0.154500,0.202101,0.166414,0.223502,0.386831,0.206165,0.222574,0.249648,14,85,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.103101,0.091473,0.050581,0.191643,0.310640,1.000000,0.435401,0.480512,0.498980,0.125842,0.160683,0.209843,0.158496,0.210013,0.383661,0.185788,0.201154,0.231658,14,86,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.104878,0.076423,0.046748,0.197132,0.301355,1.000000,0.402778,0.494568,0.472831,0.120857,0.144976,0.189120,0.158086,0.199305,0.371331,0.193564,0.206685,0.234585,14,87,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.098246,0.091667,0.056908,0.144507,0.336216,1.000000,0.362573,0.355285,0.475916,0.075244,0.109688,0.163713,0.107240,0.181514,0.359467,0.124781,0.161525,0.183546,14,88,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.115000,0.095833,0.051354,0.240414,0.383980,1.000000,0.465278,0.481986,0.500967,0.149215,0.182760,0.226584,0.192896,0.250616,0.406559,0.228889,0.249530,0.271472,14,89,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.094574,0.082946,0.051453,0.154623,0.268503,1.000000,0.404393,0.455319,0.450144,0.089058,0.119570,0.171518,0.119594,0.169245,0.352343,0.138889,0.161808,0.189444,14,90,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.119167,0.105000,0.051250,0.263024,0.452854,1.000000,0.494097,0.479762,0.557726,0.166885,0.207379,0.250735,0.206196,0.279161,0.420973,0.219028,0.248530,0.268976,14,91,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.122500,0.102917,0.054479,0.255556,0.430357,1.000000,0.419097,0.488318,0.513807,0.137685,0.176736,0.222012,0.188455,0.255400,0.404485,0.217986,0.238662,0.259355,14,92,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.093333,0.093333,0.055729,0.155823,0.330774,1.000000,0.421528,0.452720,0.459981,0.083556,0.130098,0.176968,0.116451,0.190294,0.363755,0.141181,0.168237,0.195918,14,93,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.095349,0.098450,0.051453,0.157860,0.345866,1.000000,0.425388,0.428987,0.510363,0.088129,0.134218,0.181917,0.123044,0.199672,0.366696,0.153941,0.182060,0.209781,14,94,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.096377,0.083696,0.051087,0.168632,0.286841,1.000000,0.389191,0.444908,0.503587,0.085014,0.114829,0.166393,0.120240,0.170391,0.353079,0.132186,0.151619,0.183236,14,95,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.096899,0.099225,0.056298,0.156051,0.355053,1.000000,0.398579,0.389569,0.517596,0.074978,0.117784,0.169063,0.109686,0.192283,0.362594,0.124742,0.164084,0.186665,14,96,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.100000,0.093750,0.053646,0.167657,0.307854,1.000000,0.457986,0.457895,0.472447,0.095458,0.134730,0.183264,0.133306,0.194214,0.371385,0.168056,0.190470,0.218733,14,97,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.103623,0.099275,0.053714,0.203255,0.414240,1.000000,0.410628,0.458948,0.522574,0.093613,0.138442,0.185618,0.139894,0.220159,0.372074,0.164130,0.192437,0.214387,14,98,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.103509,0.094737,0.052741,0.186828,0.321066,1.000000,0.415205,0.456158,0.481127,0.098458,0.138393,0.186059,0.136972,0.197061,0.368799,0.157602,0.180173,0.206390,14,99,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.103968,0.085714,0.047619,0.206614,0.385582,1.000000,0.439815,0.484269,0.517882,0.145293,0.181483,0.225130,0.176387,0.246062,0.402673,0.202050,0.229285,0.254418,14,100,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.129060,0.105128,0.055128,0.264258,0.395935,1.000000,0.364316,0.468610,0.563817,0.147318,0.180002,0.232843,0.197131,0.252383,0.414595,0.220726,0.236786,0.261389,14,101,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.108108,0.104955,0.059347,0.152152,0.336111,1.000000,0.411411,0.446259,0.526011,0.090666,0.140938,0.195636,0.130257,0.208443,0.388924,0.179880,0.208063,0.235477,14,102,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.132479,0.105128,0.058547,0.270024,0.412556,1.000000,0.392094,0.462259,0.546989,0.184826,0.217675,0.268514,0.224331,0.283491,0.445821,0.249145,0.270747,0.294052,14,103,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.104444,0.093704,0.052222,0.207246,0.356737,1.000000,0.401852,0.462720,0.509605,0.106468,0.146437,0.191177,0.149068,0.210888,0.375808,0.173086,0.193514,0.219953,14,104,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.120175,0.098684,0.054057,0.243327,0.364839,1.000000,0.401316,0.469803,0.499952,0.141068,0.176719,0.223410,0.185110,0.239773,0.405316,0.207529,0.226814,0.250599,14,105,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.098374,0.087398,0.054370,0.154450,0.303684,1.000000,0.430217,0.442432,0.481411,0.103123,0.136099,0.189375,0.132053,0.192723,0.375058,0.159350,0.186421,0.215271,14,106,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.103333,0.084167,0.048229,0.207450,0.350040,1.000000,0.463542,0.493101,0.482499,0.140858,0.173708,0.214891,0.172912,0.230700,0.392076,0.196111,0.218922,0.244619,14,107,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.132353,0.108333,0.049755,0.280910,0.449346,1.000000,0.422794,0.481452,0.526210,0.129997,0.171651,0.208655,0.188044,0.258565,0.395473,0.199265,0.231649,0.248036,14,108,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.087121,0.072727,0.045265,0.174856,0.333333,1.000000,0.472854,0.477633,0.482262,0.113576,0.142864,0.184406,0.141348,0.200462,0.364935,0.160922,0.184491,0.212032,14,109,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.096212,0.092424,0.054545,0.180492,0.341748,1.000000,0.482955,0.434591,0.497996,0.135090,0.172885,0.222390,0.162412,0.227728,0.399715,0.193119,0.218807,0.244041,14,110,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.111382,0.096748,0.053760,0.186698,0.355827,1.000000,0.439363,0.479114,0.527431,0.116524,0.158974,0.206515,0.154732,0.224718,0.394683,0.190921,0.215425,0.244231,14,111,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.108333,0.085000,0.050937,0.218542,0.370000,1.000000,0.436806,0.493899,0.540412,0.114259,0.145769,0.194386,0.157188,0.216106,0.384090,0.178889,0.203036,0.231506,14,112,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.086992,0.074797,0.053455,0.122596,0.255623,1.000000,0.413279,0.428571,0.478558,0.078109,0.106610,0.163543,0.102119,0.154916,0.352167,0.118157,0.144232,0.175560,14,113,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.089431,0.084959,0.051728,0.151616,0.296293,1.000000,0.420732,0.451639,0.469315,0.079020,0.116411,0.163885,0.111378,0.174199,0.351960,0.130014,0.160459,0.188094,14,114,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.095652,0.086957,0.050725,0.179046,0.346618,1.000000,0.447162,0.461324,0.508219,0.104509,0.141346,0.190149,0.141970,0.205566,0.375294,0.176570,0.197458,0.225624,14,115,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.113008,0.094715,0.056199,0.194493,0.314770,1.000000,0.380420,0.471347,0.508519,0.110096,0.147632,0.201467,0.154126,0.207286,0.389456,0.194986,0.212224,0.238994,14,116,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.100000,0.085470,0.050214,0.178312,0.297258,1.000000,0.432692,0.462933,0.456106,0.123708,0.155016,0.201912,0.153472,0.206701,0.381686,0.181624,0.203290,0.229456,14,117,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.094574,0.096512,0.047578,0.180020,0.385271,1.000000,0.440245,0.450997,0.491069,0.115066,0.163418,0.199125,0.143118,0.225428,0.373160,0.153230,0.180676,0.205012,14,118,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.118699,0.106098,0.054878,0.220267,0.394463,1.000000,0.406165,0.460680,0.515896,0.133043,0.175301,0.222436,0.176985,0.246358,0.403215,0.215312,0.238011,0.259394,14,119,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.117829,0.100000,0.050678,0.245672,0.447573,1.000000,0.423127,0.467893,0.524662,0.151202,0.193080,0.231500,0.194623,0.270626,0.411847,0.225194,0.248530,0.269561,14,120,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.128070,0.096053,0.050768,0.260025,0.385182,1.000000,0.411550,0.496445,0.522855,0.149761,0.183087,0.226350,0.195817,0.246153,0.403867,0.216082,0.231920,0.255961,14,121,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.088406,0.081522,0.050091,0.147041,0.275242,1.000000,0.422705,0.446001,0.483408,0.096824,0.131433,0.180330,0.123382,0.177644,0.360896,0.145411,0.165541,0.196256,14,122,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.111905,0.096032,0.053472,0.199537,0.312169,1.000000,0.414683,0.471277,0.484827,0.123115,0.156027,0.205477,0.165265,0.217252,0.391209,0.211706,0.230231,0.256152,14,123,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.105072,0.084420,0.047736,0.230717,0.377286,1.000000,0.454106,0.476298,0.568701,0.148001,0.176271,0.222885,0.184137,0.241940,0.403975,0.213889,0.239102,0.266271,14,124,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.104878,0.101626,0.051118,0.186182,0.403704,1.000000,0.401423,0.433856,0.548674,0.111905,0.161014,0.206210,0.148303,0.232619,0.388154,0.177710,0.207674,0.232623,14,125,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.116260,0.084553,0.050203,0.250271,0.326355,1.000000,0.444783,0.531242,0.509065,0.160200,0.185025,0.233800,0.202377,0.238331,0.412376,0.235434,0.250097,0.278660,14,126,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.099206,0.072619,0.051488,0.187972,0.301190,1.000000,0.375992,0.464947,0.460183,0.095308,0.118433,0.168906,0.134037,0.178552,0.360195,0.153770,0.173696,0.199619,14,127,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.100833,0.090833,0.050312,0.193056,0.351736,1.000000,0.455903,0.443882,0.500969,0.104028,0.140928,0.187143,0.142735,0.206943,0.373934,0.168611,0.194679,0.222650,14,128,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.132540,0.098810,0.053671,0.282143,0.386376,1.000000,0.423611,0.519581,0.547883,0.177480,0.207528,0.256648,0.224017,0.269187,0.432954,0.250860,0.264064,0.290880,14,129,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.096124,0.093411,0.050969,0.161536,0.332993,1.000000,0.387274,0.443037,0.515354,0.071689,0.115529,0.163934,0.107973,0.178205,0.349751,0.112532,0.135331,0.167107,14,130,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.090833,0.083333,0.050937,0.150744,0.297708,1.000000,0.429167,0.442766,0.523595,0.096915,0.132692,0.186404,0.124231,0.184226,0.370538,0.146667,0.167164,0.203134,14,131,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.095726,0.079487,0.048825,0.202666,0.317094,1.000000,0.447650,0.479993,0.500881,0.123202,0.152254,0.200281,0.156939,0.205137,0.381448,0.176211,0.191195,0.222316,14,132,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.125581,0.101938,0.054845,0.250766,0.421705,1.000000,0.332364,0.430690,0.529814,0.117952,0.154572,0.201032,0.171796,0.239144,0.392839,0.190762,0.214899,0.234407,14,133,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.088372,0.082558,0.050678,0.139018,0.264018,1.000000,0.419574,0.458902,0.484578,0.072225,0.106922,0.159648,0.104688,0.157832,0.347007,0.131072,0.148033,0.182468,14,134,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.087302,0.082937,0.051687,0.129652,0.255971,1.000000,0.394511,0.436087,0.448328,0.068266,0.104123,0.155015,0.098669,0.153335,0.341771,0.120569,0.139007,0.170089,14,135,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.122222,0.090079,0.049405,0.259912,0.382560,1.000000,0.374008,0.476761,0.549019,0.123314,0.149500,0.198192,0.175543,0.224072,0.384913,0.193056,0.213281,0.237259,14,136,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.105000,0.083750,0.051458,0.213449,0.320625,1.000000,0.449306,0.495060,0.473824,0.145171,0.171251,0.218948,0.182370,0.226181,0.399870,0.226111,0.239610,0.266794,14,137,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.105691,0.090650,0.052337,0.175489,0.315744,1.000000,0.436992,0.471190,0.484452,0.117980,0.153255,0.199737,0.150706,0.210348,0.382951,0.190921,0.210253,0.236900,14,138,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.107752,0.085271,0.053779,0.178987,0.272933,1.000000,0.404716,0.468788,0.484769,0.096838,0.126071,0.180260,0.136562,0.177203,0.366082,0.162532,0.175483,0.205988,14,139,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.116260,0.104878,0.055488,0.220961,0.411247,1.000000,0.384146,0.452546,0.542707,0.123129,0.169137,0.216719,0.169895,0.248351,0.406501,0.212127,0.243748,0.264438,14,140,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.102500,0.087917,0.050625,0.169668,0.339104,1.000000,0.404167,0.458767,0.467884,0.119494,0.153926,0.198644,0.146195,0.213042,0.378946,0.168611,0.196233,0.219972,14,141,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.100000,0.097561,0.050711,0.192728,0.384688,1.000000,0.409553,0.429547,0.505075,0.090165,0.133115,0.175172,0.129982,0.207330,0.363073,0.138076,0.168715,0.191125,14,142,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.071014,0.071377,0.048370,0.121204,0.258057,1.000000,0.427536,0.418241,0.416481,0.068746,0.097508,0.144120,0.091357,0.147844,0.330560,0.103684,0.129257,0.157619,14,143,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.106061,0.096212,0.051231,0.229817,0.424323,1.000000,0.425505,0.461858,0.544230,0.116004,0.158369,0.203324,0.160069,0.235172,0.387418,0.177273,0.208757,0.232028,14,144,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.084848,0.084470,0.051420,0.136995,0.286553,1.000000,0.448548,0.434727,0.497907,0.086658,0.123475,0.175258,0.114449,0.178203,0.362916,0.145076,0.172601,0.202885,14,145,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.109259,0.115278,0.057060,0.149131,0.419421,1.000000,0.379244,0.408188,0.524316,0.098058,0.157457,0.203273,0.131482,0.234329,0.386867,0.170525,0.205660,0.228642,14,146,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.084921,0.082540,0.054861,0.110278,0.284643,1.000000,0.422288,0.417808,0.449398,0.073779,0.106718,0.161015,0.100457,0.165481,0.351754,0.147222,0.170914,0.198307,14,147,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.134188,0.105983,0.053953,0.267976,0.416667,1.000000,0.363604,0.477052,0.565438,0.137252,0.176953,0.222744,0.192031,0.252222,0.408251,0.215313,0.234119,0.258343,14,148,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.109848,0.104545,0.054451,0.187741,0.412121,1.000000,0.352273,0.401425,0.521771,0.095379,0.141797,0.188113,0.139073,0.226157,0.380414,0.166225,0.198586,0.217610,14,149,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.086508,0.090079,0.053472,0.136380,0.289514,1.000000,0.416336,0.460412,0.487943,0.062107,0.104117,0.158635,0.096111,0.162240,0.344317,0.121958,0.145962,0.176111,14,150,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.100000,0.099074,0.055324,0.113731,0.323325,1.000000,0.374614,0.426183,0.482689,0.064015,0.116095,0.165140,0.094104,0.179293,0.354767,0.116821,0.145462,0.174324,14,151,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.095000,0.080000,0.052708,0.177708,0.324444,1.000000,0.458333,0.447466,0.457592,0.108565,0.138308,0.185899,0.140267,0.199125,0.374552,0.166389,0.195499,0.220314,14,152,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.093333,0.102917,0.053229,0.140610,0.395088,1.000000,0.420486,0.412550,0.526834,0.083825,0.137970,0.185333,0.116403,0.216135,0.374661,0.150764,0.192487,0.215531,14,153,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.105263,0.103509,0.058882,0.185790,0.345348,1.000000,0.426901,0.432078,0.508456,0.105990,0.149567,0.204103,0.143565,0.214252,0.391828,0.173611,0.203142,0.229960,14,154,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.124167,0.104583,0.052604,0.249439,0.406993,1.000000,0.433681,0.500141,0.513827,0.161307,0.202009,0.244801,0.206201,0.270566,0.420061,0.246042,0.265847,0.286378,14,155,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.100794,0.087698,0.052282,0.215967,0.336508,1.000000,0.465939,0.470277,0.527008,0.116309,0.148848,0.198284,0.156482,0.209728,0.384490,0.173479,0.196107,0.225022,14,156,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.105303,0.095455,0.052746,0.212269,0.393371,1.000000,0.438131,0.467074,0.563108,0.126136,0.169403,0.217840,0.164844,0.238042,0.401452,0.187816,0.215611,0.243559,14,157,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.094574,0.097674,0.050388,0.189838,0.407584,1.000000,0.416667,0.428202,0.514552,0.095825,0.141273,0.186198,0.133906,0.219209,0.369086,0.149742,0.186857,0.206029,14,158,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.120155,0.102326,0.051938,0.239646,0.413953,1.000000,0.362403,0.468623,0.567098,0.116616,0.160560,0.206355,0.170724,0.240195,0.395473,0.206977,0.226730,0.250517,14,159,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.114167,0.104167,0.058125,0.196024,0.356290,1.000000,0.328819,0.439352,0.498990,0.118118,0.163096,0.214232,0.159354,0.228367,0.396765,0.202639,0.223115,0.246088,14,160,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.117829,0.094186,0.053488,0.239449,0.368217,1.000000,0.442829,0.499162,0.545483,0.141408,0.176495,0.225175,0.188842,0.242078,0.411043,0.227326,0.248973,0.275257,14,161,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.099206,0.077381,0.048611,0.199386,0.279696,1.000000,0.382937,0.467467,0.476275,0.090678,0.113660,0.162692,0.131077,0.168424,0.349846,0.135913,0.149587,0.180086,14,162,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.089922,0.077907,0.051260,0.138806,0.279845,1.000000,0.449935,0.474483,0.453427,0.079547,0.113651,0.162041,0.109916,0.166201,0.349581,0.131718,0.154342,0.185997,14,163,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.107937,0.090873,0.055060,0.214663,0.317540,1.000000,0.452050,0.491512,0.476075,0.145176,0.175642,0.228512,0.176995,0.222891,0.399910,0.199074,0.215133,0.242944,14,164,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.103788,0.084470,0.052178,0.192578,0.318416,1.000000,0.421402,0.470058,0.490432,0.099732,0.130613,0.180811,0.141450,0.193950,0.370300,0.171717,0.195166,0.221503,14,165,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.090000,0.098750,0.055417,0.149769,0.351944,1.000000,0.409722,0.405386,0.491985,0.074410,0.120869,0.170063,0.108849,0.192215,0.363444,0.132083,0.165615,0.190217,14,166,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.103030,0.080303,0.050663,0.217217,0.315215,1.000000,0.423927,0.484480,0.490544,0.111180,0.137507,0.186130,0.152854,0.194446,0.372216,0.164710,0.179508,0.208594,14,167,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.094697,0.092424,0.049337,0.167045,0.370202,1.000000,0.434343,0.437902,0.503403,0.103352,0.145265,0.187804,0.135408,0.213282,0.371057,0.158081,0.188866,0.212060,14,168,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.123016,0.103175,0.055952,0.236673,0.362733,1.000000,0.424272,0.490713,0.501588,0.145746,0.183936,0.230714,0.192383,0.248915,0.413910,0.237434,0.258557,0.282989,14,169,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.092029,0.093841,0.050634,0.163860,0.383195,1.000000,0.434783,0.434243,0.493802,0.094502,0.140398,0.182854,0.127586,0.213776,0.369029,0.158635,0.194782,0.217422,14,170,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.104444,0.090741,0.047407,0.228404,0.382778,1.000000,0.413889,0.463220,0.514649,0.125328,0.160901,0.201237,0.167667,0.229935,0.382476,0.188086,0.208832,0.232367,14,171,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.123810,0.109921,0.051091,0.265278,0.485450,1.000000,0.422950,0.477887,0.577547,0.151285,0.200210,0.239384,0.197688,0.285009,0.417407,0.209788,0.243430,0.260668,14,172,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.121138,0.108943,0.053659,0.249148,0.466938,1.000000,0.417005,0.473299,0.589859,0.132312,0.181002,0.227329,0.180671,0.264197,0.409783,0.203184,0.232556,0.256697,14,173,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.110853,0.104264,0.055039,0.209760,0.349818,1.000000,0.388243,0.471265,0.526340,0.091678,0.135196,0.183906,0.140995,0.205276,0.374023,0.158850,0.182183,0.208183,14,174,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.096899,0.077907,0.051841,0.172748,0.289558,1.000000,0.417959,0.456911,0.442426,0.092602,0.122661,0.171553,0.129247,0.175941,0.356124,0.158075,0.172659,0.201530,14,175,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.093496,0.086585,0.058435,0.140670,0.246303,1.000000,0.421409,0.450187,0.457281,0.095883,0.123784,0.187333,0.125503,0.172935,0.372253,0.170054,0.187465,0.219003,14,176,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.121951,0.108537,0.061687,0.207128,0.354584,1.000000,0.417005,0.480565,0.506313,0.132485,0.170682,0.228579,0.176562,0.238824,0.412512,0.234079,0.252412,0.278098,14,177,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.116260,0.097561,0.048577,0.223148,0.377913,1.000000,0.401423,0.464052,0.503587,0.122471,0.159942,0.200396,0.164496,0.225606,0.377890,0.181369,0.201324,0.226220,14,178,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.125641,0.103419,0.051603,0.245964,0.396164,1.000000,0.386752,0.473876,0.499520,0.128870,0.168895,0.210290,0.178078,0.239047,0.389666,0.201211,0.220140,0.242738,14,179,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.107752,0.082946,0.047868,0.215190,0.348948,1.000000,0.430556,0.463571,0.534695,0.138501,0.162635,0.209824,0.172348,0.221978,0.388805,0.195607,0.213277,0.241920,14,180,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.105556,0.090476,0.054067,0.184486,0.288823,1.000000,0.428571,0.494571,0.489155,0.129410,0.164264,0.214570,0.165317,0.213434,0.397702,0.212302,0.227346,0.257382,14,181,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.100794,0.092857,0.056052,0.194322,0.380915,1.000000,0.435847,0.435524,0.549387,0.122574,0.161096,0.213242,0.155018,0.229128,0.400157,0.181151,0.213916,0.239512,14,182,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.099259,0.090741,0.053704,0.159610,0.294823,1.000000,0.391049,0.462337,0.469293,0.104744,0.140628,0.192204,0.136059,0.192115,0.370624,0.164259,0.181486,0.210910,14,183,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.094167,0.086250,0.051979,0.152480,0.319643,1.000000,0.426042,0.443006,0.503508,0.111948,0.145445,0.198162,0.141318,0.207693,0.386568,0.184583,0.211825,0.239588,14,184,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.089431,0.076016,0.049898,0.145528,0.300949,1.000000,0.435637,0.460084,0.473325,0.102143,0.131876,0.181541,0.127695,0.187264,0.367817,0.160705,0.185788,0.215615,14,185,0.02,-1.0,1.0E-4,true,'00:00','00:00',
