 Pre5,Pre10, Pre40, Rec5, Rec10, Rec40, AUC5, AUC10, AUC40, MAP5, MAP10, MAP40, NDCG5, NDCG10,NDCG40,MRR5, MRR10,MRR40, numFactors, numIter, lrate, maxlrate, reg, isBoldDriver, TrainTime, TestTime,
0.106349,0.089286,0.053373,0.188709,0.320314,1.000000,0.412698,0.479277,0.497143,0.120610,0.155451,0.205166,0.159686,0.215157,0.390936,0.215212,0.232415,0.259254,10,187,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.101626,0.091057,0.048374,0.195374,0.393031,1.000000,0.422764,0.428991,0.520702,0.121429,0.158262,0.201839,0.152587,0.227177,0.382224,0.164228,0.195464,0.220305,10,188,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.115079,0.086508,0.048710,0.266390,0.408617,1.000000,0.421296,0.464616,0.533818,0.139639,0.163401,0.208216,0.183603,0.238528,0.392863,0.185450,0.213612,0.235521,10,189,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.104274,0.082479,0.052778,0.187993,0.324013,1.000000,0.401709,0.439488,0.469089,0.112766,0.140163,0.188454,0.147293,0.200895,0.376006,0.174501,0.198191,0.223134,10,190,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.089630,0.080741,0.049352,0.143295,0.296543,1.000000,0.429938,0.455302,0.484181,0.093347,0.129049,0.177990,0.122972,0.183568,0.362287,0.154444,0.175963,0.205101,10,191,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.124167,0.102917,0.052396,0.253958,0.439236,1.000000,0.384375,0.453902,0.571223,0.129951,0.169599,0.214610,0.182299,0.253193,0.403614,0.209583,0.233677,0.256956,10,192,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.076423,0.080894,0.050711,0.099371,0.230623,1.000000,0.455962,0.434653,0.425873,0.064321,0.101331,0.151220,0.087466,0.145171,0.336190,0.119919,0.140623,0.172532,10,193,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.101709,0.088462,0.051282,0.152761,0.340415,1.000000,0.435185,0.448163,0.463862,0.109351,0.148400,0.195025,0.141093,0.212972,0.380018,0.191880,0.221208,0.244828,10,194,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.121429,0.096032,0.053571,0.219180,0.345499,1.000000,0.332672,0.464769,0.495058,0.141384,0.174967,0.223110,0.182731,0.235235,0.402187,0.228505,0.244322,0.268714,10,195,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.103788,0.095076,0.052936,0.205444,0.364974,1.000000,0.393624,0.437474,0.502240,0.093455,0.130806,0.179800,0.139195,0.203836,0.367497,0.158649,0.182529,0.205694,10,196,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.094574,0.074031,0.054070,0.183850,0.266224,1.000000,0.413760,0.444391,0.477602,0.102024,0.121502,0.177440,0.137855,0.175279,0.370324,0.159819,0.179919,0.209024,10,197,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.108730,0.101190,0.057044,0.200541,0.343675,1.000000,0.412698,0.435894,0.523341,0.121077,0.157613,0.211138,0.157141,0.219569,0.393688,0.173479,0.198411,0.224331,10,198,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.110569,0.077236,0.049492,0.238415,0.325407,1.000000,0.417683,0.513214,0.487100,0.180056,0.199242,0.245377,0.212418,0.248667,0.420576,0.251220,0.264608,0.290557,10,199,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.110833,0.102500,0.057604,0.172774,0.334841,1.000000,0.405556,0.426732,0.485584,0.109362,0.151448,0.203318,0.146073,0.215587,0.390809,0.183472,0.214086,0.238196,10,200,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.080952,0.067063,0.051984,0.131481,0.202249,1.000000,0.439484,0.462617,0.382736,0.089815,0.112731,0.165373,0.111230,0.144611,0.345400,0.126918,0.139295,0.170713,11,10,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.079545,0.090152,0.049811,0.113916,0.346843,1.000000,0.424242,0.397040,0.490616,0.071121,0.119134,0.165568,0.095702,0.183817,0.349902,0.119697,0.150180,0.177815,11,11,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.079545,0.079167,0.052178,0.128407,0.303947,1.000000,0.417614,0.416351,0.501471,0.061821,0.098505,0.151454,0.090532,0.159139,0.343148,0.107071,0.139801,0.168874,11,12,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.104444,0.100741,0.055185,0.178560,0.360503,1.000000,0.412654,0.450801,0.503454,0.098218,0.145648,0.192859,0.137566,0.211059,0.377228,0.164506,0.187494,0.213107,11,13,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.084444,0.091852,0.050833,0.152814,0.359843,1.000000,0.454938,0.427337,0.510721,0.100530,0.145518,0.192724,0.126193,0.207889,0.371648,0.145556,0.178785,0.203885,11,14,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.095349,0.078295,0.051453,0.154716,0.292959,1.000000,0.409884,0.449801,0.470342,0.085659,0.116666,0.166818,0.114879,0.168588,0.351774,0.126550,0.147824,0.179374,11,15,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.097619,0.076984,0.051488,0.174290,0.334265,1.000000,0.425595,0.468171,0.508322,0.119801,0.147923,0.199686,0.147153,0.206229,0.384821,0.168783,0.194775,0.221637,11,16,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.106504,0.076829,0.047256,0.264712,0.356369,1.000000,0.447154,0.514203,0.522239,0.145660,0.168828,0.213148,0.186131,0.225107,0.390840,0.182317,0.197813,0.226047,11,17,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.103704,0.096667,0.052407,0.182986,0.364815,1.000000,0.407407,0.469415,0.484119,0.129497,0.174283,0.216506,0.160847,0.234035,0.393373,0.198333,0.223185,0.246770,11,18,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.107500,0.105000,0.055833,0.202612,0.370933,1.000000,0.409028,0.427993,0.513487,0.102720,0.143923,0.194020,0.143670,0.214501,0.380245,0.161875,0.188634,0.212941,11,19,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.085366,0.083333,0.054472,0.125285,0.251584,1.000000,0.406843,0.421256,0.481242,0.071282,0.105478,0.162708,0.098315,0.153789,0.350574,0.114363,0.134558,0.166912,11,20,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.100775,0.084884,0.058915,0.147416,0.249483,1.000000,0.330103,0.435316,0.470730,0.084535,0.112906,0.170001,0.117144,0.161554,0.362579,0.140891,0.157266,0.188396,11,21,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.098333,0.078750,0.056146,0.143695,0.225810,1.000000,0.410417,0.468692,0.472552,0.107292,0.133190,0.194069,0.134242,0.172831,0.378727,0.175278,0.190018,0.225338,11,22,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.099167,0.086250,0.053021,0.143135,0.327143,1.000000,0.404167,0.456829,0.498180,0.091217,0.129984,0.179755,0.126076,0.195694,0.373119,0.182500,0.205233,0.235739,11,23,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.094118,0.092157,0.058946,0.114984,0.263756,1.000000,0.395016,0.395721,0.413632,0.068823,0.107298,0.160429,0.096007,0.160063,0.350925,0.123448,0.148726,0.174767,11,24,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.119167,0.105833,0.056354,0.234740,0.402229,1.000000,0.380903,0.445937,0.529797,0.115886,0.157925,0.204296,0.163097,0.230693,0.390847,0.178681,0.200460,0.225171,11,25,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.105185,0.092222,0.052315,0.226358,0.361605,1.000000,0.418519,0.463793,0.534556,0.109235,0.144248,0.193101,0.154806,0.212215,0.379485,0.171790,0.192694,0.219581,11,26,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.102326,0.084109,0.048643,0.193795,0.318762,1.000000,0.431525,0.480113,0.479134,0.129951,0.162960,0.208300,0.161762,0.213913,0.383084,0.187145,0.205643,0.232924,11,27,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.140833,0.107083,0.051979,0.273103,0.413826,1.000000,0.414236,0.496280,0.559722,0.167300,0.203831,0.248872,0.217961,0.276832,0.428195,0.250972,0.271700,0.294376,11,28,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.098450,0.082558,0.049516,0.158552,0.326873,1.000000,0.434109,0.468904,0.493093,0.119803,0.155895,0.201396,0.143388,0.207490,0.378434,0.165762,0.189563,0.218693,11,29,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.102174,0.085145,0.050362,0.189976,0.308635,1.000000,0.434179,0.489785,0.500532,0.118931,0.151668,0.198836,0.154555,0.204824,0.380443,0.187923,0.205593,0.235572,11,30,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.100000,0.093651,0.049802,0.195399,0.402381,1.000000,0.441799,0.442917,0.544632,0.134142,0.177182,0.220947,0.162196,0.242078,0.398146,0.175529,0.206223,0.232388,11,31,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.101550,0.090698,0.050291,0.172774,0.342642,1.000000,0.435401,0.482766,0.515709,0.110737,0.153341,0.200286,0.147791,0.215119,0.382931,0.191602,0.213792,0.240660,11,32,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.120513,0.102564,0.051603,0.253419,0.382716,1.000000,0.405627,0.482987,0.541869,0.152289,0.190876,0.235398,0.196833,0.253812,0.411096,0.226353,0.244504,0.268332,11,33,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.110000,0.082917,0.049583,0.242073,0.359544,1.000000,0.376042,0.456126,0.543347,0.130079,0.154214,0.204029,0.170204,0.215703,0.385246,0.171458,0.186953,0.215111,11,34,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.119512,0.085366,0.050102,0.244822,0.395180,1.000000,0.314702,0.435016,0.519010,0.115575,0.139896,0.187215,0.165206,0.218132,0.376568,0.178997,0.199458,0.221832,11,35,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.115000,0.106250,0.053542,0.252173,0.420947,1.000000,0.387153,0.433557,0.550543,0.115138,0.156947,0.204412,0.165306,0.235968,0.388548,0.177431,0.202826,0.227042,11,36,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.099167,0.086250,0.052396,0.180536,0.293333,1.000000,0.482639,0.480506,0.475038,0.133971,0.167784,0.217614,0.159516,0.211209,0.391963,0.179792,0.205428,0.233826,11,37,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.113333,0.090833,0.053437,0.221736,0.348681,1.000000,0.354167,0.461066,0.497922,0.111794,0.140488,0.192138,0.154873,0.208076,0.378287,0.170625,0.189818,0.216528,11,38,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.126829,0.102846,0.056199,0.252062,0.357530,1.000000,0.368225,0.487462,0.516055,0.149116,0.183811,0.233696,0.197093,0.246503,0.414774,0.235569,0.249729,0.273919,11,39,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.080833,0.082917,0.052917,0.112295,0.279972,1.000000,0.456597,0.446015,0.462849,0.094624,0.133466,0.185881,0.115250,0.181081,0.365972,0.161042,0.183097,0.215335,11,40,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.098485,0.093939,0.055303,0.164299,0.303323,1.000000,0.419192,0.461202,0.509027,0.098711,0.138480,0.190883,0.134483,0.195951,0.377714,0.178535,0.200848,0.231062,11,41,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.106838,0.094017,0.054701,0.192768,0.330336,1.000000,0.399217,0.441757,0.514212,0.086280,0.118435,0.174998,0.128982,0.185908,0.363855,0.146510,0.169736,0.197404,11,42,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.100000,0.082576,0.048674,0.202946,0.304293,1.000000,0.434659,0.501105,0.520170,0.099000,0.131439,0.179989,0.141310,0.187043,0.364431,0.154167,0.171663,0.201966,11,43,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.105556,0.079365,0.054563,0.163045,0.263398,1.000000,0.364087,0.434973,0.446512,0.086382,0.108032,0.162180,0.123151,0.164818,0.356774,0.149603,0.167070,0.196453,11,44,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.081746,0.078968,0.047321,0.144638,0.321463,1.000000,0.474206,0.439177,0.494845,0.101814,0.137233,0.186066,0.124489,0.191566,0.365569,0.144378,0.172836,0.201912,11,45,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.122481,0.101938,0.056783,0.231525,0.384885,1.000000,0.354651,0.484150,0.543447,0.135553,0.174171,0.227751,0.182453,0.243615,0.409304,0.225323,0.241730,0.266965,11,46,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.102439,0.102846,0.054268,0.162136,0.340374,1.000000,0.366531,0.410384,0.508000,0.081610,0.123465,0.176926,0.119923,0.192972,0.362504,0.145935,0.172142,0.196607,11,47,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.105426,0.086434,0.050969,0.192596,0.335142,1.000000,0.402778,0.468777,0.493438,0.106345,0.140121,0.188241,0.144998,0.202755,0.373555,0.162532,0.186797,0.212217,11,48,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.103101,0.086434,0.049031,0.230191,0.370355,1.000000,0.483527,0.486338,0.502482,0.132460,0.165899,0.209529,0.169006,0.224630,0.385572,0.173643,0.195801,0.222480,11,49,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.103788,0.090152,0.047727,0.221759,0.414899,1.000000,0.443813,0.468051,0.560866,0.135143,0.172473,0.215297,0.168593,0.240839,0.394001,0.173485,0.203429,0.231319,11,50,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.095122,0.084959,0.053049,0.190899,0.333266,1.000000,0.445461,0.462463,0.489195,0.116723,0.151011,0.198894,0.149921,0.206314,0.382051,0.177100,0.198061,0.226981,11,51,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.103876,0.089147,0.050678,0.174935,0.334948,1.000000,0.411822,0.454288,0.500490,0.112641,0.149112,0.196420,0.147853,0.209614,0.379287,0.184690,0.206335,0.233687,11,52,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.108943,0.105285,0.056606,0.181392,0.333284,1.000000,0.438008,0.474202,0.493660,0.117000,0.163024,0.214272,0.156240,0.223060,0.396505,0.203252,0.218980,0.249916,11,53,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.111111,0.099573,0.053419,0.227873,0.369373,1.000000,0.468305,0.477102,0.509985,0.150421,0.188878,0.234511,0.187282,0.247064,0.409398,0.216524,0.238163,0.263538,11,54,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.108333,0.100417,0.053125,0.189355,0.408194,1.000000,0.403819,0.416266,0.540314,0.121871,0.162215,0.208961,0.153212,0.239078,0.396442,0.174444,0.213970,0.236623,11,55,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.084848,0.075000,0.048580,0.152525,0.309912,1.000000,0.433396,0.424055,0.481014,0.092377,0.119763,0.168702,0.118130,0.179813,0.355654,0.133775,0.165789,0.191855,11,56,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.084127,0.074206,0.051885,0.127098,0.255556,1.000000,0.482804,0.464923,0.451980,0.110027,0.139152,0.191797,0.127915,0.179309,0.370271,0.160979,0.183044,0.215092,11,57,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.125000,0.107083,0.055312,0.243271,0.412738,1.000000,0.425694,0.490443,0.523666,0.168486,0.212678,0.255228,0.211657,0.281706,0.434518,0.264097,0.285023,0.307051,11,58,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.112403,0.091473,0.053682,0.184404,0.315467,1.000000,0.375000,0.458318,0.497070,0.116681,0.149783,0.201464,0.156391,0.211215,0.388727,0.206202,0.226921,0.253235,11,59,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.109091,0.100379,0.050947,0.216785,0.388656,1.000000,0.408775,0.475916,0.544946,0.117553,0.161803,0.206307,0.159372,0.231363,0.387393,0.175568,0.205550,0.228721,11,60,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.118519,0.095370,0.057292,0.190355,0.334645,1.000000,0.399306,0.459904,0.465788,0.117554,0.149575,0.201397,0.154747,0.212509,0.388776,0.186188,0.208423,0.233831,11,61,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.107576,0.094318,0.051326,0.196096,0.366307,1.000000,0.394886,0.475619,0.511104,0.112078,0.151800,0.197884,0.154588,0.220924,0.383199,0.197033,0.218460,0.242884,11,62,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.103788,0.090530,0.051042,0.225905,0.364905,1.000000,0.437184,0.448845,0.472364,0.125054,0.156845,0.199446,0.163726,0.224196,0.382213,0.173422,0.201711,0.222244,11,63,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.119048,0.099603,0.056151,0.278018,0.394925,1.000000,0.403108,0.474868,0.544691,0.131920,0.165588,0.217654,0.186729,0.236381,0.400755,0.196230,0.210910,0.235072,11,64,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.106977,0.100775,0.052229,0.202889,0.392054,1.000000,0.466731,0.465355,0.505457,0.150498,0.193428,0.235148,0.187856,0.262399,0.416348,0.250646,0.277103,0.298381,11,65,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.111905,0.084524,0.048710,0.223904,0.360062,1.000000,0.383598,0.463542,0.525185,0.123059,0.150679,0.198427,0.164603,0.216131,0.382234,0.184325,0.202449,0.229675,11,66,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.110317,0.091667,0.051786,0.185277,0.319974,1.000000,0.424272,0.485351,0.511264,0.138846,0.176094,0.225031,0.174295,0.231696,0.407159,0.231151,0.247926,0.277063,11,67,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.093333,0.092917,0.052708,0.127955,0.328756,1.000000,0.411458,0.412534,0.484041,0.091140,0.132197,0.180072,0.114487,0.195208,0.366998,0.140000,0.175582,0.200850,11,68,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.111905,0.106349,0.053770,0.209630,0.400524,1.000000,0.420304,0.459239,0.553080,0.127678,0.172292,0.222078,0.170021,0.248082,0.404794,0.208730,0.236883,0.259243,11,69,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.086179,0.078455,0.050305,0.147758,0.258229,1.000000,0.461721,0.460213,0.451134,0.091732,0.123141,0.173195,0.120367,0.169131,0.356546,0.150407,0.168173,0.200341,11,70,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.096748,0.084146,0.053049,0.173992,0.313701,1.000000,0.430894,0.466867,0.492528,0.097393,0.132505,0.184702,0.132117,0.189045,0.368996,0.151762,0.172180,0.201577,11,71,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.108333,0.099583,0.056979,0.213388,0.341707,1.000000,0.410417,0.461074,0.513983,0.112144,0.148929,0.203508,0.155107,0.212589,0.389392,0.178750,0.199993,0.228360,11,72,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.123704,0.092963,0.052685,0.246076,0.373157,1.000000,0.433025,0.511240,0.537509,0.161391,0.192457,0.240965,0.207692,0.259956,0.425927,0.262407,0.280395,0.305637,11,73,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.100758,0.092803,0.054356,0.194284,0.344061,1.000000,0.410354,0.458397,0.523111,0.113602,0.149768,0.202637,0.148058,0.210203,0.383869,0.163005,0.186126,0.214092,11,74,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.128682,0.091473,0.049612,0.317442,0.407364,1.000000,0.405685,0.526870,0.565363,0.178914,0.205460,0.249727,0.232868,0.271907,0.426807,0.257881,0.269371,0.294435,11,75,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.088095,0.092460,0.053373,0.125241,0.293905,1.000000,0.407738,0.442047,0.478629,0.069881,0.114430,0.165770,0.100197,0.171361,0.351784,0.129630,0.156086,0.185851,11,76,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.095238,0.089683,0.049306,0.187579,0.400888,1.000000,0.439484,0.434618,0.527999,0.128405,0.168401,0.211252,0.155496,0.234193,0.389276,0.170370,0.197246,0.222583,11,77,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.115385,0.104701,0.052457,0.217813,0.375512,1.000000,0.427707,0.502675,0.503270,0.115496,0.161607,0.204853,0.163475,0.231206,0.389149,0.198504,0.220779,0.245167,11,78,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.113492,0.089286,0.051290,0.234042,0.354186,1.000000,0.455357,0.496929,0.525563,0.144602,0.177982,0.225208,0.183039,0.234103,0.402603,0.202315,0.222110,0.250236,11,79,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.108730,0.098016,0.054960,0.215264,0.368476,1.000000,0.436177,0.498154,0.513729,0.129087,0.169504,0.220018,0.170714,0.234567,0.399688,0.206415,0.230102,0.254616,11,80,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.093798,0.089535,0.052326,0.145049,0.299769,1.000000,0.407623,0.438996,0.439561,0.095318,0.133207,0.179654,0.124357,0.189213,0.363233,0.153359,0.178818,0.204107,11,81,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.113492,0.084127,0.052183,0.202872,0.346986,1.000000,0.376323,0.456444,0.509949,0.137193,0.162086,0.212556,0.176413,0.229319,0.401414,0.225992,0.243548,0.268858,11,82,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.121368,0.097009,0.052457,0.225497,0.346496,1.000000,0.429843,0.477562,0.465572,0.145243,0.175141,0.219412,0.186251,0.236875,0.400134,0.221225,0.239136,0.261937,11,83,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.102222,0.076296,0.047500,0.250723,0.368395,1.000000,0.429938,0.497648,0.493055,0.141451,0.164894,0.207514,0.187078,0.232643,0.392605,0.215185,0.232641,0.257103,11,84,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.108148,0.100741,0.052315,0.210593,0.383356,1.000000,0.405556,0.443746,0.513501,0.114715,0.156465,0.201168,0.159092,0.228710,0.384996,0.196914,0.219650,0.243467,11,85,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.088889,0.075926,0.044815,0.176173,0.371605,1.000000,0.445370,0.442905,0.554134,0.112358,0.142361,0.189548,0.138202,0.207089,0.371935,0.145185,0.175123,0.205139,11,86,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.112879,0.096212,0.055114,0.201199,0.340972,1.000000,0.380997,0.474545,0.525290,0.106944,0.147965,0.197535,0.150889,0.211010,0.385163,0.177273,0.195330,0.222903,11,87,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.112195,0.102439,0.052642,0.224652,0.418999,1.000000,0.405149,0.466020,0.537740,0.143133,0.190024,0.233754,0.180278,0.259463,0.409951,0.200678,0.230186,0.251352,11,88,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.111364,0.090152,0.050473,0.217194,0.371660,1.000000,0.459280,0.492755,0.526970,0.137785,0.172926,0.218377,0.175845,0.237113,0.399317,0.199558,0.225418,0.251062,11,89,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.092500,0.097500,0.056667,0.154954,0.391640,1.000000,0.444097,0.423611,0.512218,0.113435,0.157745,0.211237,0.139124,0.227750,0.392343,0.170833,0.207841,0.233582,11,90,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.104274,0.085897,0.053312,0.173291,0.301496,1.000000,0.411325,0.462310,0.456855,0.102728,0.133822,0.183983,0.137770,0.191405,0.372612,0.167308,0.187476,0.216627,11,91,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.093162,0.093162,0.050321,0.151282,0.331481,1.000000,0.414530,0.432692,0.508634,0.079796,0.124861,0.171317,0.110595,0.184302,0.354432,0.124288,0.151871,0.181044,11,92,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.106838,0.098718,0.055662,0.165279,0.336432,1.000000,0.361111,0.417065,0.500440,0.081832,0.123794,0.175749,0.121631,0.193395,0.367638,0.154843,0.183676,0.211420,11,93,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.107752,0.087597,0.053876,0.199502,0.322490,1.000000,0.403747,0.464766,0.523078,0.110577,0.141245,0.193178,0.150623,0.203961,0.383945,0.172933,0.197504,0.225001,11,94,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.096899,0.084109,0.048353,0.183204,0.343411,1.000000,0.376292,0.424530,0.456114,0.087528,0.119579,0.161910,0.124641,0.185699,0.348727,0.131331,0.154608,0.179601,11,95,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.091870,0.093496,0.058130,0.114512,0.308343,1.000000,0.442412,0.400540,0.486146,0.080202,0.118784,0.178843,0.110936,0.184416,0.369846,0.164566,0.194335,0.220786,11,96,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.091057,0.086179,0.049695,0.136872,0.324809,1.000000,0.424797,0.440605,0.466282,0.082694,0.122445,0.168080,0.112207,0.183838,0.353130,0.138076,0.166473,0.192505,11,97,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.122222,0.094841,0.049702,0.258645,0.451058,1.000000,0.413360,0.476360,0.569211,0.144051,0.181239,0.223854,0.192621,0.262032,0.407676,0.219444,0.244904,0.266852,11,98,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.102564,0.084615,0.054274,0.194897,0.313468,1.000000,0.409188,0.475559,0.511569,0.117962,0.149938,0.204159,0.154926,0.205009,0.390452,0.179772,0.196910,0.227946,11,99,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.103968,0.086905,0.050198,0.241191,0.378175,1.000000,0.459656,0.493552,0.537987,0.143065,0.176841,0.222378,0.179632,0.234469,0.398502,0.185979,0.205143,0.233412,11,100,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.099187,0.086585,0.052439,0.212995,0.358114,1.000000,0.494919,0.472448,0.519609,0.144127,0.177807,0.226826,0.173073,0.233287,0.402950,0.186382,0.216489,0.244240,11,101,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.108943,0.096341,0.053557,0.221351,0.348238,1.000000,0.465108,0.475795,0.504379,0.154730,0.191027,0.235967,0.189423,0.245970,0.413625,0.216057,0.237064,0.263281,11,102,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.123016,0.106746,0.054167,0.248978,0.381421,1.000000,0.464286,0.503512,0.516519,0.166339,0.206237,0.249275,0.207792,0.268249,0.424636,0.243254,0.265901,0.287849,11,103,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.091473,0.091085,0.053779,0.159616,0.301532,1.000000,0.441860,0.467969,0.482671,0.089698,0.130645,0.182010,0.123061,0.185229,0.365312,0.146576,0.172121,0.199352,11,104,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.101550,0.090310,0.049225,0.200821,0.422868,1.000000,0.431848,0.439042,0.542322,0.136390,0.174682,0.216888,0.167061,0.248240,0.398645,0.189664,0.223200,0.246766,11,105,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.102439,0.102846,0.055183,0.148045,0.363840,1.000000,0.424119,0.436879,0.519489,0.108570,0.155458,0.207468,0.137737,0.222835,0.389446,0.181165,0.213102,0.237151,11,106,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.100000,0.080620,0.052132,0.170998,0.284373,1.000000,0.432171,0.479947,0.467973,0.108137,0.137360,0.187890,0.143223,0.189776,0.373347,0.181783,0.198943,0.228246,11,107,0.02,-1.0,1.0E-4,true,'00:00','00:00',
0.112500,0.097917,0.055104,0.220985,0.328706,1.000000,0.402083,0.485297,0.530681,0.146031,0.181119,0.235885,0.183510,0.233846,0.411098,0.215556,0.231055,0.259805,11,108,0.02,-1.0,1.0E-4,true,'00:00','00:00',
