, numFactors,MRR10_max,MRR10_max_numIter,MRR10_mean,MRR10_min,MRR10_min_numIter,MRR40_max,MRR40_max_numIter,MRR40_mean,MRR40_min,MRR40_min_numIter,MRR5_max,MRR5_max_numIter,MRR5_mean,MRR5_min,MRR5_min_numIter
0,8.0,0.28478200000000004,144.0,0.20070084816753916,0.127053,189.0,0.309312,144.0,0.22704068586387438,0.15574100000000002,74.0,0.265903,144.0,0.17660185863874336,0.098227,189.0
1,9.0,0.322924,83.0,0.202267403141361,0.118377,11.0,0.34063699999999997,83.0,0.22840980104712064,0.151874,11.0,0.29227600000000004,83.0,0.17843322513088997,0.09550299999999999,11.0
2,15.0,0.27874699999999997,119.0,0.19838800000000004,0.125744,17.0,0.304057,119.0,0.22496479581151824,0.157975,17.0,0.257432,119.0,0.17455124607329847,0.107749,20.0
3,20.0,0.29994699999999996,183.0,0.19775567015706802,0.097071,12.0,0.317727,183.0,0.22424130366492137,0.129437,12.0,0.277778,183.0,0.17353410994764398,0.072158,12.0
