, numFactors,NDCG10_max,NDCG10_max_numIter,NDCG10_mean,NDCG10_min,NDCG10_min_numIter,NDCG40_max,NDCG40_max_numIter,NDCG40_mean,NDCG40_min,NDCG40_min_numIter,NDCG5_max,NDCG5_max_numIter,NDCG5_mean,NDCG5_min,NDCG5_min_numIter
0,8.0,0.339117,171.0,0.2605031047120418,0.18964,159.0,0.461528,171.0,0.4089720994764397,0.351207,159.0,0.247703,171.0,0.1749375130890053,0.101844,167.0
1,9.0,0.33015900000000004,22.0,0.26044229842931943,0.195152,122.0,0.46146499999999996,81.0,0.41027130366492137,0.366667,141.0,0.25344099999999997,115.0,0.1765377696335078,0.11785,122.0
2,15.0,0.355344,177.0,0.2654816335078533,0.197575,26.0,0.475235,177.0,0.4115666806282723,0.36275100000000005,151.0,0.254498,119.0,0.1783669790575916,0.11888699999999999,13.0
3,20.0,0.33869499999999997,98.0,0.2621166701570681,0.198237,140.0,0.46493900000000005,98.0,0.4106024764397906,0.36592600000000003,65.0,0.24961,98.0,0.1759644816753926,0.10597899999999999,167.0
