, numFactors,MAP10_max,MAP10_max_numIter,MAP10_mean,MAP10_min,MAP10_min_numIter,MAP40_max,MAP40_max_numIter,MAP40_mean,MAP40_min,MAP40_min_numIter,MAP5_max,MAP5_max_numIter,MAP5_mean,MAP5_min,MAP5_min_numIter
0,8.0,0.240623,84.0,0.16262019371727743,0.101663,137.0,0.282748,84.0,0.2094933821989528,0.157325,146.0,0.20624499999999998,159.0,0.12637686910994764,0.062172000000000005,146.0
1,9.0,0.250751,36.0,0.16528135602094238,0.097901,18.0,0.295036,36.0,0.21153971727748694,0.148255,18.0,0.221423,36.0,0.12714138219895288,0.059057000000000005,18.0
2,15.0,0.29201900000000003,43.0,0.16879293193717285,0.102529,156.0,0.330338,43.0,0.21502604712041884,0.150532,195.0,0.26032,43.0,0.1328775340314136,0.059003,156.0
3,20.0,0.272251,193.0,0.17712402094240842,0.104637,179.0,0.312954,193.0,0.22316985340314144,0.154915,179.0,0.244979,193.0,0.14325273298429314,0.069551,179.0
