 Pre5,Pre10, Pre40, Rec5, Rec10, Rec40, AUC5, AUC10, AUC40, MAP5, MAP10, MAP40, NDCG5, NDCG10,NDCG40,MRR5, MRR10,MRR40, numFactors, numIter, lrate, maxlrate, regB, regU, regI, regC, isBoldDriver, TrainTime, TestTime,
0.104386,0.092544,0.051535,0.160941,0.318713,1.000000,0.459064,0.477918,0.476346,0.113779,0.154979,0.201516,0.147544,0.212767,0.386022,0.201316,0.225533,0.253836,9,187,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.104444,0.095926,0.055741,0.186605,0.337285,1.000000,0.424383,0.459899,0.479007,0.113848,0.148410,0.200347,0.151635,0.213047,0.384042,0.190617,0.207922,0.232418,9,188,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.104545,0.091288,0.049432,0.204168,0.378604,1.000000,0.499053,0.504137,0.551795,0.168646,0.209132,0.253920,0.199492,0.267120,0.427103,0.265972,0.288429,0.315773,9,189,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.101587,0.081349,0.047718,0.182596,0.329167,1.000000,0.477183,0.490721,0.463851,0.138901,0.171702,0.213197,0.164772,0.221741,0.385823,0.187368,0.207464,0.233163,9,190,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.127907,0.104264,0.051938,0.257082,0.362744,1.000000,0.372739,0.499958,0.512460,0.124191,0.160860,0.206785,0.180676,0.229325,0.390059,0.206331,0.214415,0.241153,9,191,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.123577,0.097154,0.052642,0.264583,0.367789,1.000000,0.424119,0.511413,0.505446,0.143523,0.174957,0.221635,0.193447,0.239395,0.400277,0.210637,0.228613,0.251350,9,192,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.113492,0.085714,0.051389,0.231418,0.386684,1.000000,0.449074,0.488957,0.492371,0.166670,0.193680,0.236174,0.205906,0.261916,0.419519,0.263757,0.285505,0.305917,9,193,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.122481,0.100388,0.055136,0.211736,0.348643,1.000000,0.410530,0.488868,0.543423,0.157279,0.195130,0.246875,0.199538,0.256024,0.430048,0.267765,0.282263,0.309680,9,194,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.100000,0.086992,0.049593,0.182463,0.313211,1.000000,0.434959,0.484022,0.496073,0.080792,0.115315,0.164596,0.121227,0.173674,0.347624,0.128659,0.144903,0.176045,9,195,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.111667,0.090833,0.051354,0.222332,0.334935,1.000000,0.427431,0.501083,0.497683,0.129811,0.164058,0.211544,0.172191,0.219419,0.389136,0.197639,0.208629,0.235654,9,196,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.115000,0.101667,0.051979,0.211227,0.411885,1.000000,0.438889,0.474521,0.537612,0.147685,0.191237,0.237162,0.186198,0.264174,0.416177,0.229167,0.261190,0.281232,9,197,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.099242,0.088258,0.052557,0.178600,0.301500,1.000000,0.444444,0.480162,0.472104,0.133093,0.166982,0.214934,0.165351,0.219796,0.396702,0.225253,0.242917,0.270842,9,198,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.102381,0.082937,0.051389,0.204570,0.329261,1.000000,0.447090,0.499890,0.472536,0.149241,0.181686,0.227344,0.181314,0.233178,0.403708,0.219841,0.240492,0.265651,9,199,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.125000,0.091250,0.053333,0.217778,0.309514,1.000000,0.384722,0.497892,0.533571,0.145181,0.172354,0.226860,0.189632,0.229338,0.410724,0.246528,0.257068,0.287173,9,200,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.100775,0.084109,0.048740,0.213372,0.379651,1.000000,0.422481,0.466247,0.502682,0.127810,0.158351,0.202731,0.167874,0.227824,0.386298,0.198966,0.219897,0.243977,10,10,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.105556,0.079365,0.049702,0.172890,0.314182,1.000000,0.380622,0.461554,0.453026,0.094731,0.123165,0.168558,0.131758,0.184679,0.356778,0.159127,0.177998,0.204145,10,11,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.115873,0.101984,0.052679,0.209656,0.421362,1.000000,0.413029,0.460042,0.535496,0.134568,0.180105,0.224407,0.176912,0.256879,0.409151,0.216997,0.246520,0.266641,10,12,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.103175,0.088492,0.052976,0.156297,0.285588,1.000000,0.400463,0.463172,0.473230,0.106943,0.141226,0.194329,0.140778,0.195054,0.378272,0.191601,0.208604,0.237568,10,13,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.111404,0.089912,0.048904,0.252120,0.416813,1.000000,0.417032,0.445202,0.548649,0.136440,0.165186,0.213627,0.179699,0.241112,0.396704,0.188962,0.216910,0.239334,10,14,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.103788,0.099621,0.056345,0.194865,0.357477,1.000000,0.411932,0.442434,0.523420,0.118590,0.159865,0.210954,0.157772,0.226638,0.398101,0.195518,0.220548,0.244781,10,15,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.100855,0.115385,0.051068,0.174264,0.476068,1.000000,0.409900,0.404024,0.564363,0.081434,0.146322,0.185454,0.122220,0.236897,0.372881,0.143803,0.181770,0.204567,10,16,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.108333,0.100000,0.048674,0.195857,0.412879,1.000000,0.444444,0.451355,0.551551,0.115796,0.162562,0.203198,0.155099,0.238304,0.386680,0.185543,0.217504,0.241146,10,17,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.106349,0.096825,0.053175,0.192640,0.373810,1.000000,0.423280,0.431052,0.494080,0.098568,0.138054,0.183434,0.140970,0.211267,0.372879,0.163955,0.193144,0.215035,10,18,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.095349,0.065891,0.045252,0.173302,0.252067,1.000000,0.449935,0.498708,0.437349,0.110910,0.129885,0.178052,0.143846,0.174509,0.358274,0.182171,0.191900,0.223308,10,19,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.103030,0.087500,0.050568,0.158384,0.318101,1.000000,0.389520,0.460208,0.472019,0.094874,0.132580,0.179417,0.130379,0.193499,0.364727,0.161364,0.183793,0.209835,10,20,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.122764,0.101220,0.054776,0.214737,0.364479,1.000000,0.405827,0.474497,0.473425,0.132940,0.169346,0.214102,0.176063,0.238613,0.398931,0.219851,0.241475,0.263578,10,21,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.109756,0.097967,0.053659,0.211498,0.344715,1.000000,0.455962,0.491644,0.502710,0.139710,0.177856,0.224449,0.177885,0.236026,0.403665,0.215718,0.235193,0.261019,10,22,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.117778,0.101852,0.048889,0.222574,0.425395,1.000000,0.506173,0.514866,0.550551,0.167451,0.212084,0.251514,0.200112,0.275306,0.419215,0.226852,0.253439,0.276586,10,23,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.104065,0.110163,0.057825,0.165084,0.386072,1.000000,0.407859,0.402806,0.509156,0.099556,0.150784,0.199167,0.136018,0.227435,0.388174,0.181030,0.215720,0.237772,10,24,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.125397,0.098016,0.052183,0.269378,0.429384,1.000000,0.363426,0.481324,0.535146,0.151299,0.187156,0.231540,0.200223,0.264817,0.414688,0.230026,0.254352,0.274388,10,25,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.100000,0.111250,0.056146,0.154350,0.395852,1.000000,0.384375,0.373847,0.537663,0.080956,0.133919,0.184768,0.118994,0.216778,0.377494,0.155972,0.198016,0.219625,10,26,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.120155,0.103101,0.051550,0.238910,0.378424,1.000000,0.404393,0.479890,0.546448,0.150668,0.190813,0.234124,0.193483,0.254089,0.411464,0.225323,0.240255,0.265884,10,27,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.112121,0.087121,0.046496,0.252766,0.423341,1.000000,0.421086,0.473230,0.525124,0.131680,0.162725,0.201783,0.176109,0.240294,0.385920,0.191667,0.219974,0.241852,10,28,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.101550,0.093411,0.051550,0.159190,0.312797,1.000000,0.442829,0.474502,0.469063,0.083372,0.122137,0.172292,0.121226,0.185177,0.356895,0.143669,0.169263,0.193869,10,29,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.114394,0.086742,0.050284,0.215879,0.354798,1.000000,0.445391,0.506524,0.467823,0.148736,0.178441,0.221837,0.190864,0.243213,0.403639,0.248043,0.266390,0.286638,10,30,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.095833,0.103333,0.059583,0.113287,0.354097,1.000000,0.355208,0.358590,0.478650,0.067608,0.118265,0.168401,0.099088,0.191936,0.363483,0.142361,0.175785,0.200390,10,31,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.110606,0.089394,0.049716,0.194993,0.345650,1.000000,0.419192,0.492184,0.509861,0.134761,0.172100,0.219176,0.175673,0.234099,0.400829,0.237058,0.254607,0.280175,10,32,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.108730,0.092063,0.051389,0.191133,0.353974,1.000000,0.476521,0.472821,0.493480,0.144858,0.178721,0.222910,0.181361,0.243224,0.407052,0.244312,0.266868,0.289785,10,33,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.112195,0.089431,0.051524,0.210972,0.337631,1.000000,0.420393,0.500843,0.458378,0.132571,0.166500,0.208745,0.174373,0.226125,0.391140,0.215854,0.232315,0.256667,10,34,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.118699,0.098780,0.052846,0.241516,0.378551,1.000000,0.429539,0.505243,0.479759,0.150973,0.187485,0.230701,0.193382,0.250500,0.405630,0.218225,0.234872,0.257806,10,35,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.118254,0.087698,0.050595,0.257577,0.369577,1.000000,0.423611,0.495851,0.517091,0.152183,0.181322,0.227136,0.198280,0.244569,0.407598,0.225529,0.241243,0.264174,10,36,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.092248,0.076744,0.048934,0.167034,0.267088,1.000000,0.416990,0.474995,0.483132,0.091758,0.120266,0.172387,0.126159,0.169693,0.355120,0.148708,0.165455,0.196446,10,37,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.111111,0.094444,0.051786,0.209965,0.368519,1.000000,0.429233,0.465841,0.522634,0.129222,0.166597,0.213415,0.170411,0.234054,0.398589,0.210516,0.233803,0.260045,10,38,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.111111,0.092593,0.051667,0.237475,0.354392,1.000000,0.466049,0.514723,0.500153,0.167876,0.202244,0.246086,0.206018,0.256729,0.420822,0.244753,0.262184,0.287934,10,39,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.117500,0.088750,0.048125,0.232917,0.393194,1.000000,0.388542,0.469961,0.498705,0.117986,0.148332,0.189490,0.167833,0.227607,0.379282,0.204931,0.228767,0.248374,10,40,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.111348,0.107801,0.051152,0.213168,0.480413,1.000000,0.370272,0.430753,0.560245,0.094767,0.144995,0.187870,0.143012,0.240360,0.375689,0.154551,0.190997,0.208579,10,41,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.084397,0.088298,0.050355,0.145795,0.325376,1.000000,0.401005,0.433701,0.470190,0.063245,0.104185,0.151226,0.098032,0.170117,0.339521,0.113712,0.140388,0.166936,10,42,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.125581,0.082946,0.051744,0.241556,0.326966,1.000000,0.372739,0.486922,0.500923,0.141810,0.160831,0.210882,0.184281,0.218626,0.393613,0.203941,0.216534,0.243124,10,43,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.105303,0.093182,0.056629,0.172863,0.329942,1.000000,0.429293,0.449179,0.500815,0.106276,0.139961,0.197267,0.146283,0.207591,0.385773,0.194444,0.216697,0.240873,10,44,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.130000,0.098333,0.046563,0.287153,0.473542,1.000000,0.393403,0.463591,0.531056,0.160846,0.191459,0.225151,0.210454,0.278149,0.407544,0.236875,0.261493,0.279879,10,45,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.096296,0.081852,0.047685,0.224797,0.435926,1.000000,0.434568,0.438529,0.565143,0.123604,0.155862,0.200745,0.160055,0.235206,0.386745,0.165864,0.199292,0.222785,10,46,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.113008,0.097561,0.054065,0.213268,0.342271,1.000000,0.437331,0.474545,0.476281,0.119471,0.154647,0.203864,0.163523,0.218444,0.384920,0.196477,0.214960,0.239024,10,47,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.096212,0.082576,0.046686,0.192791,0.375722,1.000000,0.437500,0.454091,0.526305,0.109202,0.142926,0.188511,0.144025,0.212415,0.373184,0.160101,0.189110,0.216396,10,48,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.117886,0.084959,0.049898,0.258266,0.378862,1.000000,0.478320,0.502730,0.522295,0.181256,0.204189,0.249558,0.218132,0.264886,0.427163,0.252846,0.272222,0.298359,10,49,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.089167,0.089583,0.049583,0.181161,0.419663,1.000000,0.453125,0.426877,0.513216,0.098925,0.143484,0.186115,0.130504,0.220617,0.371879,0.139861,0.177351,0.200646,10,50,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.113821,0.092683,0.051931,0.218759,0.308339,1.000000,0.411585,0.500686,0.501762,0.128775,0.161852,0.210554,0.168846,0.210664,0.387527,0.188415,0.198305,0.229136,10,51,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.106504,0.086992,0.051524,0.210493,0.328800,1.000000,0.455285,0.483909,0.483133,0.129599,0.160100,0.208179,0.169740,0.218698,0.391027,0.209146,0.226721,0.253599,10,52,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.132558,0.107364,0.054651,0.247405,0.381743,1.000000,0.360788,0.470115,0.506686,0.123872,0.160970,0.204983,0.177970,0.235326,0.392267,0.204910,0.222730,0.244887,10,53,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.141228,0.109211,0.055263,0.289484,0.451535,1.000000,0.412646,0.482012,0.555202,0.160023,0.197390,0.241564,0.217054,0.280062,0.427079,0.242398,0.263231,0.282305,10,54,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.092683,0.092683,0.053963,0.133401,0.303117,1.000000,0.414634,0.412529,0.466729,0.072392,0.113835,0.165563,0.106020,0.175275,0.355294,0.139092,0.165181,0.191738,10,55,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.094697,0.087879,0.048958,0.174663,0.365004,1.000000,0.433396,0.462431,0.506519,0.129861,0.169365,0.213782,0.157529,0.228942,0.389547,0.197222,0.220178,0.247713,10,56,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.102326,0.097674,0.054360,0.212483,0.373976,1.000000,0.383398,0.449224,0.497421,0.078385,0.119349,0.169785,0.126825,0.195305,0.357426,0.134561,0.162335,0.186061,10,57,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.108943,0.100813,0.055081,0.181194,0.378049,1.000000,0.394986,0.432971,0.541805,0.098087,0.139763,0.191549,0.142931,0.218580,0.384560,0.199051,0.226729,0.251933,10,58,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.111111,0.080952,0.049901,0.208447,0.328505,1.000000,0.452381,0.476679,0.507971,0.162757,0.184253,0.234597,0.196647,0.242817,0.417438,0.251455,0.270205,0.296419,10,59,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.093939,0.084091,0.050568,0.165070,0.326723,1.000000,0.429609,0.449837,0.495714,0.105495,0.141889,0.190319,0.138400,0.201663,0.374348,0.178157,0.201033,0.228796,10,60,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.086364,0.071212,0.050284,0.140981,0.255357,1.000000,0.411932,0.444715,0.459390,0.083114,0.109908,0.160309,0.110128,0.156155,0.345718,0.129040,0.146125,0.178416,10,61,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.111111,0.086111,0.052282,0.210802,0.315564,1.000000,0.417659,0.484493,0.472792,0.132635,0.161053,0.207981,0.169090,0.214366,0.387862,0.188624,0.206370,0.232241,10,62,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.112121,0.106439,0.054356,0.212301,0.416277,1.000000,0.419508,0.477528,0.548486,0.110365,0.157751,0.206876,0.157629,0.237915,0.391158,0.187437,0.213686,0.236677,10,63,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.133333,0.095495,0.055068,0.230520,0.333183,1.000000,0.453829,0.517486,0.515985,0.155620,0.185065,0.235786,0.201602,0.244431,0.421715,0.260586,0.274482,0.302164,10,64,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.104651,0.082171,0.051647,0.148698,0.242855,1.000000,0.473514,0.503541,0.419055,0.129286,0.155732,0.206374,0.162279,0.202825,0.388666,0.240956,0.254319,0.280205,10,65,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.111111,0.102593,0.051852,0.192430,0.364284,1.000000,0.470679,0.496818,0.495574,0.132770,0.178775,0.223321,0.174532,0.244575,0.403559,0.236481,0.255874,0.280601,10,66,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.131818,0.095455,0.052178,0.304455,0.382810,1.000000,0.456124,0.561429,0.534211,0.221273,0.248878,0.292769,0.264926,0.301930,0.460200,0.313447,0.323398,0.347664,10,67,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.125581,0.085271,0.046899,0.291740,0.402713,1.000000,0.492571,0.532811,0.509867,0.216482,0.238750,0.277278,0.253947,0.294505,0.442827,0.294767,0.309564,0.331523,10,68,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.103419,0.076068,0.049252,0.238785,0.325164,1.000000,0.455128,0.501425,0.502410,0.130342,0.150808,0.200948,0.172300,0.208247,0.382422,0.183689,0.199607,0.226716,10,69,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.096296,0.071111,0.046481,0.206955,0.323580,1.000000,0.441667,0.491332,0.462039,0.129074,0.151046,0.192293,0.160254,0.204090,0.371704,0.179321,0.199678,0.226672,10,70,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.110569,0.095935,0.052439,0.206715,0.376768,1.000000,0.380081,0.473097,0.529195,0.111204,0.155655,0.203650,0.155161,0.226546,0.390980,0.182927,0.207849,0.233036,10,71,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.100741,0.080370,0.047407,0.201811,0.315267,1.000000,0.443827,0.495223,0.464528,0.129737,0.159111,0.201636,0.163066,0.210571,0.378263,0.184012,0.200356,0.228193,10,72,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.127778,0.092063,0.050198,0.254101,0.337859,1.000000,0.413360,0.520774,0.530108,0.151368,0.180384,0.228350,0.200130,0.238192,0.407228,0.228770,0.239931,0.265835,10,73,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.107937,0.089286,0.052679,0.196879,0.326342,1.000000,0.452712,0.501827,0.490146,0.143823,0.178909,0.227571,0.179469,0.233514,0.406943,0.229101,0.245003,0.272131,10,74,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.116667,0.093333,0.053854,0.234514,0.305903,1.000000,0.417014,0.517710,0.428487,0.136377,0.165513,0.212873,0.179767,0.216927,0.388208,0.203958,0.215384,0.238597,10,75,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.108943,0.099187,0.051016,0.218835,0.409892,1.000000,0.441396,0.486506,0.535880,0.124170,0.169889,0.212988,0.166883,0.242620,0.396362,0.197087,0.224284,0.248761,10,76,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.102500,0.100000,0.052292,0.154901,0.409722,1.000000,0.382986,0.419721,0.506068,0.076267,0.127458,0.171135,0.113877,0.208777,0.361628,0.138194,0.171729,0.194672,10,77,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.121429,0.093651,0.052282,0.217725,0.318405,1.000000,0.380952,0.491426,0.470101,0.129961,0.158370,0.208384,0.174842,0.219017,0.389423,0.215873,0.229667,0.254379,10,78,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.103968,0.085317,0.051190,0.177894,0.306393,1.000000,0.385251,0.453684,0.494424,0.091144,0.124664,0.175307,0.131027,0.184430,0.362283,0.155556,0.173912,0.203720,10,79,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.125397,0.107937,0.052183,0.220153,0.448989,1.000000,0.420635,0.470047,0.562433,0.152984,0.198464,0.241209,0.196297,0.283299,0.427552,0.255026,0.290146,0.310306,10,80,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.089922,0.077907,0.043508,0.210038,0.380620,1.000000,0.432171,0.458306,0.505836,0.110584,0.143594,0.183549,0.147165,0.210951,0.364674,0.150388,0.174711,0.200337,10,81,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.117037,0.090000,0.052222,0.260259,0.363210,1.000000,0.432407,0.496473,0.518758,0.146606,0.175086,0.221680,0.194733,0.238181,0.404269,0.222840,0.237263,0.263354,10,82,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.113675,0.106838,0.056410,0.226886,0.421201,1.000000,0.386752,0.440646,0.544061,0.111857,0.157845,0.203700,0.159806,0.238545,0.393258,0.184473,0.215215,0.235051,10,83,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.111628,0.085659,0.049709,0.183893,0.296189,1.000000,0.420543,0.475656,0.471666,0.113948,0.141845,0.189565,0.151090,0.197322,0.372516,0.179651,0.197750,0.224493,10,84,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.103252,0.086992,0.050915,0.205330,0.350203,1.000000,0.389228,0.446675,0.480124,0.095325,0.127842,0.172649,0.135864,0.193638,0.357805,0.146612,0.167915,0.191922,10,85,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.096667,0.085417,0.052187,0.149981,0.283365,1.000000,0.369792,0.431126,0.479668,0.068743,0.102673,0.155765,0.105148,0.161726,0.345545,0.125556,0.150489,0.178358,10,86,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.120455,0.092803,0.054356,0.233242,0.318124,1.000000,0.444129,0.514163,0.509029,0.180182,0.207913,0.259116,0.221012,0.261381,0.437929,0.290593,0.305440,0.329411,10,87,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.116260,0.084959,0.055386,0.202649,0.290650,1.000000,0.395325,0.506057,0.456493,0.136492,0.164418,0.215090,0.174878,0.213609,0.398214,0.213889,0.226770,0.253845,10,88,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.134127,0.096429,0.049802,0.273787,0.404828,1.000000,0.428902,0.504909,0.514313,0.182110,0.210450,0.251305,0.227638,0.278840,0.428345,0.264021,0.281940,0.301869,10,89,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.111667,0.107917,0.056667,0.202699,0.414813,1.000000,0.415278,0.458023,0.534305,0.101033,0.148279,0.198019,0.148082,0.230154,0.387073,0.181528,0.208520,0.232283,10,90,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.141463,0.103252,0.054167,0.306998,0.385724,1.000000,0.362127,0.501440,0.521946,0.153758,0.180322,0.228096,0.214876,0.251977,0.410880,0.230623,0.242704,0.262861,10,91,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.106349,0.083730,0.049405,0.218849,0.370304,1.000000,0.420635,0.473600,0.468249,0.112676,0.143071,0.184333,0.156791,0.215708,0.374216,0.183135,0.206357,0.228583,10,92,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.131008,0.093798,0.052035,0.256881,0.374742,1.000000,0.336240,0.494724,0.523148,0.125482,0.155313,0.204970,0.183743,0.231798,0.395733,0.216150,0.231135,0.253684,10,93,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
