 Pre5,Pre10, Pre40, Rec5, Rec10, Rec40, AUC5, AUC10, AUC40, MAP5, MAP10, MAP40, NDCG5, NDCG10,NDCG40,MRR5, MRR10,MRR40, numFactors, numIter, lrate, maxlrate, regB, regU, regI, regC, isBoldDriver, TrainTime, TestTime,
0.101587,0.098810,0.051786,0.202202,0.398962,1.000000,0.398148,0.455812,0.529018,0.098212,0.143751,0.190133,0.138379,0.221490,0.377583,0.145503,0.181603,0.205667,13,183,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.113008,0.100407,0.055488,0.218290,0.378515,1.000000,0.393293,0.458535,0.487365,0.121865,0.159604,0.206826,0.168288,0.236502,0.397515,0.214702,0.241496,0.262248,13,184,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.096825,0.100794,0.050198,0.146364,0.373749,1.000000,0.387566,0.435146,0.546781,0.092021,0.146085,0.193035,0.123068,0.213490,0.375105,0.152249,0.181738,0.210004,13,185,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.131746,0.109524,0.056052,0.263120,0.402797,1.000000,0.400132,0.464451,0.510796,0.133910,0.172542,0.217617,0.192659,0.254463,0.409017,0.234458,0.257418,0.276114,13,186,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.112195,0.088211,0.053963,0.187510,0.311998,1.000000,0.348238,0.461253,0.458573,0.099735,0.127839,0.177827,0.142421,0.193698,0.368672,0.178388,0.195785,0.220020,13,187,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.102500,0.087917,0.051667,0.184403,0.343548,1.000000,0.460417,0.472280,0.491994,0.120949,0.157692,0.204741,0.155270,0.217883,0.387361,0.188264,0.213234,0.240332,13,188,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.111382,0.100813,0.054573,0.230475,0.388889,1.000000,0.429878,0.448880,0.506671,0.131918,0.170982,0.217960,0.174192,0.241942,0.399717,0.197493,0.227729,0.248096,13,189,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.120175,0.106579,0.057785,0.184712,0.334451,1.000000,0.354898,0.446529,0.465919,0.096937,0.140615,0.189063,0.143576,0.207720,0.379511,0.186404,0.201888,0.227795,13,190,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.109756,0.089837,0.054370,0.189460,0.299458,1.000000,0.448509,0.497157,0.499216,0.126044,0.159461,0.212006,0.161179,0.209734,0.392336,0.191599,0.207085,0.240148,13,191,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.105833,0.093333,0.050208,0.178635,0.362102,1.000000,0.481597,0.502894,0.499470,0.140325,0.183839,0.227302,0.171267,0.243190,0.403501,0.223333,0.249998,0.275350,13,192,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.124167,0.107500,0.056250,0.200810,0.400873,1.000000,0.448264,0.461657,0.510887,0.130091,0.173024,0.218836,0.170524,0.246712,0.402270,0.210764,0.237498,0.258844,13,193,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.106202,0.093411,0.050388,0.178839,0.336305,1.000000,0.464793,0.518372,0.459474,0.138710,0.181953,0.224719,0.173110,0.237839,0.399681,0.236434,0.254048,0.279025,13,194,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.109167,0.085833,0.052187,0.203783,0.315139,1.000000,0.376389,0.465162,0.471478,0.091179,0.120289,0.170383,0.137317,0.184715,0.360108,0.151597,0.171645,0.194961,13,195,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.126016,0.096748,0.050813,0.261634,0.444580,1.000000,0.382114,0.463144,0.559166,0.130689,0.164396,0.208435,0.184050,0.252136,0.400399,0.200881,0.227636,0.249128,13,196,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.130081,0.085366,0.050610,0.291376,0.351094,1.000000,0.406165,0.521866,0.496741,0.163444,0.183329,0.229346,0.216631,0.243693,0.410920,0.244038,0.254280,0.278820,13,197,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.130894,0.107317,0.048679,0.234074,0.396686,1.000000,0.450881,0.515292,0.504077,0.153896,0.197981,0.235114,0.198625,0.263690,0.407109,0.242073,0.258716,0.281038,13,198,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.093651,0.088889,0.053968,0.140621,0.262415,1.000000,0.399802,0.440295,0.478417,0.072621,0.105181,0.163531,0.106883,0.160230,0.349382,0.136111,0.157663,0.186503,13,199,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.096748,0.091057,0.056199,0.129985,0.281320,1.000000,0.408198,0.440662,0.469053,0.080501,0.119501,0.174664,0.111553,0.175909,0.364555,0.143767,0.171483,0.198883,13,200,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.089431,0.080488,0.048374,0.169309,0.306369,1.000000,0.448848,0.459801,0.500800,0.096240,0.128555,0.178813,0.126092,0.183773,0.361305,0.136179,0.163394,0.193285,14,10,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.112281,0.095614,0.051645,0.191780,0.308048,1.000000,0.466009,0.496362,0.515788,0.128585,0.165576,0.218069,0.171809,0.222965,0.401863,0.235307,0.250045,0.279062,14,11,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.102273,0.081439,0.047633,0.162148,0.301894,1.000000,0.358902,0.448199,0.452640,0.078350,0.109574,0.154884,0.116096,0.170949,0.341997,0.130808,0.150504,0.176513,14,12,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.116260,0.106504,0.054370,0.200774,0.399729,1.000000,0.439024,0.459237,0.508783,0.125171,0.169886,0.213986,0.168182,0.246133,0.399037,0.210501,0.240763,0.260894,14,13,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.112593,0.097407,0.051111,0.245492,0.398873,1.000000,0.418210,0.473111,0.483533,0.130841,0.165785,0.206402,0.177907,0.242112,0.389890,0.207716,0.232143,0.250936,14,14,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.129268,0.097561,0.054472,0.272540,0.362288,1.000000,0.392615,0.502883,0.464486,0.169071,0.193560,0.241624,0.222972,0.263794,0.425771,0.287805,0.299758,0.317807,14,15,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.111628,0.093023,0.052713,0.196899,0.364470,1.000000,0.415375,0.471945,0.502671,0.109917,0.147711,0.194639,0.154005,0.217255,0.381946,0.193475,0.216637,0.240627,14,16,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.102326,0.082946,0.054070,0.199777,0.293887,1.000000,0.428618,0.503311,0.446710,0.110823,0.135318,0.190669,0.153546,0.193922,0.372241,0.197868,0.211580,0.237822,14,17,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.140278,0.100000,0.053819,0.319176,0.388358,1.000000,0.475694,0.571305,0.506387,0.207757,0.234411,0.276671,0.263023,0.294689,0.447849,0.317998,0.325858,0.347105,14,18,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.108333,0.083333,0.053437,0.196994,0.297242,1.000000,0.424653,0.449454,0.492727,0.124216,0.146280,0.198816,0.160531,0.201676,0.386327,0.196042,0.213724,0.242846,14,19,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.108333,0.088333,0.048021,0.192094,0.340716,1.000000,0.409375,0.451244,0.484822,0.111122,0.140264,0.183806,0.146214,0.204178,0.366325,0.159444,0.183800,0.209099,14,20,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.128682,0.110853,0.054070,0.290714,0.458708,1.000000,0.393088,0.455815,0.587566,0.136977,0.176211,0.223554,0.195044,0.261811,0.409169,0.210078,0.236260,0.257994,14,21,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.102381,0.086905,0.051190,0.199126,0.327484,1.000000,0.502976,0.505897,0.472628,0.145283,0.177490,0.224081,0.177048,0.228967,0.399224,0.216270,0.234902,0.262568,14,22,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.109091,0.081818,0.048674,0.247917,0.316252,1.000000,0.461174,0.508226,0.493679,0.128072,0.150786,0.197547,0.173746,0.206109,0.378777,0.184217,0.194939,0.223064,14,23,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.124390,0.094715,0.053963,0.221642,0.353591,1.000000,0.329946,0.456208,0.512443,0.112156,0.141107,0.191435,0.160681,0.214015,0.383925,0.184282,0.203384,0.229955,14,24,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.099167,0.083750,0.049583,0.167371,0.317639,1.000000,0.431250,0.461115,0.491854,0.097111,0.130840,0.179972,0.134134,0.191829,0.366845,0.168056,0.187032,0.214118,14,25,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.095455,0.090909,0.050095,0.174946,0.379311,1.000000,0.400253,0.427891,0.451548,0.077650,0.120561,0.159459,0.117065,0.193106,0.346025,0.131061,0.155754,0.178966,14,26,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.132520,0.097967,0.048679,0.282917,0.392615,1.000000,0.442073,0.521039,0.531048,0.199548,0.231358,0.272351,0.241245,0.288887,0.438922,0.275000,0.288976,0.311822,14,27,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.122481,0.105039,0.054942,0.265375,0.467165,1.000000,0.417636,0.467835,0.560069,0.136703,0.178414,0.225430,0.188252,0.268299,0.414062,0.204910,0.242087,0.258352,14,28,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.089630,0.078148,0.049352,0.148139,0.273730,1.000000,0.418210,0.453094,0.453426,0.088855,0.120140,0.167592,0.120677,0.172460,0.353042,0.156296,0.175644,0.204215,14,29,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.113178,0.098062,0.054360,0.200892,0.372056,1.000000,0.384367,0.425249,0.539744,0.125371,0.157512,0.210519,0.165828,0.231118,0.399614,0.204651,0.225103,0.251405,14,30,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.118254,0.086111,0.052679,0.207636,0.286549,1.000000,0.445767,0.513228,0.454734,0.143945,0.168808,0.217405,0.182743,0.217288,0.397006,0.232870,0.243541,0.271781,14,31,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.100794,0.085317,0.052579,0.194652,0.326720,1.000000,0.462302,0.455979,0.493182,0.128085,0.159173,0.207040,0.161662,0.215229,0.390467,0.190608,0.212220,0.239320,14,32,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.127027,0.099550,0.056194,0.220946,0.316967,1.000000,0.464715,0.529905,0.464841,0.148498,0.182243,0.232846,0.192840,0.237338,0.412021,0.245045,0.258644,0.285793,14,33,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.116667,0.107143,0.053869,0.213999,0.373810,1.000000,0.402778,0.445834,0.519842,0.113613,0.156641,0.202076,0.161226,0.230708,0.390842,0.192262,0.219147,0.239736,14,34,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.119380,0.096899,0.051453,0.240485,0.374096,1.000000,0.464793,0.521652,0.475317,0.171235,0.207626,0.247999,0.209330,0.265196,0.420083,0.252261,0.269934,0.293101,14,35,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.116279,0.097674,0.052422,0.218058,0.371130,1.000000,0.465116,0.479978,0.512297,0.155386,0.189947,0.235744,0.191450,0.253775,0.413962,0.231266,0.256728,0.278083,14,36,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.103030,0.090909,0.050379,0.197727,0.350694,1.000000,0.399306,0.458886,0.517142,0.095160,0.133487,0.180373,0.139109,0.202214,0.368608,0.164331,0.188131,0.214654,14,37,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.091852,0.088148,0.046481,0.196505,0.425494,1.000000,0.382407,0.411152,0.535304,0.091102,0.130976,0.173069,0.130603,0.215111,0.362016,0.142778,0.178230,0.200473,14,38,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.108943,0.087805,0.051931,0.214528,0.374864,1.000000,0.389228,0.479175,0.489299,0.131484,0.165697,0.209619,0.170332,0.232250,0.393442,0.205149,0.225263,0.249912,14,39,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.112121,0.101894,0.051420,0.220013,0.447917,1.000000,0.414457,0.460517,0.544789,0.121617,0.165818,0.209645,0.168081,0.252212,0.394823,0.204482,0.236533,0.254023,14,40,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.124603,0.107937,0.056349,0.234544,0.360292,1.000000,0.434193,0.521128,0.503872,0.141651,0.181549,0.232311,0.192701,0.249660,0.413442,0.250066,0.264506,0.288116,14,41,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.129457,0.103101,0.049903,0.300194,0.489341,1.000000,0.446705,0.489191,0.613867,0.195646,0.231008,0.271655,0.238862,0.310200,0.447552,0.261434,0.288128,0.310347,14,42,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.115217,0.100725,0.051540,0.245915,0.401405,1.000000,0.417874,0.492675,0.512033,0.125422,0.168680,0.210616,0.177654,0.243429,0.394080,0.213285,0.234363,0.256239,14,43,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.111905,0.092063,0.051984,0.225869,0.376276,1.000000,0.420966,0.477557,0.520420,0.139052,0.173225,0.220420,0.179407,0.239356,0.401302,0.210714,0.230033,0.254884,14,44,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.125397,0.095238,0.051587,0.240322,0.380272,1.000000,0.410384,0.486245,0.515650,0.138750,0.170999,0.215598,0.185084,0.240274,0.398610,0.210185,0.228461,0.251610,14,45,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.136667,0.099167,0.053958,0.268804,0.353709,1.000000,0.376042,0.512156,0.496069,0.168598,0.196478,0.244847,0.215001,0.253258,0.418787,0.245347,0.255706,0.281607,14,46,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.116279,0.088760,0.051453,0.249049,0.348671,1.000000,0.444444,0.515127,0.510992,0.152441,0.182245,0.229393,0.195315,0.238403,0.406125,0.226163,0.239775,0.266069,14,47,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.117073,0.111789,0.056606,0.194557,0.379133,1.000000,0.373306,0.454543,0.520544,0.094219,0.143008,0.192798,0.140306,0.220846,0.381665,0.166802,0.199081,0.221025,14,48,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.119298,0.105263,0.050329,0.239390,0.404898,1.000000,0.460892,0.463376,0.557637,0.140365,0.180186,0.227969,0.183784,0.254573,0.408130,0.209284,0.240673,0.262940,14,49,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.104545,0.084848,0.051705,0.217753,0.347859,1.000000,0.453598,0.490835,0.490993,0.144879,0.175777,0.222161,0.181226,0.233809,0.402821,0.216730,0.237269,0.263014,14,50,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.081395,0.081008,0.051550,0.125921,0.307564,1.000000,0.455749,0.431202,0.457099,0.082575,0.117722,0.166174,0.105547,0.178107,0.356071,0.130103,0.165473,0.193564,14,51,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.142063,0.111905,0.056548,0.244654,0.375722,1.000000,0.391534,0.500724,0.511211,0.137827,0.175566,0.224155,0.194902,0.250565,0.409969,0.262632,0.277847,0.300150,14,52,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.101515,0.087879,0.052083,0.188997,0.326145,1.000000,0.470013,0.491150,0.490148,0.117549,0.151133,0.201932,0.154317,0.210679,0.382452,0.190657,0.212426,0.240242,14,53,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.131159,0.093116,0.051268,0.253405,0.405274,1.000000,0.393116,0.509940,0.537405,0.174384,0.203260,0.246665,0.221637,0.278479,0.432805,0.286413,0.306865,0.330339,14,54,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.125000,0.110417,0.057500,0.243947,0.407425,1.000000,0.442708,0.499487,0.526305,0.159646,0.201597,0.250778,0.205175,0.272761,0.429098,0.255069,0.276399,0.299288,14,55,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.120930,0.094186,0.050872,0.226015,0.341344,1.000000,0.453165,0.487780,0.502279,0.165954,0.197555,0.243738,0.204365,0.252828,0.419160,0.251615,0.268471,0.293627,14,56,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.127132,0.099612,0.051453,0.258239,0.398778,1.000000,0.411176,0.503203,0.522549,0.160197,0.195178,0.239267,0.207165,0.263980,0.416980,0.243217,0.258942,0.280779,14,57,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.129710,0.099638,0.055344,0.216335,0.350694,1.000000,0.373792,0.454286,0.464523,0.128613,0.156072,0.202699,0.178540,0.233882,0.397703,0.241787,0.264966,0.284176,14,58,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.121951,0.094715,0.054675,0.215589,0.301571,1.000000,0.376016,0.481171,0.487735,0.111318,0.141741,0.193582,0.160908,0.201143,0.380665,0.203049,0.216970,0.244073,14,59,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.115152,0.088636,0.049053,0.243170,0.378030,1.000000,0.438131,0.477464,0.536508,0.173885,0.201397,0.246546,0.210822,0.262242,0.421367,0.250253,0.267982,0.292305,14,60,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.086822,0.086047,0.047093,0.163989,0.344866,1.000000,0.455426,0.459971,0.476024,0.087447,0.127709,0.168966,0.121407,0.190871,0.350183,0.140245,0.164536,0.189894,14,61,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.100725,0.080072,0.046105,0.141747,0.265278,1.000000,0.465882,0.504223,0.413208,0.117019,0.147815,0.190338,0.152322,0.201845,0.373639,0.235749,0.250707,0.275579,14,62,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.101587,0.102778,0.053671,0.185165,0.434341,1.000000,0.397156,0.396396,0.560089,0.104789,0.153914,0.201139,0.143529,0.236242,0.389046,0.181481,0.215676,0.237700,14,63,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.095652,0.094928,0.049909,0.164926,0.362117,1.000000,0.479167,0.457313,0.455917,0.129543,0.173140,0.214536,0.161379,0.237827,0.392056,0.222222,0.246938,0.268518,14,64,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.112698,0.083333,0.051885,0.196321,0.276411,1.000000,0.441138,0.500905,0.473948,0.131608,0.157285,0.210653,0.170715,0.206789,0.393207,0.216204,0.229050,0.258184,14,65,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.115079,0.094048,0.055159,0.205830,0.330839,1.000000,0.432870,0.513330,0.476692,0.142995,0.177013,0.228663,0.183541,0.235764,0.406524,0.238690,0.254941,0.278718,14,66,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.109524,0.097222,0.054563,0.218946,0.353302,1.000000,0.401124,0.456928,0.496878,0.099551,0.131721,0.183027,0.143946,0.203260,0.369604,0.151852,0.179431,0.201873,14,67,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.092248,0.096512,0.052810,0.155989,0.405186,1.000000,0.416990,0.413633,0.535131,0.090561,0.140662,0.186780,0.122269,0.218258,0.376196,0.149354,0.190296,0.213457,14,68,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.145926,0.112593,0.054444,0.291364,0.441182,1.000000,0.311111,0.471976,0.515677,0.116337,0.156294,0.195183,0.180907,0.242002,0.384242,0.182160,0.200194,0.220250,14,69,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.112195,0.094715,0.054878,0.195353,0.325246,1.000000,0.440379,0.495395,0.504917,0.126538,0.162978,0.215928,0.167891,0.223344,0.398503,0.223103,0.239555,0.267638,14,70,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.106667,0.111250,0.054687,0.198080,0.427318,1.000000,0.418750,0.445722,0.564892,0.102199,0.157642,0.202828,0.144763,0.235709,0.386797,0.173472,0.203183,0.227133,14,71,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.112281,0.097368,0.053289,0.175153,0.318964,1.000000,0.406433,0.460679,0.459390,0.123874,0.163956,0.209510,0.158927,0.218338,0.387184,0.212646,0.231454,0.257250,14,72,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.103175,0.094444,0.048214,0.200784,0.441950,1.000000,0.407738,0.409368,0.536097,0.105927,0.146889,0.188191,0.143978,0.230749,0.374244,0.158598,0.192210,0.214136,14,73,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.081746,0.084524,0.056151,0.120663,0.288161,1.000000,0.398810,0.388542,0.465206,0.057700,0.094660,0.150484,0.085779,0.154814,0.342809,0.106746,0.141027,0.166518,14,74,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.115152,0.104924,0.053977,0.257787,0.455825,1.000000,0.409091,0.462384,0.562735,0.109563,0.153885,0.199193,0.163071,0.241725,0.388835,0.171591,0.203538,0.224810,14,75,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.136434,0.107364,0.056008,0.273297,0.378854,1.000000,0.362726,0.489610,0.523524,0.122173,0.159378,0.205376,0.184264,0.234028,0.395317,0.208592,0.222438,0.245992,14,76,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.114729,0.090698,0.050678,0.189236,0.327713,1.000000,0.420543,0.493353,0.462385,0.117466,0.151518,0.195915,0.160822,0.216523,0.382131,0.210724,0.228398,0.250417,14,77,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.110317,0.090079,0.048710,0.224515,0.385979,1.000000,0.399802,0.485426,0.518349,0.125470,0.161131,0.203106,0.169568,0.234560,0.389208,0.195437,0.220350,0.242397,14,78,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.120000,0.112500,0.057604,0.178871,0.378149,1.000000,0.383333,0.460673,0.504363,0.094349,0.143192,0.193732,0.141019,0.223143,0.384023,0.180486,0.208280,0.229564,14,79,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.095556,0.076667,0.047870,0.189365,0.328272,1.000000,0.431481,0.472277,0.500810,0.136583,0.162693,0.210584,0.166801,0.220013,0.391955,0.204136,0.223958,0.252727,14,80,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.112403,0.086047,0.050775,0.239913,0.402381,1.000000,0.408592,0.485573,0.511453,0.134551,0.162826,0.208602,0.180236,0.241221,0.398052,0.209432,0.239038,0.261526,14,81,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.156410,0.116667,0.056731,0.297479,0.401664,1.000000,0.462963,0.560851,0.523576,0.220279,0.257645,0.299958,0.271519,0.319140,0.470764,0.345442,0.356105,0.378047,14,82,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.115873,0.092460,0.052381,0.215748,0.312884,1.000000,0.453373,0.520188,0.509428,0.143714,0.175524,0.225435,0.186833,0.230401,0.406296,0.243320,0.252571,0.282256,14,83,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.103101,0.086822,0.052035,0.188640,0.316880,1.000000,0.427972,0.489902,0.488430,0.108031,0.141842,0.192239,0.149788,0.201772,0.377889,0.188307,0.206103,0.233070,14,84,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.095122,0.093089,0.052033,0.174232,0.378049,1.000000,0.473577,0.429285,0.488901,0.119275,0.156953,0.201540,0.147913,0.226447,0.386525,0.175136,0.210424,0.233545,14,85,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.095833,0.082917,0.052500,0.132480,0.272321,1.000000,0.423264,0.455204,0.444356,0.087070,0.122203,0.172878,0.118556,0.175013,0.360978,0.164444,0.184319,0.213494,14,86,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.091667,0.082870,0.053009,0.175360,0.319389,1.000000,0.338735,0.412377,0.516447,0.092577,0.124791,0.180749,0.128463,0.187126,0.370266,0.150926,0.173453,0.203550,14,87,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.105833,0.079167,0.051875,0.225212,0.310119,1.000000,0.423611,0.482399,0.441978,0.125013,0.146560,0.193090,0.165707,0.201946,0.376789,0.191042,0.204664,0.231419,14,88,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.109524,0.089286,0.050496,0.212972,0.313889,1.000000,0.465608,0.506736,0.525642,0.148158,0.179284,0.228753,0.184218,0.229621,0.405536,0.228175,0.242306,0.273479,14,89,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
