, numFactors,Rec10_max,Rec10_max_numIter,Rec10_mean,Rec10_min,Rec10_min_numIter,Rec40_max,Rec40_max_numIter,Rec40_mean,Rec40_min,Rec40_min_numIter,Rec5_max,Rec5_max_numIter,Rec5_mean,Rec5_min,Rec5_min_numIter
0,8.0,0.564712,170.0,0.4391423926701571,0.33611599999999997,164.0,1.0,10.0,1.0,1.0,10.0,0.336545,153.0,0.21999194240837694,0.13222899999999999,65.0
1,9.0,0.577095,108.0,0.43349386387434546,0.327339,185.0,1.0,10.0,1.0,1.0,10.0,0.362154,115.0,0.22017478010471192,0.14078800000000002,141.0
2,15.0,0.577846,168.0,0.44884998429319367,0.312066,26.0,1.0,10.0,1.0,1.0,10.0,0.316711,109.0,0.22497947120418857,0.144309,101.0
3,20.0,0.562661,79.0,0.4398384816753923,0.324306,140.0,1.0,10.0,1.0,1.0,10.0,0.332953,39.0,0.21882215183246068,0.121378,167.0
