, numFactors,MAP10_max,MAP10_max_numIter,MAP10_mean,MAP10_min,MAP10_min_numIter,MAP40_max,MAP40_max_numIter,MAP40_mean,MAP40_min,MAP40_min_numIter,MAP5_max,MAP5_max_numIter,MAP5_mean,MAP5_min,MAP5_min_numIter
0,8.0,0.245639,68.0,0.18405107853403138,0.136551,118.0,0.286625,13.0,0.23155782722513094,0.19003,118.0,0.20333800000000002,13.0,0.13666792670157066,0.08831,66.0
1,9.0,0.258915,118.0,0.18500620418848163,0.12341099999999999,196.0,0.30578299999999997,118.0,0.23197373298429322,0.18015,47.0,0.211133,118.0,0.13741689528795822,0.075801,13.0
2,15.0,0.360228,106.0,0.2613191099476439,0.13919,156.0,0.38829400000000003,129.0,0.2997234921465969,0.192303,188.0,0.323498,129.0,0.21515895287958114,0.090189,184.0
3,20.0,0.25940799999999997,124.0,0.18466555497382195,0.122188,15.0,0.297396,124.0,0.23151410471204176,0.170704,15.0,0.21307800000000002,24.0,0.13725649738219892,0.07306599999999999,126.0
